nameKor,﻿Internal ID,Name,Storage Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Closet Image,Seasonal Availability,Style,Label Themes,Variation,Miles Price,Villager Equippable
심플 프릴 캐미솔,8070,layered tank,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNCamisole3.png,800,200,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,파란색,파란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNCamisole3.png,여름,귀여운,메르헨#릴렉스#바캉스,Blue,NA,Yes
심플 프릴 캐미솔,8071,layered tank,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNCamisole4.png,800,200,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,초록색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNCamisole4.png,여름,귀여운,메르헨#릴렉스#바캉스,Green,NA,Yes
심플 프릴 캐미솔,8072,layered tank,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNCamisole5.png,800,200,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,하늘색,하늘색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNCamisole5.png,여름,귀여운,메르헨#릴렉스#바캉스,Light blue,NA,Yes
심플 프릴 캐미솔,8073,layered tank,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNCamisole6.png,800,200,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,빨간색,빨간색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNCamisole6.png,여름,귀여운,메르헨#릴렉스#바캉스,Red,NA,Yes
심플 프릴 캐미솔,8074,layered tank,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNCamisole7.png,800,200,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,보라색,보라색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNCamisole7.png,여름,귀여운,메르헨#릴렉스#바캉스,Purple,NA,Yes
표범무늬 티셔츠,8199,leopard tee,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHLeopard0.png,800,200,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,노란색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHLeopard0.png,여름,쿨한,데일리#릴렉스,Yellow,NA,Yes
표범무늬 티셔츠,8302,leopard tee,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHLeopard1.png,800,200,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,분홍색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHLeopard1.png,여름,쿨한,데일리#릴렉스,Pink,NA,Yes
표범무늬 티셔츠,8303,leopard tee,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHLeopard2.png,800,200,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,초록색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHLeopard2.png,여름,쿨한,데일리#릴렉스,Green,NA,Yes
표범무늬 티셔츠,8304,leopard tee,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHLeopard3.png,800,200,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,회색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHLeopard3.png,여름,쿨한,데일리#릴렉스,Gray,NA,Yes
점퍼,2401,letter jacket,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLStajan0.png,1080,270,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,파란색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLStajan0.png,겨울,활동적인,데일리#아웃도어#스포츠,Blue,NA,Yes
점퍼,8305,letter jacket,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLStajan1.png,1080,270,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,빨간색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLStajan1.png,겨울,활동적인,데일리#아웃도어#스포츠,Red,NA,Yes
점퍼,8306,letter jacket,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLStajan2.png,1080,270,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,초록색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLStajan2.png,겨울,활동적인,데일리#아웃도어#스포츠,Green,NA,Yes
점퍼,8307,letter jacket,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLStajan3.png,1080,270,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,베이지색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLStajan3.png,겨울,활동적인,데일리#아웃도어#스포츠,Beige,NA,Yes
마드라스 체크 셔츠,4615,madras plaid shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsHMadras0.png,1120,280,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,초록색,주황색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsHMadras0.png,여름,활동적인,데일리#바캉스,Green,NA,Yes
마드라스 체크 셔츠,8963,madras plaid shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsHMadras1.png,1120,280,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,파란색,주황색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsHMadras1.png,여름,활동적인,데일리#바캉스,Blue,NA,Yes
마드라스 체크 셔츠,8964,madras plaid shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsHMadras2.png,1120,280,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,빨간색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsHMadras2.png,여름,활동적인,데일리#바캉스,Red,NA,Yes
마드라스 체크 셔츠,8965,madras plaid shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsHMadras3.png,1120,280,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,보라색,노란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsHMadras3.png,여름,활동적인,데일리#바캉스,Purple,NA,Yes
마드라스 체크 셔츠,8966,madras plaid shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsHMadras4.png,1120,280,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,분홍색,하늘색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsHMadras4.png,여름,활동적인,데일리#바캉스,Pink,NA,Yes
마드라스 체크 셔츠,8967,madras plaid shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsHMadras5.png,1120,280,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,회색,주황색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsHMadras5.png,여름,활동적인,데일리#바캉스,Gray,NA,Yes
마블 도트 티셔츠,8202,marble-dots tee,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHMarbledot0.png,640,160,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,검정색,컬러풀,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHMarbledot0.png,여름,활동적인,데일리#릴렉스,Black,NA,Yes
마블 도트 티셔츠,8296,marble-dots tee,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHMarbledot1.png,640,160,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,하얀색,컬러풀,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHMarbledot1.png,여름,활동적인,데일리#릴렉스,White,NA,Yes
밈 옷,4717,meme shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHMeme0.png,960,240,에이블 시스터즈,에이블 시스터즈에만,보라색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHMeme0.png,여름,쿨한,릴렉스,Purple,NA,Yes
밈 옷,8430,meme shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHMeme1.png,960,240,에이블 시스터즈,에이블 시스터즈에만,파란색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHMeme1.png,여름,쿨한,릴렉스,Blue,NA,Yes
밈 옷,8431,meme shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHMeme2.png,960,240,에이블 시스터즈,에이블 시스터즈에만,초록색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHMeme2.png,여름,쿨한,릴렉스,Green,NA,Yes
밈 옷,8432,meme shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHMeme3.png,960,240,에이블 시스터즈,에이블 시스터즈에만,빨간색,분홍색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHMeme3.png,여름,쿨한,릴렉스,Red,NA,Yes
군인 옷,3231,military uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLInfantry0.png,3360,840,에이블 시스터즈,에이블 시스터즈에만,빨간색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLInfantry0.png,일 년 내내,우아한,메르헨#포멀#비즈니스,Red,NA,Yes
군인 옷,7449,military uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLInfantry1.png,3360,840,에이블 시스터즈,에이블 시스터즈에만,파란색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLInfantry1.png,일 년 내내,우아한,메르헨#포멀#비즈니스,Blue,NA,Yes
군인 옷,7450,military uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLInfantry2.png,3360,840,에이블 시스터즈,에이블 시스터즈에만,초록색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLInfantry2.png,일 년 내내,우아한,메르헨#포멀#비즈니스,Green,NA,Yes
군인 옷,7451,military uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLInfantry3.png,3360,840,에이블 시스터즈,에이블 시스터즈에만,하얀색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLInfantry3.png,일 년 내내,우아한,메르헨#포멀#비즈니스,White,NA,Yes
봄안개 옷,8201,misty tee,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHHaze0.png,640,160,너굴 쇼핑 카탈로그,,초록색,노란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHHaze0.png,일 년 내내,우아한,데일리#릴렉스,NA,NA,Yes
야상 점퍼,4422,mod parka,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLMod0.png,1680,420,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,초록색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLMod0.png,겨울,심플한,데일리,Green,NA,Yes
야상 점퍼,9303,mod parka,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLMod1.png,1680,420,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,갈색,갈색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLMod1.png,겨울,심플한,데일리,Brown,NA,Yes
엄마가 직접 짠 스웨터,8762,Mom's hand-knit sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLMother0.png,NFS,88,엄마,,주황색,하늘색,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLMother0.png,일 년 내내,귀여운,릴렉스,M,NA,Yes
엄마가 직접 짠 스웨터,9614,Mom's hand-knit sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLMother1.png,NFS,88,엄마,,베이지색,컬러풀,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLMother1.png,일 년 내내,귀여운,릴렉스,Flowers,NA,Yes
엄마가 직접 짠 스웨터,12141,Mom's hand-knit sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLMother2.png,NFS,88,엄마,,초록색,컬러풀,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLMother2.png,일 년 내내,귀여운,릴렉스,Star,NA,Yes
엄마가 직접 짠 스웨터,12142,Mom's hand-knit sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLMother3.png,NFS,88,엄마,,노란색,초록색,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLMother3.png,일 년 내내,귀여운,릴렉스,Animal,NA,Yes
엄마가 직접 짠 스웨터,12143,Mom's hand-knit sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLMother4.png,NFS,88,엄마,,파란색,갈색,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLMother4.png,일 년 내내,귀여운,릴렉스,Teddy bear,NA,Yes
엄마가 직접 짠 스웨터,12144,Mom's hand-knit sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLMother5.png,NFS,88,엄마,,파란색,베이지색,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLMother5.png,일 년 내내,귀여운,릴렉스,Accent patch,NA,Yes
엄마가 직접 짠 스웨터,12145,Mom's hand-knit sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLMother6.png,NFS,88,엄마,,빨간색,컬러풀,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLMother6.png,일 년 내내,귀여운,릴렉스,Quilted pattern,NA,Yes
엄마가 직접 짠 스웨터,12146,Mom's hand-knit sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLMother7.png,NFS,88,엄마,,분홍색,노란색,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLMother7.png,일 년 내내,귀여운,릴렉스,Chicks,NA,Yes
엄마가 직접 만든 앞치마,8763,Mom's handmade apron,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLMother0.png,NFS,88,엄마,,주황색,노란색,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLMother0.png,일 년 내내,귀여운,릴렉스,M,NA,Yes
엄마가 직접 만든 앞치마,9615,Mom's handmade apron,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLMother1.png,NFS,88,엄마,,회색,하얀색,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLMother1.png,일 년 내내,귀여운,릴렉스,Flowers,NA,Yes
엄마가 직접 만든 앞치마,12147,Mom's handmade apron,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLMother2.png,NFS,88,엄마,,초록색,하얀색,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLMother2.png,일 년 내내,귀여운,릴렉스,Animals,NA,Yes
엄마가 직접 만든 앞치마,12156,Mom's handmade apron,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLMother3.png,NFS,88,엄마,,컬러풀,하얀색,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLMother3.png,일 년 내내,귀여운,릴렉스,Quilted pattern,NA,Yes
엄마가 직접 만든 앞치마,12157,Mom's handmade apron,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLMother4.png,NFS,88,엄마,,분홍색,하얀색,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLMother4.png,일 년 내내,귀여운,릴렉스,Fruits,NA,Yes
엄마가 직접 만든 앞치마,12158,Mom's handmade apron,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLMother5.png,NFS,88,엄마,,파란색,회색,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLMother5.png,일 년 내내,귀여운,릴렉스,Denim,NA,Yes
엄마가 직접 만든 앞치마,12159,Mom's handmade apron,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLMother6.png,NFS,88,엄마,,초록색,하얀색,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLMother6.png,일 년 내내,귀여운,릴렉스,Forest print,NA,Yes
엄마가 직접 만든 앞치마,12160,Mom's handmade apron,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLMother7.png,NFS,88,엄마,,파란색,하얀색,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLMother7.png,일 년 내내,귀여운,릴렉스,Family,NA,Yes
모닝 코트,3401,morning coat,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLMorningcoatBlack.png,2500,625,에이블 시스터즈,에이블 시스터즈에만,검정색,회색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLMorningcoatBlack.png,일 년 내내,우아한,포멀#파티#스테이지#비즈니스,NA,NA,Yes
마운틴 파카,3255,mountain parka,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLMountain0.png,1400,350,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,빨간색,빨간색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLMountain0.png,일 년 내내,활동적인,아웃도어#스포츠,Red,NA,Yes
마운틴 파카,4155,mountain parka,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLMountain1.png,1400,350,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,파란색,파란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLMountain1.png,일 년 내내,활동적인,아웃도어#스포츠,Blue,NA,Yes
마운틴 파카,4156,mountain parka,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLMountain2.png,1400,350,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,초록색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLMountain2.png,일 년 내내,활동적인,아웃도어#스포츠,Green,NA,Yes
마운틴 파카,4157,mountain parka,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLMountain3.png,1400,350,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,검정색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLMountain3.png,일 년 내내,활동적인,아웃도어#스포츠,Black,NA,Yes
작업용 조끼,4798,multipurpose vest,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLMultivest0.png,1680,420,에이블 시스터즈,에이블 시스터즈에만,베이지색,회색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLMultivest0.png,일 년 내내,심플한,아웃도어,Beige,NA,Yes
작업용 조끼,8633,multipurpose vest,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLMultivest1.png,1680,420,에이블 시스터즈,에이블 시스터즈에만,회색,하늘색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLMultivest1.png,일 년 내내,심플한,아웃도어,Gray,NA,Yes
작업용 조끼,8634,multipurpose vest,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLMultivest2.png,1680,420,에이블 시스터즈,에이블 시스터즈에만,초록색,베이지색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLMultivest2.png,일 년 내내,심플한,아웃도어,Avocado,NA,Yes
머슬 탱크톱,4267,muscle tank,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNMuscle0.png,640,160,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,회색,노란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNMuscle0.png,일 년 내내,활동적인,아웃도어#스포츠,Gray,NA,Yes
머슬 탱크톱,8052,muscle tank,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNMuscle1.png,640,160,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,노란색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNMuscle1.png,일 년 내내,활동적인,아웃도어#스포츠,Yellow,NA,Yes
머슬 탱크톱,8053,muscle tank,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNMuscle2.png,640,160,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,보라색,노란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNMuscle2.png,일 년 내내,활동적인,아웃도어#스포츠,Purple,NA,Yes
머슬 탱크톱,8054,muscle tank,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNMuscle3.png,640,160,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,분홍색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNMuscle3.png,일 년 내내,활동적인,아웃도어#스포츠,Pink,NA,Yes
머슬 탱크톱,8055,muscle tank,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNMuscle4.png,640,160,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,검정색,주황색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNMuscle4.png,일 년 내내,활동적인,아웃도어#스포츠,Black,NA,Yes
머슬 탱크톱,8056,muscle tank,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNMuscle5.png,640,160,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,빨간색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNMuscle5.png,일 년 내내,활동적인,아웃도어#스포츠,Red,NA,Yes
머슬 탱크톱,8057,muscle tank,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNMuscle6.png,640,160,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,초록색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNMuscle6.png,일 년 내내,활동적인,아웃도어#스포츠,Green,NA,Yes
머슬 탱크톱,8058,muscle tank,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNMuscle7.png,640,160,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,파란색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNMuscle7.png,일 년 내내,활동적인,아웃도어#스포츠,Blue,NA,Yes
뮤직 페스티벌 옷,5290,music-fest shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLLive0.png,1200,300,에이블 시스터즈,에이블 시스터즈에만,검정색,노란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsLLive0.png,일 년 내내,활동적인,아웃도어#스테이지,Black,NA,Yes
뮤직 페스티벌 옷,8410,music-fest shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLLive1.png,1200,300,에이블 시스터즈,에이블 시스터즈에만,빨간색,파란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsLLive1.png,일 년 내내,활동적인,아웃도어#스테이지,Red,NA,Yes
뮤직 페스티벌 옷,8411,music-fest shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLLive2.png,1200,300,에이블 시스터즈,에이블 시스터즈에만,보라색,분홍색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsLLive2.png,일 년 내내,활동적인,아웃도어#스테이지,Purple,NA,Yes
뮤직 페스티벌 옷,8412,music-fest shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLLive3.png,1200,300,에이블 시스터즈,에이블 시스터즈에만,하늘색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsLLive3.png,일 년 내내,활동적인,아웃도어#스테이지,Light blue,NA,Yes
MVP 티셔츠,6835,MVP tee,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHMvp0.png,640,160,너굴 쇼핑 카탈로그,,하얀색,파란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHMvp0.png,일 년 내내,심플한,데일리#릴렉스,NA,NA,Yes
니하오 티셔츠,12118,ni hao tee,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHHelloch0.png,640,160,너굴 쇼핑 카탈로그,,분홍색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHHelloch0.png,일 년 내내,심플한,데일리#릴렉스,NA,NA,Yes
9번공 옷,3326,nine-ball tee,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHNumberball9.png,560,140,너굴 쇼핑 카탈로그,,주황색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHNumberball9.png,일 년 내내,활동적인,데일리#릴렉스,NA,NA,Yes
No.1 옷,6888,No. 1 shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHOne0.png,560,140,너굴 쇼핑 카탈로그,,빨간색,하늘색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHOne0.png,일 년 내내,심플한,데일리#릴렉스,NA,NA,Yes
No.2 옷,12036,No. 2 shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHTwo0.png,560,140,너굴 쇼핑 카탈로그,,파란색,빨간색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHTwo0.png,일 년 내내,심플한,데일리#릴렉스,NA,NA,Yes
No.3 옷,12037,No. 3 shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHThree0.png,560,140,너굴 쇼핑 카탈로그,,초록색,주황색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHThree0.png,일 년 내내,심플한,데일리#릴렉스,NA,NA,Yes
No.4 옷,12038,No. 4 shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHFour0.png,560,140,너굴 쇼핑 카탈로그,,분홍색,빨간색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHFour0.png,일 년 내내,심플한,데일리#릴렉스,NA,NA,Yes
귀족 코트,3171,noble coat,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLNoble0.png,4800,1200,에이블 시스터즈,에이블 시스터즈에만,초록색,노란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLNoble0.png,일 년 내내,화려한,메르헨#포멀#파티#스테이지,Green,NA,Yes
