nameKor,﻿Internal ID,Name,Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Variant ID,Variation,Body Title,Pattern,Pattern Title,Kit Cost,Body Customize,Pattern Customize,Miles Price,Outdoor
통나무 소파,4039,log chair,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaS_Remake_2_1.png,NFS,960,제작,,베이지색,컬러풀,비매품,Yes,1x1,2_1,White wood,Lumber type,Southwestern flair,Cushion,3,Yes,Yes,NA,No
통나무 소파,4039,log chair,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaS_Remake_2_2.png,NFS,960,제작,,베이지색,컬러풀,비매품,Yes,1x1,2_2,White wood,Lumber type,Geometric print,Cushion,3,Yes,Yes,NA,No
통나무 소파,4039,log chair,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaS_Remake_2_3.png,NFS,960,제작,,베이지색,갈색,비매품,Yes,1x1,2_3,White wood,Lumber type,Bears,Cushion,3,Yes,Yes,NA,No
통나무 소파,4039,log chair,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaS_Remake_2_4.png,NFS,960,제작,,베이지색,하늘색,비매품,Yes,1x1,2_4,White wood,Lumber type,Quilted,Cushion,3,Yes,Yes,NA,No
통나무 소파,4039,log chair,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaS_Remake_3_0.png,NFS,960,제작,,하얀색,하얀색,비매품,Yes,1x1,3_0,White birch,Lumber type,None,Cushion,3,Yes,Yes,NA,No
통나무 소파,4039,log chair,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaS_Remake_3_1.png,NFS,960,제작,,하얀색,컬러풀,비매품,Yes,1x1,3_1,White birch,Lumber type,Southwestern flair,Cushion,3,No,Yes,NA,No
통나무 소파,4039,log chair,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaS_Remake_3_2.png,NFS,960,제작,,하얀색,컬러풀,비매품,Yes,1x1,3_2,White birch,Lumber type,Geometric print,Cushion,3,No,Yes,NA,No
통나무 소파,4039,log chair,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaS_Remake_3_3.png,NFS,960,제작,,하얀색,갈색,비매품,Yes,1x1,3_3,White birch,Lumber type,Bears,Cushion,3,No,Yes,NA,No
통나무 소파,4039,log chair,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaS_Remake_3_4.png,NFS,960,제작,,하얀색,하늘색,비매품,Yes,1x1,3_4,White birch,Lumber type,Quilted,Cushion,3,No,Yes,NA,No
통나무 쉘프,4036,log decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrLogShelf_Remake_0_0.png,NFS,1560,제작,,갈색,갈색,비매품,Yes,2x1,0_0,Dark wood,Lumber type,None,Mat,4,Yes,Yes,NA,No
통나무 쉘프,4036,log decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrLogShelf_Remake_0_1.png,NFS,1560,제작,,갈색,컬러풀,비매품,Yes,2x1,0_1,Dark wood,Lumber type,Southwestern flair,Mat,4,Yes,Yes,NA,No
통나무 쉘프,4036,log decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrLogShelf_Remake_0_2.png,NFS,1560,제작,,갈색,컬러풀,비매품,Yes,2x1,0_2,Dark wood,Lumber type,Geometric print,Mat,4,Yes,Yes,NA,No
통나무 쉘프,4036,log decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrLogShelf_Remake_0_3.png,NFS,1560,제작,,갈색,갈색,비매품,Yes,2x1,0_3,Dark wood,Lumber type,Bears,Mat,4,Yes,Yes,NA,No
통나무 쉘프,4036,log decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrLogShelf_Remake_0_4.png,NFS,1560,제작,,갈색,하늘색,비매품,Yes,2x1,0_4,Dark wood,Lumber type,Quilted,Mat,4,Yes,Yes,NA,No
통나무 쉘프,4036,log decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrLogShelf_Remake_1_0.png,NFS,1560,제작,,주황색,주황색,비매품,Yes,2x1,1_0,Orange wood,Lumber type,None,Mat,4,Yes,Yes,NA,No
통나무 쉘프,4036,log decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrLogShelf_Remake_1_1.png,NFS,1560,제작,,주황색,컬러풀,비매품,Yes,2x1,1_1,Orange wood,Lumber type,Southwestern flair,Mat,4,Yes,Yes,NA,No
통나무 쉘프,4036,log decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrLogShelf_Remake_1_2.png,NFS,1560,제작,,주황색,컬러풀,비매품,Yes,2x1,1_2,Orange wood,Lumber type,Geometric print,Mat,4,Yes,Yes,NA,No
통나무 쉘프,4036,log decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrLogShelf_Remake_1_3.png,NFS,1560,제작,,주황색,갈색,비매품,Yes,2x1,1_3,Orange wood,Lumber type,Bears,Mat,4,Yes,Yes,NA,No
통나무 쉘프,4036,log decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrLogShelf_Remake_1_4.png,NFS,1560,제작,,주황색,하늘색,비매품,Yes,2x1,1_4,Orange wood,Lumber type,Quilted,Mat,4,Yes,Yes,NA,No
통나무 쉘프,4036,log decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrLogShelf_Remake_2_0.png,NFS,1560,제작,,베이지색,베이지색,비매품,Yes,2x1,2_0,White wood,Lumber type,None,Mat,4,Yes,Yes,NA,No
통나무 쉘프,4036,log decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrLogShelf_Remake_2_1.png,NFS,1560,제작,,베이지색,컬러풀,비매품,Yes,2x1,2_1,White wood,Lumber type,Southwestern flair,Mat,4,Yes,Yes,NA,No
통나무 쉘프,4036,log decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrLogShelf_Remake_2_2.png,NFS,1560,제작,,베이지색,컬러풀,비매품,Yes,2x1,2_2,White wood,Lumber type,Geometric print,Mat,4,Yes,Yes,NA,No
통나무 쉘프,4036,log decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrLogShelf_Remake_2_3.png,NFS,1560,제작,,베이지색,갈색,비매품,Yes,2x1,2_3,White wood,Lumber type,Bears,Mat,4,Yes,Yes,NA,No
통나무 쉘프,4036,log decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrLogShelf_Remake_2_4.png,NFS,1560,제작,,베이지색,하늘색,비매품,Yes,2x1,2_4,White wood,Lumber type,Quilted,Mat,4,Yes,Yes,NA,No
통나무 쉘프,4036,log decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrLogShelf_Remake_3_0.png,NFS,1560,제작,,하얀색,하얀색,비매품,Yes,2x1,3_0,White birch,Lumber type,None,Mat,4,Yes,Yes,NA,No
통나무 쉘프,4036,log decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrLogShelf_Remake_3_1.png,NFS,1560,제작,,하얀색,컬러풀,비매품,Yes,2x1,3_1,White birch,Lumber type,Southwestern flair,Mat,4,No,Yes,NA,No
통나무 쉘프,4036,log decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrLogShelf_Remake_3_2.png,NFS,1560,제작,,하얀색,컬러풀,비매품,Yes,2x1,3_2,White birch,Lumber type,Geometric print,Mat,4,No,Yes,NA,No
통나무 쉘프,4036,log decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrLogShelf_Remake_3_3.png,NFS,1560,제작,,하얀색,갈색,비매품,Yes,2x1,3_3,White birch,Lumber type,Bears,Mat,4,No,Yes,NA,No
통나무 쉘프,4036,log decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrLogShelf_Remake_3_4.png,NFS,1560,제작,,하얀색,하늘색,비매품,Yes,2x1,3_4,White birch,Lumber type,Quilted,Mat,4,No,Yes,NA,No
통나무 다이닝 테이블,4040,log dining table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableL_Remake_0_0.png,NFS,1800,제작,,갈색,갈색,비매품,Yes,2x2,0_0,Dark wood,Lumber type,None,Placemats,4,Yes,Yes,NA,No
통나무 다이닝 테이블,4040,log dining table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableL_Remake_0_1.png,NFS,1800,제작,,갈색,컬러풀,비매품,Yes,2x2,0_1,Dark wood,Lumber type,Southwestern flair,Placemats,4,Yes,Yes,NA,No
통나무 다이닝 테이블,4040,log dining table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableL_Remake_0_2.png,NFS,1800,제작,,갈색,컬러풀,비매품,Yes,2x2,0_2,Dark wood,Lumber type,Geometric print,Placemats,4,Yes,Yes,NA,No
통나무 다이닝 테이블,4040,log dining table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableL_Remake_0_3.png,NFS,1800,제작,,갈색,갈색,비매품,Yes,2x2,0_3,Dark wood,Lumber type,Bears,Placemats,4,Yes,Yes,NA,No
통나무 다이닝 테이블,4040,log dining table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableL_Remake_0_4.png,NFS,1800,제작,,갈색,하늘색,비매품,Yes,2x2,0_4,Dark wood,Lumber type,Quilted,Placemats,4,Yes,Yes,NA,No
통나무 다이닝 테이블,4040,log dining table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableL_Remake_1_0.png,NFS,1800,제작,,주황색,주황색,비매품,Yes,2x2,1_0,Orange wood,Lumber type,None,Placemats,4,Yes,Yes,NA,No
통나무 다이닝 테이블,4040,log dining table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableL_Remake_1_1.png,NFS,1800,제작,,주황색,컬러풀,비매품,Yes,2x2,1_1,Orange wood,Lumber type,Southwestern flair,Placemats,4,Yes,Yes,NA,No
통나무 다이닝 테이블,4040,log dining table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableL_Remake_1_2.png,NFS,1800,제작,,주황색,컬러풀,비매품,Yes,2x2,1_2,Orange wood,Lumber type,Geometric print,Placemats,4,Yes,Yes,NA,No
통나무 다이닝 테이블,4040,log dining table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableL_Remake_1_3.png,NFS,1800,제작,,주황색,갈색,비매품,Yes,2x2,1_3,Orange wood,Lumber type,Bears,Placemats,4,Yes,Yes,NA,No
통나무 다이닝 테이블,4040,log dining table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableL_Remake_1_4.png,NFS,1800,제작,,주황색,하늘색,비매품,Yes,2x2,1_4,Orange wood,Lumber type,Quilted,Placemats,4,Yes,Yes,NA,No
통나무 다이닝 테이블,4040,log dining table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableL_Remake_2_0.png,NFS,1800,제작,,베이지색,베이지색,비매품,Yes,2x2,2_0,White wood,Lumber type,None,Placemats,4,Yes,Yes,NA,No
통나무 다이닝 테이블,4040,log dining table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableL_Remake_2_1.png,NFS,1800,제작,,베이지색,컬러풀,비매품,Yes,2x2,2_1,White wood,Lumber type,Southwestern flair,Placemats,4,Yes,Yes,NA,No
통나무 다이닝 테이블,4040,log dining table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableL_Remake_2_2.png,NFS,1800,제작,,베이지색,컬러풀,비매품,Yes,2x2,2_2,White wood,Lumber type,Geometric print,Placemats,4,Yes,Yes,NA,No
통나무 다이닝 테이블,4040,log dining table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableL_Remake_2_3.png,NFS,1800,제작,,베이지색,갈색,비매품,Yes,2x2,2_3,White wood,Lumber type,Bears,Placemats,4,Yes,Yes,NA,No
통나무 다이닝 테이블,4040,log dining table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableL_Remake_2_4.png,NFS,1800,제작,,베이지색,하늘색,비매품,Yes,2x2,2_4,White wood,Lumber type,Quilted,Placemats,4,Yes,Yes,NA,No
통나무 다이닝 테이블,4040,log dining table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableL_Remake_3_0.png,NFS,1800,제작,,하얀색,하얀색,비매품,Yes,2x2,3_0,White birch,Lumber type,None,Placemats,4,Yes,Yes,NA,No
통나무 다이닝 테이블,4040,log dining table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableL_Remake_3_1.png,NFS,1800,제작,,하얀색,컬러풀,비매품,Yes,2x2,3_1,White birch,Lumber type,Southwestern flair,Placemats,4,No,Yes,NA,No
통나무 다이닝 테이블,4040,log dining table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableL_Remake_3_2.png,NFS,1800,제작,,하얀색,컬러풀,비매품,Yes,2x2,3_2,White birch,Lumber type,Geometric print,Placemats,4,No,Yes,NA,No
통나무 다이닝 테이블,4040,log dining table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableL_Remake_3_3.png,NFS,1800,제작,,하얀색,갈색,비매품,Yes,2x2,3_3,White birch,Lumber type,Bears,Placemats,4,No,Yes,NA,No
통나무 다이닝 테이블,4040,log dining table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableL_Remake_3_4.png,NFS,1800,제작,,하얀색,하늘색,비매품,Yes,2x2,3_4,White birch,Lumber type,Quilted,Placemats,4,No,Yes,NA,No
통나무 긴 소파,4044,log extra-long sofa,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaL_Remake_0_0.png,NFS,1920,제작,,갈색,갈색,비매품,Yes,2x1,0_0,Dark wood,Lumber type,None,Cushions,4,Yes,Yes,NA,No
통나무 긴 소파,4044,log extra-long sofa,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaL_Remake_0_1.png,NFS,1920,제작,,갈색,컬러풀,비매품,Yes,2x1,0_1,Dark wood,Lumber type,Southwestern flair,Cushions,4,Yes,Yes,NA,No
통나무 긴 소파,4044,log extra-long sofa,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaL_Remake_0_2.png,NFS,1920,제작,,갈색,컬러풀,비매품,Yes,2x1,0_2,Dark wood,Lumber type,Geometric print,Cushions,4,Yes,Yes,NA,No
통나무 긴 소파,4044,log extra-long sofa,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaL_Remake_0_3.png,NFS,1920,제작,,갈색,갈색,비매품,Yes,2x1,0_3,Dark wood,Lumber type,Bears,Cushions,4,Yes,Yes,NA,No
통나무 긴 소파,4044,log extra-long sofa,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaL_Remake_0_4.png,NFS,1920,제작,,갈색,하늘색,비매품,Yes,2x1,0_4,Dark wood,Lumber type,Quilted,Cushions,4,Yes,Yes,NA,No
통나무 긴 소파,4044,log extra-long sofa,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaL_Remake_1_0.png,NFS,1920,제작,,주황색,주황색,비매품,Yes,2x1,1_0,Orange wood,Lumber type,None,Cushions,4,Yes,Yes,NA,No
통나무 긴 소파,4044,log extra-long sofa,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaL_Remake_1_1.png,NFS,1920,제작,,주황색,컬러풀,비매품,Yes,2x1,1_1,Orange wood,Lumber type,Southwestern flair,Cushions,4,Yes,Yes,NA,No
통나무 긴 소파,4044,log extra-long sofa,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaL_Remake_1_2.png,NFS,1920,제작,,주황색,컬러풀,비매품,Yes,2x1,1_2,Orange wood,Lumber type,Geometric print,Cushions,4,Yes,Yes,NA,No
통나무 긴 소파,4044,log extra-long sofa,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaL_Remake_1_3.png,NFS,1920,제작,,주황색,갈색,비매품,Yes,2x1,1_3,Orange wood,Lumber type,Bears,Cushions,4,Yes,Yes,NA,No
통나무 긴 소파,4044,log extra-long sofa,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaL_Remake_1_4.png,NFS,1920,제작,,주황색,하늘색,비매품,Yes,2x1,1_4,Orange wood,Lumber type,Quilted,Cushions,4,Yes,Yes,NA,No
통나무 긴 소파,4044,log extra-long sofa,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaL_Remake_2_0.png,NFS,1920,제작,,베이지색,베이지색,비매품,Yes,2x1,2_0,White wood,Lumber type,None,Cushions,4,Yes,Yes,NA,No
통나무 긴 소파,4044,log extra-long sofa,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaL_Remake_2_1.png,NFS,1920,제작,,베이지색,컬러풀,비매품,Yes,2x1,2_1,White wood,Lumber type,Southwestern flair,Cushions,4,Yes,Yes,NA,No
통나무 긴 소파,4044,log extra-long sofa,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaL_Remake_2_2.png,NFS,1920,제작,,베이지색,컬러풀,비매품,Yes,2x1,2_2,White wood,Lumber type,Geometric print,Cushions,4,Yes,Yes,NA,No
통나무 긴 소파,4044,log extra-long sofa,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaL_Remake_2_3.png,NFS,1920,제작,,베이지색,갈색,비매품,Yes,2x1,2_3,White wood,Lumber type,Bears,Cushions,4,Yes,Yes,NA,No
통나무 긴 소파,4044,log extra-long sofa,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaL_Remake_2_4.png,NFS,1920,제작,,베이지색,하늘색,비매품,Yes,2x1,2_4,White wood,Lumber type,Quilted,Cushions,4,Yes,Yes,NA,No
통나무 긴 소파,4044,log extra-long sofa,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaL_Remake_3_0.png,NFS,1920,제작,,하얀색,하얀색,비매품,Yes,2x1,3_0,White birch,Lumber type,None,Cushions,4,Yes,Yes,NA,No
통나무 긴 소파,4044,log extra-long sofa,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaL_Remake_3_1.png,NFS,1920,제작,,하얀색,컬러풀,비매품,Yes,2x1,3_1,White birch,Lumber type,Southwestern flair,Cushions,4,No,Yes,NA,No
통나무 긴 소파,4044,log extra-long sofa,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaL_Remake_3_2.png,NFS,1920,제작,,하얀색,컬러풀,비매품,Yes,2x1,3_2,White birch,Lumber type,Geometric print,Cushions,4,No,Yes,NA,No
통나무 긴 소파,4044,log extra-long sofa,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaL_Remake_3_3.png,NFS,1920,제작,,하얀색,갈색,비매품,Yes,2x1,3_3,White birch,Lumber type,Bears,Cushions,4,No,Yes,NA,No
통나무 긴 소파,4044,log extra-long sofa,https://acnhcdn.com/latest/FtrIcon/FtrLogSofaL_Remake_3_4.png,NFS,1920,제작,,하얀색,하늘색,비매품,Yes,2x1,3_4,White birch,Lumber type,Quilted,Cushions,4,No,Yes,NA,No
통나무 가든 침대,4035,log garden lounge,https://acnhcdn.com/latest/FtrIcon/FtrLogBedS_Remake_0_0.png,NFS,1440,제작,,갈색,갈색,비매품,Yes,2x1,0_0,Dark wood,Lumber type,None,Pillow,3,Yes,Yes,NA,Yes
통나무 가든 침대,4035,log garden lounge,https://acnhcdn.com/latest/FtrIcon/FtrLogBedS_Remake_0_1.png,NFS,1440,제작,,갈색,컬러풀,비매품,Yes,2x1,0_1,Dark wood,Lumber type,Southwestern flair,Pillow,3,Yes,Yes,NA,Yes
통나무 가든 침대,4035,log garden lounge,https://acnhcdn.com/latest/FtrIcon/FtrLogBedS_Remake_0_2.png,NFS,1440,제작,,갈색,컬러풀,비매품,Yes,2x1,0_2,Dark wood,Lumber type,Geometric print,Pillow,3,Yes,Yes,NA,Yes
통나무 가든 침대,4035,log garden lounge,https://acnhcdn.com/latest/FtrIcon/FtrLogBedS_Remake_0_3.png,NFS,1440,제작,,갈색,갈색,비매품,Yes,2x1,0_3,Dark wood,Lumber type,Bears,Pillow,3,Yes,Yes,NA,Yes
통나무 가든 침대,4035,log garden lounge,https://acnhcdn.com/latest/FtrIcon/FtrLogBedS_Remake_0_4.png,NFS,1440,제작,,갈색,하늘색,비매품,Yes,2x1,0_4,Dark wood,Lumber type,Quilted,Pillow,3,Yes,Yes,NA,Yes
통나무 가든 침대,4035,log garden lounge,https://acnhcdn.com/latest/FtrIcon/FtrLogBedS_Remake_1_0.png,NFS,1440,제작,,주황색,주황색,비매품,Yes,2x1,1_0,Orange wood,Lumber type,None,Pillow,3,Yes,Yes,NA,Yes
통나무 가든 침대,4035,log garden lounge,https://acnhcdn.com/latest/FtrIcon/FtrLogBedS_Remake_1_1.png,NFS,1440,제작,,주황색,컬러풀,비매품,Yes,2x1,1_1,Orange wood,Lumber type,Southwestern flair,Pillow,3,Yes,Yes,NA,Yes
통나무 가든 침대,4035,log garden lounge,https://acnhcdn.com/latest/FtrIcon/FtrLogBedS_Remake_1_2.png,NFS,1440,제작,,주황색,컬러풀,비매품,Yes,2x1,1_2,Orange wood,Lumber type,Geometric print,Pillow,3,Yes,Yes,NA,Yes
통나무 가든 침대,4035,log garden lounge,https://acnhcdn.com/latest/FtrIcon/FtrLogBedS_Remake_1_3.png,NFS,1440,제작,,주황색,갈색,비매품,Yes,2x1,1_3,Orange wood,Lumber type,Bears,Pillow,3,Yes,Yes,NA,Yes
통나무 가든 침대,4035,log garden lounge,https://acnhcdn.com/latest/FtrIcon/FtrLogBedS_Remake_1_4.png,NFS,1440,제작,,주황색,하늘색,비매품,Yes,2x1,1_4,Orange wood,Lumber type,Quilted,Pillow,3,Yes,Yes,NA,Yes
통나무 가든 침대,4035,log garden lounge,https://acnhcdn.com/latest/FtrIcon/FtrLogBedS_Remake_2_0.png,NFS,1440,제작,,베이지색,베이지색,비매품,Yes,2x1,2_0,White wood,Lumber type,None,Pillow,3,Yes,Yes,NA,Yes
통나무 가든 침대,4035,log garden lounge,https://acnhcdn.com/latest/FtrIcon/FtrLogBedS_Remake_2_1.png,NFS,1440,제작,,베이지색,컬러풀,비매품,Yes,2x1,2_1,White wood,Lumber type,Southwestern flair,Pillow,3,Yes,Yes,NA,Yes
통나무 가든 침대,4035,log garden lounge,https://acnhcdn.com/latest/FtrIcon/FtrLogBedS_Remake_2_2.png,NFS,1440,제작,,베이지색,컬러풀,비매품,Yes,2x1,2_2,White wood,Lumber type,Geometric print,Pillow,3,Yes,Yes,NA,Yes
통나무 가든 침대,4035,log garden lounge,https://acnhcdn.com/latest/FtrIcon/FtrLogBedS_Remake_2_3.png,NFS,1440,제작,,베이지색,갈색,비매품,Yes,2x1,2_3,White wood,Lumber type,Bears,Pillow,3,Yes,Yes,NA,Yes
통나무 가든 침대,4035,log garden lounge,https://acnhcdn.com/latest/FtrIcon/FtrLogBedS_Remake_2_4.png,NFS,1440,제작,,베이지색,하늘색,비매품,Yes,2x1,2_4,White wood,Lumber type,Quilted,Pillow,3,Yes,Yes,NA,Yes
통나무 가든 침대,4035,log garden lounge,https://acnhcdn.com/latest/FtrIcon/FtrLogBedS_Remake_3_0.png,NFS,1440,제작,,하얀색,하얀색,비매품,Yes,2x1,3_0,White birch,Lumber type,None,Pillow,3,Yes,Yes,NA,Yes
통나무 가든 침대,4035,log garden lounge,https://acnhcdn.com/latest/FtrIcon/FtrLogBedS_Remake_3_1.png,NFS,1440,제작,,하얀색,컬러풀,비매품,Yes,2x1,3_1,White birch,Lumber type,Southwestern flair,Pillow,3,No,Yes,NA,Yes
통나무 가든 침대,4035,log garden lounge,https://acnhcdn.com/latest/FtrIcon/FtrLogBedS_Remake_3_2.png,NFS,1440,제작,,하얀색,컬러풀,비매품,Yes,2x1,3_2,White birch,Lumber type,Geometric print,Pillow,3,No,Yes,NA,Yes
통나무 가든 침대,4035,log garden lounge,https://acnhcdn.com/latest/FtrIcon/FtrLogBedS_Remake_3_3.png,NFS,1440,제작,,하얀색,갈색,비매품,Yes,2x1,3_3,White birch,Lumber type,Bears,Pillow,3,No,Yes,NA,Yes
통나무 가든 침대,4035,log garden lounge,https://acnhcdn.com/latest/FtrIcon/FtrLogBedS_Remake_3_4.png,NFS,1440,제작,,하얀색,하늘색,비매품,Yes,2x1,3_4,White birch,Lumber type,Quilted,Pillow,3,No,Yes,NA,Yes
통나무 둥근 테이블,4043,log round table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableLRound_Remake_0_0.png,NFS,1800,제작,,갈색,갈색,비매품,Yes,2x2,0_0,Dark wood,Lumber type,None,Tablecloth,4,Yes,Yes,NA,Yes
통나무 둥근 테이블,4043,log round table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableLRound_Remake_0_1.png,NFS,1800,제작,,갈색,컬러풀,비매품,Yes,2x2,0_1,Dark wood,Lumber type,Southwestern flair,Tablecloth,4,Yes,Yes,NA,Yes
통나무 둥근 테이블,4043,log round table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableLRound_Remake_0_2.png,NFS,1800,제작,,갈색,컬러풀,비매품,Yes,2x2,0_2,Dark wood,Lumber type,Geometric print,Tablecloth,4,Yes,Yes,NA,Yes
통나무 둥근 테이블,4043,log round table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableLRound_Remake_0_3.png,NFS,1800,제작,,갈색,갈색,비매품,Yes,2x2,0_3,Dark wood,Lumber type,Bears,Tablecloth,4,Yes,Yes,NA,Yes
통나무 둥근 테이블,4043,log round table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableLRound_Remake_0_4.png,NFS,1800,제작,,갈색,하늘색,비매품,Yes,2x2,0_4,Dark wood,Lumber type,Quilted,Tablecloth,4,Yes,Yes,NA,Yes
통나무 둥근 테이블,4043,log round table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableLRound_Remake_1_0.png,NFS,1800,제작,,주황색,주황색,비매품,Yes,2x2,1_0,Orange wood,Lumber type,None,Tablecloth,4,Yes,Yes,NA,Yes
통나무 둥근 테이블,4043,log round table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableLRound_Remake_1_1.png,NFS,1800,제작,,주황색,컬러풀,비매품,Yes,2x2,1_1,Orange wood,Lumber type,Southwestern flair,Tablecloth,4,Yes,Yes,NA,Yes
통나무 둥근 테이블,4043,log round table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableLRound_Remake_1_2.png,NFS,1800,제작,,주황색,컬러풀,비매품,Yes,2x2,1_2,Orange wood,Lumber type,Geometric print,Tablecloth,4,Yes,Yes,NA,Yes
통나무 둥근 테이블,4043,log round table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableLRound_Remake_1_3.png,NFS,1800,제작,,주황색,갈색,비매품,Yes,2x2,1_3,Orange wood,Lumber type,Bears,Tablecloth,4,Yes,Yes,NA,Yes
통나무 둥근 테이블,4043,log round table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableLRound_Remake_1_4.png,NFS,1800,제작,,주황색,하늘색,비매품,Yes,2x2,1_4,Orange wood,Lumber type,Quilted,Tablecloth,4,Yes,Yes,NA,Yes
통나무 둥근 테이블,4043,log round table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableLRound_Remake_2_0.png,NFS,1800,제작,,베이지색,베이지색,비매품,Yes,2x2,2_0,White wood,Lumber type,None,Tablecloth,4,Yes,Yes,NA,Yes
통나무 둥근 테이블,4043,log round table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableLRound_Remake_2_1.png,NFS,1800,제작,,베이지색,컬러풀,비매품,Yes,2x2,2_1,White wood,Lumber type,Southwestern flair,Tablecloth,4,Yes,Yes,NA,Yes
통나무 둥근 테이블,4043,log round table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableLRound_Remake_2_2.png,NFS,1800,제작,,베이지색,컬러풀,비매품,Yes,2x2,2_2,White wood,Lumber type,Geometric print,Tablecloth,4,Yes,Yes,NA,Yes
통나무 둥근 테이블,4043,log round table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableLRound_Remake_2_3.png,NFS,1800,제작,,베이지색,갈색,비매품,Yes,2x2,2_3,White wood,Lumber type,Bears,Tablecloth,4,Yes,Yes,NA,Yes
통나무 둥근 테이블,4043,log round table,https://acnhcdn.com/latest/FtrIcon/FtrLogTableLRound_Remake_2_4.png,NFS,1800,제작,,베이지색,하늘색,비매품,Yes,2x2,2_4,White wood,Lumber type,Quilted,Tablecloth,4,Yes,Yes,NA,Yes
