nameKor,﻿Internal ID,Name,Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Variant ID,Variation,Body Title,Pattern,Pattern Title,Kit Cost,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Body Customize,Pattern Customize
엄마의 주전자 커버,7138,Mom's tea cozy,https://acnhcdn.com/latest/FtrIcon/FtrMomPot_Remake_3_0.png,NFS,88,Mom,,Colorful,Pink,Not for sale,No,1x1,3_0,Pink,Design,NA,NA,1,living room,fancy,motherly,None,Yes,No
엄마의 주전자 커버,7138,Mom's tea cozy,https://acnhcdn.com/latest/FtrIcon/FtrMomPot_Remake_4_0.png,NFS,88,Mom,,Light blue,Light blue,Not for sale,No,1x1,4_0,Blue cat,Design,NA,NA,1,living room,fancy,motherly,None,Yes,No
엄마의 주전자 커버,7138,Mom's tea cozy,https://acnhcdn.com/latest/FtrIcon/FtrMomPot_Remake_5_0.png,NFS,88,Mom,,Colorful,Black,Not for sale,No,1x1,5_0,Blue & gray,Design,NA,NA,1,living room,fancy,motherly,None,Yes,No
엄마의 티슈 케이스,7140,Mom's tissue box,https://acnhcdn.com/latest/FtrIcon/FtrMomTissue_Remake_0_0.png,NFS,88,Mom,,Colorful,White,Not for sale,No,1x1,0_0,Quilted pattern,Cover pattern,NA,NA,1,living room,fancy,motherly,None,Yes,No
엄마의 티슈 케이스,7140,Mom's tissue box,https://acnhcdn.com/latest/FtrIcon/FtrMomTissue_Remake_1_0.png,NFS,88,Mom,,White,White,Not for sale,No,1x1,1_0,Flowers,Cover pattern,NA,NA,1,living room,fancy,motherly,None,Yes,No
엄마의 티슈 케이스,7140,Mom's tissue box,https://acnhcdn.com/latest/FtrIcon/FtrMomTissue_Remake_2_0.png,NFS,88,Mom,,Colorful,White,Not for sale,No,1x1,2_0,Quilted animals,Cover pattern,NA,NA,1,living room,fancy,motherly,None,Yes,No
엄마의 티슈 케이스,7140,Mom's tissue box,https://acnhcdn.com/latest/FtrIcon/FtrMomTissue_Remake_3_0.png,NFS,88,Mom,,Colorful,White,Not for sale,No,1x1,3_0,Fanciful quilted pattern,Cover pattern,NA,NA,1,living room,fancy,motherly,None,Yes,No
엄마의 티슈 케이스,7140,Mom's tissue box,https://acnhcdn.com/latest/FtrIcon/FtrMomTissue_Remake_4_0.png,NFS,88,Mom,,Colorful,White,Not for sale,No,1x1,4_0,Fruits,Cover pattern,NA,NA,1,living room,fancy,motherly,None,Yes,No
엄마의 티슈 케이스,7140,Mom's tissue box,https://acnhcdn.com/latest/FtrIcon/FtrMomTissue_Remake_5_0.png,NFS,88,Mom,,Colorful,White,Not for sale,No,1x1,5_0,Denim with stripes,Cover pattern,NA,NA,1,living room,fancy,motherly,None,Yes,No
왕나비 모형,7091,monarch butterfly model,https://acnhcdn.com/latest/FtrIcon/FtrInsectOhkabamadaraToy.png,NFS,420,Flick,Trade 3 insects to receive a model in the mail the next day,Orange,Orange,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
곰치 모형,7025,moray eel model,https://acnhcdn.com/latest/FtrIcon/FtrFishUtsuboToy.png,NFS,6000,C.J.,Trade 3 fish to receive a model in the mail the next day,Brown,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
모기 모형,5936,mosquito model,https://acnhcdn.com/latest/FtrIcon/FtrInsectKaToy.png,NFS,390,Flick,Trade 3 insects to receive a model in the mail the next day,Black,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
이끼 볼,109,moss ball,https://acnhcdn.com/latest/FtrIcon/FtrBonsaiKokedama.png,720,180,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Green,Green,For sale,No,1x1,NA,NA,NA,NA,NA,NA,zen-style,None,None,None,No,No
나방 모형,7056,moth model,https://acnhcdn.com/latest/FtrIcon/FtrInsectGaToy.png,NFS,390,Flick,Trade 3 insects to receive a model in the mail the next day,Beige,Beige,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_0_0.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,White,For sale,No,1x1,0_0,White,NA,Plain,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_0_1.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,Black,For sale,No,1x1,0_1,White,NA,Square logo,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_0_2.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,Yellow,For sale,No,1x1,0_2,White,NA,Round logo,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_0_3.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,Blue,For sale,No,1x1,0_3,White,NA,Fish,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_0_4.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,Orange,For sale,No,1x1,0_4,White,NA,Carrot,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_0_5.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,Yellow,For sale,No,1x1,0_5,White,NA,Cheese,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_1_0.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Yellow,Yellow,For sale,No,1x1,1_0,Yellow,NA,Plain,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_1_1.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Yellow,Black,For sale,No,1x1,1_1,Yellow,NA,Square logo,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_1_2.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Yellow,Yellow,For sale,No,1x1,1_2,Yellow,NA,Round logo,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_1_3.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Yellow,Blue,For sale,No,1x1,1_3,Yellow,NA,Fish,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_1_4.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Yellow,Orange,For sale,No,1x1,1_4,Yellow,NA,Carrot,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_1_5.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Yellow,Yellow,For sale,No,1x1,1_5,Yellow,NA,Cheese,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_2_0.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Red,Red,For sale,No,1x1,2_0,Red,NA,Plain,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_2_1.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Red,Black,For sale,No,1x1,2_1,Red,NA,Square logo,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_2_2.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Red,Yellow,For sale,No,1x1,2_2,Red,NA,Round logo,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_2_3.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Red,Blue,For sale,No,1x1,2_3,Red,NA,Fish,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_2_4.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Red,Orange,For sale,No,1x1,2_4,Red,NA,Carrot,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_2_5.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Red,Yellow,For sale,No,1x1,2_5,Red,NA,Cheese,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_3_0.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Blue,Blue,For sale,No,1x1,3_0,Blue,NA,Plain,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_3_1.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Blue,Black,For sale,No,1x1,3_1,Blue,NA,Square logo,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_3_2.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Blue,Yellow,For sale,No,1x1,3_2,Blue,NA,Round logo,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_3_3.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Blue,Blue,For sale,No,1x1,3_3,Blue,NA,Fish,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_3_4.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Blue,Orange,For sale,No,1x1,3_4,Blue,NA,Carrot,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_3_5.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Blue,Yellow,For sale,No,1x1,3_5,Blue,NA,Cheese,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_4_0.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Green,Green,For sale,No,1x1,4_0,Green,NA,Plain,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_4_1.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Green,Black,For sale,No,1x1,4_1,Green,NA,Square logo,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_4_2.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Green,Yellow,For sale,No,1x1,4_2,Green,NA,Round logo,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_4_3.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Green,Blue,For sale,No,1x1,4_3,Green,NA,Fish,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_4_4.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Green,Orange,For sale,No,1x1,4_4,Green,NA,Carrot,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_4_5.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Green,Yellow,For sale,No,1x1,4_5,Green,NA,Cheese,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_5_0.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Pink,Pink,For sale,No,1x1,5_0,Pink,NA,Plain,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_5_1.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Pink,Black,For sale,No,1x1,5_1,Pink,NA,Square logo,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_5_2.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Pink,Yellow,For sale,No,1x1,5_2,Pink,NA,Round logo,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_5_3.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Pink,Blue,For sale,No,1x1,5_3,Pink,NA,Fish,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_5_4.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Pink,Orange,For sale,No,1x1,5_4,Pink,NA,Carrot,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_5_5.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Pink,Yellow,For sale,No,1x1,5_5,Pink,NA,Cheese,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_6_0.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Light blue,Light blue,For sale,No,1x1,6_0,Turquoise,NA,Plain,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_6_1.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Light blue,Black,For sale,No,1x1,6_1,Turquoise,NA,Square logo,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_6_2.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Light blue,Yellow,For sale,No,1x1,6_2,Turquoise,NA,Round logo,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_6_3.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Light blue,Blue,For sale,No,1x1,6_3,Turquoise,NA,Fish,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_6_4.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Light blue,Orange,For sale,No,1x1,6_4,Turquoise,NA,Carrot,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_6_5.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Light blue,Yellow,For sale,No,1x1,6_5,Turquoise,NA,Cheese,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_7_0.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Black,Black,For sale,No,1x1,7_0,Black,NA,Plain,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_7_1.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Black,Black,For sale,No,1x1,7_1,Black,NA,Square logo,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_7_2.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Black,Yellow,For sale,No,1x1,7_2,Black,NA,Round logo,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_7_3.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Black,Blue,For sale,No,1x1,7_3,Black,NA,Fish,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_7_4.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Black,Orange,For sale,No,1x1,7_4,Black,NA,Carrot,Design,1,kitchen,shop,None,None,No,Yes
머그컵,1870,mug,https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_7_5.png,460,115,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Black,Yellow,For sale,No,1x1,7_5,Black,NA,Cheese,Design,1,kitchen,shop,None,None,No,Yes
네일아트 세트,4076,nail-art set,https://acnhcdn.com/latest/FtrIcon/FtrNailartset_Remake_0_0.png,1000,250,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Pink,Colorful,For sale,No,1x1,0_0,Pink,NA,NA,NA,NA,child's room,fancy,None,None,No,No
네일아트 세트,4076,nail-art set,https://acnhcdn.com/latest/FtrIcon/FtrNailartset_Remake_1_0.png,1000,250,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Black,Colorful,For sale,No,1x1,1_0,Black,NA,NA,NA,NA,child's room,fancy,None,None,No,No
나폴레옹피시 모형,6989,Napoleonfish model,https://acnhcdn.com/latest/FtrIcon/FtrFishNaporeonfishToy.png,NFS,30000,C.J.,Trade 3 fish to receive a model in the mail the next day,Light blue,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
네온테트라 모형,6990,neon tetra model,https://acnhcdn.com/latest/FtrIcon/FtrFishNeontetoraToy.png,NFS,1500,C.J.,Trade 3 fish to receive a model in the mail the next day,Light blue,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
뉴턴의 요람,8464,Newton's cradle,https://acnhcdn.com/latest/FtrIcon/FtrCradleNewton.png,1300,325,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Gray,Black,For sale,No,1x1,NA,NA,NA,NA,NA,NA,school,facility,None,None,No,No
닥터피시 모형,6945,nibble fish model,https://acnhcdn.com/latest/FtrIcon/FtrFishDokutaafishToy.png,NFS,4500,C.J.,Trade 3 fish to receive a model in the mail the next day,Brown,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
Nintendo Switch,12543,Nintendo Switch,https://acnhcdn.com/latest/FtrIcon/FtrSwitch_Remake_0_0.png,29980,7495,Nintendo; Nook Shopping,,,,For sale,No,1x1,0_0,Neon blue & neon red,,NA,NA,7,child's room,living room,None,None,Yes,No
Nintendo Switch,12543,Nintendo Switch,https://acnhcdn.com/latest/FtrIcon/FtrSwitch_Remake_1_0.png,29980,7495,Nintendo; Nook Shopping,,,,For sale,No,1x1,1_0,Gray,,NA,NA,7,child's room,living room,None,None,Yes,No
별 조명,6826,nova light,https://acnhcdn.com/latest/FtrIcon/FtrStarLamp_Remake_0_0.png,NFS,2500,Crafting,,Yellow,Yellow,Not for sale,Yes,1x1,0_0,Yellow,Color,NA,NA,4,space,fancy,stars,None,Yes,No
별 조명,6826,nova light,https://acnhcdn.com/latest/FtrIcon/FtrStarLamp_Remake_1_0.png,NFS,2500,Crafting,,Green,Green,Not for sale,Yes,1x1,1_0,Green,Color,NA,NA,4,space,fancy,stars,None,Yes,No
별 조명,6826,nova light,https://acnhcdn.com/latest/FtrIcon/FtrStarLamp_Remake_2_0.png,NFS,2500,Crafting,,Light blue,Light blue,Not for sale,Yes,1x1,2_0,Blue,Color,NA,NA,4,space,fancy,stars,None,Yes,No
별 조명,6826,nova light,https://acnhcdn.com/latest/FtrIcon/FtrStarLamp_Remake_3_0.png,NFS,2500,Crafting,,Purple,Purple,Not for sale,Yes,1x1,3_0,Purple,Color,NA,NA,4,space,fancy,stars,None,Yes,No
별 조명,6826,nova light,https://acnhcdn.com/latest/FtrIcon/FtrStarLamp_Remake_4_0.png,NFS,2500,Crafting,,Pink,Pink,Not for sale,Yes,1x1,4_0,Pink,Color,NA,NA,4,space,fancy,stars,None,Yes,No
별 조명,6826,nova light,https://acnhcdn.com/latest/FtrIcon/FtrStarLamp_Remake_5_0.png,NFS,2500,Crafting,,Orange,Orange,Not for sale,Yes,1x1,5_0,Orange,Color,NA,NA,4,space,fancy,stars,None,Yes,No
별 조명,6826,nova light,https://acnhcdn.com/latest/FtrIcon/FtrStarLamp_Remake_6_0.png,NFS,2500,Crafting,,White,White,Not for sale,Yes,1x1,6_0,White,Color,NA,NA,4,space,fancy,stars,None,Yes,No
호두까기 인형,7284,nutcracker,https://acnhcdn.com/latest/FtrIcon/FtrNutcracker_Remake_0_0.png,NFS,1200,Gulliver,,Red,Gray,Not for sale,No,1x1,0_0,Red,Variation,NA,NA,2,folk art,None,None,None,Yes,No
호두까기 인형,7284,nutcracker,https://acnhcdn.com/latest/FtrIcon/FtrNutcracker_Remake_1_0.png,NFS,1200,Gulliver,,Blue,Green,Not for sale,No,1x1,1_0,Blue,Variation,NA,NA,2,folk art,None,None,None,Yes,No
산갈치 모형,7011,oarfish model,https://acnhcdn.com/latest/FtrIcon/FtrFishRyuuguunotukaiToy.png,NFS,27000,C.J.,Trade 3 fish to receive a model in the mail the next day,Red,Blue,Not for sale,No,2x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
개복치 모형,6984,ocean sunfish model,https://acnhcdn.com/latest/FtrIcon/FtrFishManbouToy.png,NFS,12000,C.J.,Trade 3 fish to receive a model in the mail the next day,Blue,Black,Not for sale,No,2x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
알코올램프,3654,oil lamp,https://acnhcdn.com/latest/FtrIcon/FtrSpiritlamp.png,400,100,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,White,For sale,No,1x1,NA,NA,NA,NA,NA,NA,school,facility,None,None,No,No
종소리 알람 시계,4111,old-fashioned alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrClockBell_Remake_0_0.png,1200,300,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Light blue,White,For sale,No,1x1,0_0,Light blue,NA,NA,NA,NA,living room,child's room,None,None,No,No
종소리 알람 시계,4111,old-fashioned alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrClockBell_Remake_1_0.png,1200,300,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Red,White,For sale,No,1x1,1_0,Red,NA,NA,NA,NA,living room,child's room,None,None,No,No
종소리 알람 시계,4111,old-fashioned alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrClockBell_Remake_2_0.png,1200,300,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Yellow,White,For sale,No,1x1,2_0,Yellow,NA,NA,NA,NA,living room,child's room,None,None,No,No
종소리 알람 시계,4111,old-fashioned alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrClockBell_Remake_3_0.png,1200,300,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Beige,White,For sale,No,1x1,3_0,White,NA,NA,NA,NA,living room,child's room,None,None,No,No
종소리 알람 시계,4111,old-fashioned alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrClockBell_Remake_4_0.png,1200,300,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Black,White,For sale,No,1x1,4_0,Black,NA,NA,NA,NA,living room,child's room,None,None,No,No
종소리 알람 시계,4111,old-fashioned alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrClockBell_Remake_5_0.png,1200,300,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Brown,White,For sale,No,1x1,5_0,Copper,NA,NA,NA,NA,living room,child's room,None,None,No,No
종소리 알람 시계,4111,old-fashioned alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrClockBell_Remake_6_0.png,1200,300,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Gray,White,For sale,No,1x1,6_0,Silver,NA,NA,NA,NA,living room,child's room,None,None,No,No
종소리 알람 시계,4111,old-fashioned alarm clock,https://acnhcdn.com/latest/FtrIcon/FtrClockBell_Remake_7_0.png,1200,300,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Yellow,White,For sale,No,1x1,7_0,Gold,NA,NA,NA,NA,living room,child's room,None,None,No,No
빨랫대야,4393,old-fashioned washtub,https://acnhcdn.com/latest/FtrIcon/FtrWashtub.png,NFS,360,Crafting,,Brown,Beige,Not for sale,Yes,1x1,NA,NA,NA,NA,NA,NA,bathroom,None,None,None,No,No
넙치 모형,6957,olive flounder model,https://acnhcdn.com/latest/FtrIcon/FtrFishHirameToy.png,NFS,2400,C.J.,Trade 3 fish to receive a model in the mail the next day,Beige,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
연꽃사마귀 모형,7061,orchid mantis model,https://acnhcdn.com/latest/FtrIcon/FtrInsectHanakamakiriToy.png,NFS,7200,Flick,Trade 3 insects to receive a model in the mail the next day,White,Pink,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No
그림 그리기 세트,3965,painting set,https://acnhcdn.com/latest/FtrIcon/FtrPaintset_Remake_0_0.png,510,127,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Yellow,White,For sale,No,1x1,0_0,Yellow,NA,Blank,Drawing paper,1,school,child's room,None,None,No,Yes
그림 그리기 세트,3965,painting set,https://acnhcdn.com/latest/FtrIcon/FtrPaintset_Remake_0_1.png,510,127,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Yellow,Red,For sale,No,1x1,0_1,Yellow,NA,Smile,Drawing paper,1,school,child's room,None,None,No,Yes
그림 그리기 세트,3965,painting set,https://acnhcdn.com/latest/FtrIcon/FtrPaintset_Remake_0_2.png,510,127,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Yellow,Brown,For sale,No,1x1,0_2,Yellow,NA,Bug,Drawing paper,1,school,child's room,None,None,No,Yes
그림 그리기 세트,3965,painting set,https://acnhcdn.com/latest/FtrIcon/FtrPaintset_Remake_0_3.png,510,127,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Yellow,Colorful,For sale,No,1x1,0_3,Yellow,NA,Still life,Drawing paper,1,school,child's room,None,None,No,Yes
그림 그리기 세트,3965,painting set,https://acnhcdn.com/latest/FtrIcon/FtrPaintset_Remake_1_0.png,510,127,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Pink,White,For sale,No,1x1,1_0,Pink,NA,Blank,Drawing paper,1,school,child's room,None,None,No,Yes
그림 그리기 세트,3965,painting set,https://acnhcdn.com/latest/FtrIcon/FtrPaintset_Remake_1_1.png,510,127,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Pink,Red,For sale,No,1x1,1_1,Pink,NA,Smile,Drawing paper,1,school,child's room,None,None,No,Yes
그림 그리기 세트,3965,painting set,https://acnhcdn.com/latest/FtrIcon/FtrPaintset_Remake_1_2.png,510,127,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Pink,Brown,For sale,No,1x1,1_2,Pink,NA,Bug,Drawing paper,1,school,child's room,None,None,No,Yes
