nameKor,﻿Internal ID,Name,Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Variant ID,Variation,Body Title,Pattern,Pattern Title,Kit Cost,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Body Customize,Pattern Customize,Door Deco
족자,7282,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_2.png,140000,35000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Pink,Orange,For sale,No,1x2 ,2_2,Pink,NA,Fish,Design,7,zen-style,expensive,None,None,No,Yes,No
족자,7282,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_3.png,140000,35000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Pink,Orange,For sale,No,1x2 ,2_3,Pink,NA,Bird,Design,7,zen-style,expensive,None,None,No,Yes,No
족자,7282,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_4.png,140000,35000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Pink,Beige,For sale,No,1x2 ,2_4,Pink,NA,Flower,Design,7,zen-style,expensive,None,None,No,Yes,No
족자,7282,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_0.png,140000,35000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Light blue,White,For sale,No,1x2 ,3_0,Blue,NA,Calligraphy,Design,7,zen-style,expensive,None,None,No,Yes,No
족자,7282,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_1.png,140000,35000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Light blue,Gray,For sale,No,1x2 ,3_1,Blue,NA,Mountains,Design,7,zen-style,expensive,None,None,No,Yes,No
족자,7282,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_2.png,140000,35000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Light blue,Orange,For sale,No,1x2 ,3_2,Blue,NA,Fish,Design,7,zen-style,expensive,None,None,No,Yes,No
족자,7282,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_3.png,140000,35000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Light blue,Orange,For sale,No,1x2 ,3_3,Blue,NA,Bird,Design,7,zen-style,expensive,None,None,No,Yes,No
족자,7282,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_4.png,140000,35000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Light blue,Beige,For sale,No,1x2 ,3_4,Blue,NA,Flower,Design,7,zen-style,expensive,None,None,No,Yes,No
족자,7282,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_4_0.png,140000,35000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Purple,White,For sale,No,1x2 ,4_0,Purple,NA,Calligraphy,Design,7,zen-style,expensive,None,None,No,Yes,No
족자,7282,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_4_1.png,140000,35000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Purple,Gray,For sale,No,1x2 ,4_1,Purple,NA,Mountains,Design,7,zen-style,expensive,None,None,No,Yes,No
족자,7282,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_4_2.png,140000,35000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Purple,Orange,For sale,No,1x2 ,4_2,Purple,NA,Fish,Design,7,zen-style,expensive,None,None,No,Yes,No
족자,7282,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_4_3.png,140000,35000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Purple,Orange,For sale,No,1x2 ,4_3,Purple,NA,Bird,Design,7,zen-style,expensive,None,None,No,Yes,No
족자,7282,hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_4_4.png,140000,35000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Purple,Beige,For sale,No,1x2 ,4_4,Purple,NA,Flower,Design,7,zen-style,expensive,None,None,No,Yes,No
행잉 테라리움,3775,hanging terrarium,https://acnhcdn.com/latest/FtrIcon/FtrTerrariumWall_Remake_0_0.png,NFS,3240,Crafting,,Black,Green,Not for sale,Yes,1x1.5 ,0_0,Black,Frame,NA,NA,5,living room,None,None,None,Yes,No,No
행잉 테라리움,3775,hanging terrarium,https://acnhcdn.com/latest/FtrIcon/FtrTerrariumWall_Remake_1_0.png,NFS,3240,Crafting,,Brown,Green,Not for sale,Yes,1x1.5 ,1_0,Gold,Frame,NA,NA,5,living room,None,None,None,Yes,No,No
행잉 테라리움,3775,hanging terrarium,https://acnhcdn.com/latest/FtrIcon/FtrTerrariumWall_Remake_2_0.png,NFS,3240,Crafting,,Brown,Green,Not for sale,Yes,1x1.5 ,2_0,Brown,Frame,NA,NA,5,living room,None,None,None,Yes,No,No
하트 문패,5309,heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_0_0.png,600,150,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Pink,White,For sale,No,1x1 ,0_0,Pink,NA,NA,NA,NA,fancy,None,None,None,No,No,Yes
하트 문패,5309,heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_1_0.png,600,150,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Gray,Light blue,For sale,No,1x1 ,1_0,Blue,NA,NA,NA,NA,fancy,None,None,None,No,No,Yes
하트 문패,5309,heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_2_0.png,600,150,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Black,White,For sale,No,1x1 ,2_0,Monotone,NA,NA,NA,NA,fancy,None,None,None,No,No,Yes
하트 문패,5309,heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_3_0.png,600,150,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Blue,Light blue,For sale,No,1x1 ,3_0,Light blue,NA,NA,NA,NA,fancy,None,None,None,No,No,Yes
하트 문패,5309,heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_4_0.png,600,150,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Green,Green,For sale,No,1x1 ,4_0,Green,NA,NA,NA,NA,fancy,None,None,None,No,No,Yes
하트 문패,5309,heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_5_0.png,600,150,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Orange,Orange,For sale,No,1x1 ,5_0,Orange,NA,NA,NA,NA,fancy,None,None,None,No,No,Yes
하트 문패,5309,heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_6_0.png,600,150,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Red,Red,For sale,No,1x1 ,6_0,Red,NA,NA,NA,NA,fancy,None,None,None,No,No,Yes
하트 문패,5309,heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_7_0.png,600,150,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Purple,Purple,For sale,No,1x1 ,7_0,Purple,NA,NA,NA,NA,fancy,None,None,None,No,No,Yes
아카데미 페넌트,7040,HHA pennant,https://acnhcdn.com/latest/FtrIcon/FtrPenantHha.png,NFS,375,HHA,,Blue,Yellow,Not for sale,No,1x1.5 ,NA,NA,NA,NA,NA,NA,living room,expensive,None,None,No,No,No
히아신스 리스,5468,hyacinth wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathHyacinth.png,NFS,720,Crafting,,Red,White,Not for sale,Yes,1x1 ,NA,NA,NA,NA,NA,NA,fancy,None,flowers,None,No,No,Yes
오리엔탈 쉘프,3970,imperial decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrOrientalShelfWall_Remake_0_0.png,8500,2125,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Red,Red,For sale,No,2x1.5 ,0_0,Red,NA,NA,NA,NA,zen-style,None,zen,None,No,No,No
오리엔탈 쉘프,3970,imperial decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrOrientalShelfWall_Remake_1_0.png,8500,2125,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Blue,Blue,For sale,No,2x1.5 ,1_0,Blue,NA,NA,NA,NA,zen-style,None,zen,None,No,No,No
오리엔탈 쉘프,3970,imperial decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrOrientalShelfWall_Remake_2_0.png,8500,2125,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Brown,Brown,For sale,No,2x1.5 ,2_0,Brown,NA,NA,NA,NA,zen-style,None,zen,None,No,No,No
오리엔탈 쉘프,3970,imperial decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrOrientalShelfWall_Remake_3_0.png,8500,2125,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Black,Black,For sale,No,2x1.5 ,3_0,Black,NA,NA,NA,NA,zen-style,None,zen,None,No,No,No
중국풍 랜턴,8415,imperial dining lantern,https://acnhcdn.com/latest/FtrIcon/FtrChineseLampWall_Remake_0_0.png,19000,4750,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Yellow,Red,For sale,No,1x1.5 ,0_0,Gold,NA,NA,NA,NA,shop,zen-style,None,imperial dining,No,No,No
중국풍 랜턴,8415,imperial dining lantern,https://acnhcdn.com/latest/FtrIcon/FtrChineseLampWall_Remake_1_0.png,19000,4750,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Black,Red,For sale,No,1x1.5 ,1_0,Black,NA,NA,NA,NA,shop,zen-style,None,imperial dining,No,No,No
중국풍 랜턴,8415,imperial dining lantern,https://acnhcdn.com/latest/FtrIcon/FtrChineseLampWall_Remake_2_0.png,19000,4750,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Blue,Red,For sale,No,1x1.5 ,2_0,Blue,NA,NA,NA,NA,shop,zen-style,None,imperial dining,No,No,No
중국풍 랜턴,8415,imperial dining lantern,https://acnhcdn.com/latest/FtrIcon/FtrChineseLampWall_Remake_3_0.png,19000,4750,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Red,Yellow,For sale,No,1x1.5 ,3_0,Red,NA,NA,NA,NA,shop,zen-style,None,imperial dining,No,No,No
인터폰 모니터,3399,intercom monitor,https://acnhcdn.com/latest/FtrIcon/FtrIntercom.png,860,215,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",White,White,For sale,No,1x1 ,NA,NA,NA,NA,NA,NA,living room,facility,None,None,No,No,No
아이언 문패,4752,iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_0_0.png,NFS,1500,Crafting,,Black,Black,Not for sale,Yes,1x1 ,0_0,Black,Color,NA,NA,1,living room,None,iron,None,Yes,No,Yes
아이언 문패,4752,iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_1_0.png,NFS,1500,Crafting,,White,White,Not for sale,Yes,1x1 ,1_0,White,Color,NA,NA,1,living room,None,iron,None,Yes,No,Yes
아이언 문패,4752,iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_2_0.png,NFS,1500,Crafting,,Blue,Blue,Not for sale,Yes,1x1 ,2_0,Blue,Color,NA,NA,1,living room,None,iron,None,Yes,No,Yes
아이언 문패,4752,iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_3_0.png,NFS,1500,Crafting,,Gray,Gray,Not for sale,Yes,1x1 ,3_0,Silver,Color,NA,NA,1,living room,None,iron,None,Yes,No,Yes
아이언 문패,4752,iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_4_0.png,NFS,1500,Crafting,,Beige,Beige,Not for sale,Yes,1x1 ,4_0,Ash brown,Color,NA,NA,1,living room,None,iron,None,Yes,No,Yes
아이언 문패,4752,iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_5_0.png,NFS,1500,Crafting,,Yellow,Yellow,Not for sale,Yes,1x1 ,5_0,Gold,Color,NA,NA,1,living room,None,iron,None,Yes,No,Yes
아이언 문패,4752,iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_6_0.png,NFS,1500,Crafting,,Orange,Orange,Not for sale,Yes,1x1 ,6_0,Pink,Color,NA,NA,1,living room,None,iron,None,Yes,No,Yes
아이언 문패,4752,iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_7_0.png,NFS,1500,Crafting,,Brown,Brown,Not for sale,Yes,1x1 ,7_0,Brown,Color,NA,NA,1,living room,None,iron,None,Yes,No,Yes
아이언 벽걸이 램프,3559,iron wall lamp,https://acnhcdn.com/latest/FtrIcon/FtrIronLampW_Remake_0_0.png,NFS,3400,Crafting,,Black,Black,Not for sale,Yes,1x1 ,0_0,Black,Body color,NA,NA,5,living room,garage,iron,None,Yes,No,No
아이언 벽걸이 램프,3559,iron wall lamp,https://acnhcdn.com/latest/FtrIcon/FtrIronLampW_Remake_1_0.png,NFS,3400,Crafting,,White,White,Not for sale,Yes,1x1 ,1_0,White,Body color,NA,NA,5,living room,garage,iron,None,Yes,No,No
아이언 벽걸이 선반,3562,iron wall rack,https://acnhcdn.com/latest/FtrIcon/FtrIronShelfW_Remake_0_0.png,NFS,2450,Crafting,,Black,Gray,Not for sale,Yes,1x1 ,0_0,Black,Body color,NA,NA,4,living room,garage,iron,None,Yes,No,No
아이언 벽걸이 선반,3562,iron wall rack,https://acnhcdn.com/latest/FtrIcon/FtrIronShelfW_Remake_1_0.png,NFS,2450,Crafting,,White,Gray,Not for sale,Yes,1x1 ,1_0,White,Body color,NA,NA,4,living room,garage,iron,None,Yes,No,No
아이언우드 시계,3275,ironwood clock,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodClockW_Remake_0_0.png,NFS,1740,Crafting,,Beige,Black,Not for sale,Yes,1x1 ,0_0,Birch,Lumber type,NA,NA,3,living room,None,ironwood,None,Yes,No,No
아이언우드 시계,3275,ironwood clock,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodClockW_Remake_1_0.png,NFS,1740,Crafting,,Orange,Black,Not for sale,Yes,1x1 ,1_0,Teak,Lumber type,NA,NA,3,living room,None,ironwood,None,Yes,No,No
아이언우드 시계,3275,ironwood clock,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodClockW_Remake_2_0.png,NFS,1740,Crafting,,Brown,Black,Not for sale,Yes,1x1 ,2_0,Walnut,Lumber type,NA,NA,3,living room,None,ironwood,None,Yes,No,No
아이언우드 시계,3275,ironwood clock,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodClockW_Remake_3_0.png,NFS,1740,Crafting,,Brown,Black,Not for sale,Yes,1x1 ,3_0,Old,Lumber type,NA,NA,3,living room,None,ironwood,None,Yes,No,No
아이언우드 시계,3275,ironwood clock,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodClockW_Remake_4_0.png,NFS,1740,Crafting,,Orange,White,Not for sale,Yes,1x1 ,4_0,Oak,Lumber type,NA,NA,3,living room,None,ironwood,None,Yes,No,No
열쇠 걸이,3992,key holder,https://acnhcdn.com/latest/FtrIcon/FtrKeyhanger_Remake_0_0.png,NFS,1110,Crafting,,Brown,Brown,Not for sale,Yes,1x1 ,0_0,Dark wood,Body color,NA,NA,2,garage,living room,None,None,Yes,No,No
열쇠 걸이,3992,key holder,https://acnhcdn.com/latest/FtrIcon/FtrKeyhanger_Remake_1_0.png,NFS,1110,Crafting,,Beige,Beige,Not for sale,Yes,1x1 ,1_0,Brown wood,Body color,NA,NA,2,garage,living room,None,None,Yes,No,No
열쇠 걸이,3992,key holder,https://acnhcdn.com/latest/FtrIcon/FtrKeyhanger_Remake_2_0.png,NFS,1110,Crafting,,White,White,Not for sale,Yes,1x1 ,2_0,White,Body color,NA,NA,2,garage,living room,None,None,Yes,No,No
열쇠 걸이,3992,key holder,https://acnhcdn.com/latest/FtrIcon/FtrKeyhanger_Remake_3_0.png,NFS,1110,Crafting,,Black,Black,Not for sale,Yes,1x1 ,3_0,Black,Body color,NA,NA,2,garage,living room,None,None,Yes,No,No
사자자리 벽걸이 장식,5964,Leo sculpture,https://acnhcdn.com/latest/FtrIcon/FtrZodiacLeo.png,NFS,21975,Crafting,,White,Yellow,Not for sale,Yes,1x1 ,NA,NA,NA,NA,NA,NA,expensive,None,stars,None,No,No,No
스위치,3471,light switch,https://acnhcdn.com/latest/FtrIcon/FtrSwitchWall_Remake_0_0.png,340,85,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Gray,Black,For sale,No,1x1 ,0_0,Gray,NA,NA,NA,NA,living room,facility,None,None,No,No,No
스위치,3471,light switch,https://acnhcdn.com/latest/FtrIcon/FtrSwitchWall_Remake_1_0.png,340,85,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Brown,Gray,For sale,No,1x1 ,1_0,Brown,NA,NA,NA,NA,living room,facility,None,None,No,No,No
스위치,3471,light switch,https://acnhcdn.com/latest/FtrIcon/FtrSwitchWall_Remake_2_0.png,340,85,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",White,White,For sale,No,1x1 ,2_0,White,NA,NA,NA,NA,living room,facility,None,None,No,No,No
스위치,3471,light switch,https://acnhcdn.com/latest/FtrIcon/FtrSwitchWall_Remake_3_0.png,340,85,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Brown,White,For sale,No,1x1 ,3_0,Wood grain,NA,NA,NA,NA,living room,facility,None,None,No,No,No
백합 리스,5641,lily wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathYuri.png,NFS,720,Crafting,,Red,Yellow,Not for sale,Yes,1x1 ,NA,NA,NA,NA,NA,NA,fancy,None,flowers,None,No,No,Yes
통나무 벽시계,4037,log wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrLogClockWall_Remake_0_0.png,NFS,990,Crafting,,Brown,Beige,Not for sale,Yes,1x1 ,0_0,Dark wood,Lumber type,NA,NA,2,garden,living room,log,None,Yes,No,No
통나무 벽시계,4037,log wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrLogClockWall_Remake_1_0.png,NFS,990,Crafting,,Orange,Beige,Not for sale,Yes,1x1 ,1_0,Orange wood,Lumber type,NA,NA,2,garden,living room,log,None,Yes,No,No
통나무 벽시계,4037,log wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrLogClockWall_Remake_2_0.png,NFS,990,Crafting,,Beige,Beige,Not for sale,Yes,1x1 ,2_0,White wood,Lumber type,NA,NA,2,garden,living room,log,None,Yes,No,No
통나무 벽시계,4037,log wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrLogClockWall_Remake_3_0.png,NFS,990,Crafting,,White,Beige,Not for sale,Yes,1x1 ,3_0,White birch,Lumber type,NA,NA,2,garden,living room,log,None,Yes,No,No
마크라메 태피스트리,4119,macrame tapestry,https://acnhcdn.com/latest/FtrIcon/FtrMacrametapestry_Remake_0_0.png,840,210,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Beige,Beige,For sale,No,1x1.5 ,0_0,White,NA,NA,NA,NA,living room,None,None,None,No,No,No
마크라메 태피스트리,4119,macrame tapestry,https://acnhcdn.com/latest/FtrIcon/FtrMacrametapestry_Remake_1_0.png,840,210,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Green,Green,For sale,No,1x1.5 ,1_0,Green,NA,NA,NA,NA,living room,None,None,None,No,No,No
마크라메 태피스트리,4119,macrame tapestry,https://acnhcdn.com/latest/FtrIcon/FtrMacrametapestry_Remake_2_0.png,840,210,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Beige,Pink,For sale,No,1x1.5 ,2_0,Pink,NA,NA,NA,NA,living room,None,None,None,No,No,No
마크라메 태피스트리,4119,macrame tapestry,https://acnhcdn.com/latest/FtrIcon/FtrMacrametapestry_Remake_3_0.png,840,210,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Beige,Light blue,For sale,No,1x1.5 ,3_0,Blue,NA,NA,NA,NA,living room,None,None,None,No,No,No
자석 칼 걸이,4118,magnetic knife rack,https://acnhcdn.com/latest/FtrIcon/FtrKniferackWall_Remake_0_0.png,1400,350,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Gray,Black,For sale,No,1x1 ,0_0,Stainless steel,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
자석 칼 걸이,4118,magnetic knife rack,https://acnhcdn.com/latest/FtrIcon/FtrKniferackWall_Remake_1_0.png,1400,350,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Beige,Brown,For sale,No,1x1 ,1_0,Wooden,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
자석 칼 걸이,4118,magnetic knife rack,https://acnhcdn.com/latest/FtrIcon/FtrKniferackWall_Remake_2_0.png,1400,350,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Orange,Colorful,For sale,No,1x1 ,2_0,Pop,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
사마귀 머리 벽장식,11098,mantis-head model,https://acnhcdn.com/latest/FtrIcon/FtrInsectKamakiriFace.png,1500,375,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Green,Green,For sale,No,1x1 ,NA,NA,NA,NA,NA,NA,facility,None,None,None,No,No,No
유아용 모빌,9565,mobile,https://acnhcdn.com/latest/FtrIcon/FtrMobile_Remake_0_0.png,780,195,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Colorful,Colorful,For sale,No,1x1.5 ,0_0,Hot air balloons,NA,NA,NA,NA,child's room,fancy,None,None,No,No,No
유아용 모빌,9565,mobile,https://acnhcdn.com/latest/FtrIcon/FtrMobile_Remake_1_0.png,780,195,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Colorful,Colorful,For sale,No,1x1.5 ,1_0,Sheep,NA,NA,NA,NA,child's room,fancy,None,None,No,No,No
유아용 모빌,9565,mobile,https://acnhcdn.com/latest/FtrIcon/FtrMobile_Remake_2_0.png,780,195,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Colorful,Colorful,For sale,No,1x1.5 ,2_0,Ocean creatures,NA,NA,NA,NA,child's room,fancy,None,None,No,No,No
유아용 모빌,9565,mobile,https://acnhcdn.com/latest/FtrIcon/FtrMobile_Remake_3_0.png,780,195,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Colorful,Colorful,For sale,No,1x1.5 ,3_0,Space,NA,NA,NA,NA,child's room,fancy,None,None,No,No,No
유아용 모빌,9565,mobile,https://acnhcdn.com/latest/FtrIcon/FtrMobile_Remake_4_0.png,780,195,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Orange,Gray,For sale,No,1x1.5 ,4_0,Gorgeous,NA,NA,NA,NA,child's room,fancy,None,None,No,No,No
엄마의 아트,7139,Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_0_0.png,NFS,88,Mom,,Colorful,Brown,Not for sale,No,1x1 ,0_0,Still Life,Art,NA,NA,NA,living room,fancy,motherly,None,Yes,No,No
엄마의 아트,7139,Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_1_0.png,NFS,88,Mom,,Colorful,Beige,Not for sale,No,1x1 ,1_0,Street with Trees,Art,NA,NA,NA,living room,fancy,motherly,None,Yes,No,No
엄마의 아트,7139,Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_2_0.png,NFS,88,Mom,,White,Black,Not for sale,No,1x1 ,2_0,Nostalgia,Art,NA,NA,NA,living room,fancy,motherly,None,Yes,No,No
엄마의 아트,7139,Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_3_0.png,NFS,88,Mom,,Colorful,Yellow,Not for sale,No,1x1 ,3_0,Angel,Art,NA,NA,NA,living room,fancy,motherly,None,Yes,No,No
엄마의 아트,7139,Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_4_0.png,NFS,88,Mom,,Colorful,Yellow,Not for sale,No,1x1 ,4_0,Sweet Roses,Art,NA,NA,NA,living room,fancy,motherly,None,Yes,No,No
엄마의 아트,7139,Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_5_0.png,NFS,88,Mom,,Colorful,White,Not for sale,No,1x1 ,5_0,Field of Flowers,Art,NA,NA,NA,living room,fancy,motherly,None,Yes,No,No
엄마의 아트,7139,Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_6_0.png,NFS,88,Mom,,Colorful,Yellow,Not for sale,No,1x1 ,6_0,Dog,Art,NA,NA,NA,living room,fancy,motherly,None,Yes,No,No
엄마의 아트,7139,Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_7_0.png,NFS,88,Mom,,Colorful,White,Not for sale,No,1x1 ,7_0,Blooming,Art,NA,NA,NA,living room,fancy,motherly,None,Yes,No,No
엄마의 자수 장식,7145,Mom's embroidery,https://acnhcdn.com/latest/FtrIcon/FtrMomEmbroidery_Remake_0_0.png,NFS,88,Mom,,Colorful,Yellow,Not for sale,No,1x1 ,0_0,Flowers,Design,NA,NA,NA,living room,fancy,motherly,None,Yes,No,No
엄마의 자수 장식,7145,Mom's embroidery,https://acnhcdn.com/latest/FtrIcon/FtrMomEmbroidery_Remake_1_0.png,NFS,88,Mom,,Colorful,Orange,Not for sale,No,1x1 ,1_0,Bird,Design,NA,NA,NA,living room,fancy,motherly,None,Yes,No,No
엄마의 자수 장식,7145,Mom's embroidery,https://acnhcdn.com/latest/FtrIcon/FtrMomEmbroidery_Remake_2_0.png,NFS,88,Mom,,Colorful,Brown,Not for sale,No,1x1 ,2_0,Bouquet,Design,NA,NA,NA,living room,fancy,motherly,None,Yes,No,No
엄마의 자수 장식,7145,Mom's embroidery,https://acnhcdn.com/latest/FtrIcon/FtrMomEmbroidery_Remake_3_0.png,NFS,88,Mom,,Colorful,Pink,Not for sale,No,1x1 ,3_0,Girl,Design,NA,NA,NA,living room,fancy,motherly,None,Yes,No,No
엄마의 자수 장식,7145,Mom's embroidery,https://acnhcdn.com/latest/FtrIcon/FtrMomEmbroidery_Remake_4_0.png,NFS,88,Mom,,Colorful,Green,Not for sale,No,1x1 ,4_0,Fairy tale,Design,NA,NA,NA,living room,fancy,motherly,None,Yes,No,No
