nameKor,﻿Internal ID,Name,Storage Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Closet Image,Seasonal Availability,Style,Label Themes,Variation,Primary Shape,Secondary Shape
리본 레이스 원피스,8679,lace-up dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonLLolita1.png,2500,625,Able Sisters,Available from Able Sisters shop only,Light blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonLLolita1.png,All Year,Cute,fairy tale; party; theatrical,Blue,Balloon,L
리본 레이스 원피스,8680,lace-up dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonLLolita2.png,2500,625,Able Sisters,Available from Able Sisters shop only,Purple,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonLLolita2.png,All Year,Cute,fairy tale; party; theatrical,Purple,Balloon,L
레이스 원피스,4737,lacy dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNLace0.png,1520,380,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNLace0.png,Summer,Cute,everyday; fairy tale; vacation,Blue,A-line,N
레이스 원피스,8364,lacy dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNLace1.png,1520,380,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNLace1.png,Summer,Cute,everyday; fairy tale; vacation,Yellow,A-line,N
레이스 원피스,8365,lacy dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNLace2.png,1520,380,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNLace2.png,Summer,Cute,everyday; fairy tale; vacation,Pink,A-line,N
레이어드 민소매 원피스,4466,layered sleeveless dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNLayered0.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNLayered0.png,Summer,Simple,everyday; comfy,Moss green,Box,N
레이어드 민소매 원피스,8377,layered sleeveless dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNLayered1.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Orange,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNLayered1.png,Summer,Simple,everyday; comfy,Orange,Box,N
레이어드 민소매 원피스,8378,layered sleeveless dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNLayered2.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNLayered2.png,Summer,Simple,everyday; comfy,Pink,Box,N
레이어드 캐미솔 원피스,4167,layered tank dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHLayercamisoleBeige.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Beige,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHLayercamisoleBeige.png,All Year,Simple,everyday; comfy,Beige,Box,H
레이어드 캐미솔 원피스,4168,layered tank dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHLayercamisoleBlue.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHLayercamisoleBlue.png,All Year,Simple,everyday; comfy,Blue,Box,H
레이어드 캐미솔 원피스,4169,layered tank dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHLayercamisoleBrown.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Brown,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHLayercamisoleBrown.png,All Year,Simple,everyday; comfy,Brown,Box,H
레이어드 캐미솔 원피스,2704,layered tank dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHLayercamisoleRouge.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHLayercamisoleRouge.png,All Year,Simple,everyday; comfy,Berry red,Box,H
나뭇잎 달걀 옷,12451,leaf-egg outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNEggleaf0.png,NFS,1200,Crafting,,Green,Green,Not for sale,Yes,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNEggleaf0.png,All Year,Active,fairy tale; party; theatrical,None,Rib,N
리넨 원피스,4265,linen dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHLinen0.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHLinen0.png,All Year,Simple,everyday; comfy,Black,A-line,H
리넨 원피스,8586,linen dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHLinen1.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHLinen1.png,All Year,Simple,everyday; comfy,Red,A-line,H
리넨 원피스,8587,linen dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHLinen2.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHLinen2.png,All Year,Simple,everyday; comfy,Mustard,A-line,H
리넨 원피스,8588,linen dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHLinen3.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHLinen3.png,All Year,Simple,everyday; comfy,White,A-line,H
리넨 원피스,8589,linen dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHLinen4.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHLinen4.png,All Year,Simple,everyday; comfy,Blue,A-line,H
발랄한 튜닉 원피스,9504,lively plaid dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHPlaid0.png,1800,450,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHPlaid0.png,All Year,Cute,everyday; fairy tale,Green,A-line,H
모직 롱 가디건,4674,long chenille cardigan,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLCardigan0.png,2000,500,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Yellow,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLCardigan0.png,Winter,Simple,everyday; comfy,Mustard,Rib,L
모직 롱 가디건,8026,long chenille cardigan,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLCardigan1.png,2000,500,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLCardigan1.png,Winter,Simple,everyday; comfy,Blue,Rib,L
모직 롱 가디건,8027,long chenille cardigan,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLCardigan2.png,2000,500,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLCardigan2.png,Winter,Simple,everyday; comfy,Pink,Rib,L
모직 롱 가디건,8028,long chenille cardigan,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLCardigan3.png,2000,500,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLCardigan3.png,Winter,Simple,everyday; comfy,Green,Rib,L
데님 롱 가디건,4555,long denim cardigan,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLMuffler0.png,2000,500,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLMuffler0.png,All Year,Simple,everyday; comfy,Gray,Box,L
데님 롱 가디건,8504,long denim cardigan,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLMuffler1.png,2000,500,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLMuffler1.png,All Year,Simple,everyday; comfy,Pink,Box,L
데님 롱 가디건,8505,long denim cardigan,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLMuffler2.png,2000,500,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLMuffler2.png,All Year,Simple,everyday; comfy,Yellow,Box,L
롱 패딩,4589,long down coat,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLDowncoat0.png,1900,475,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLDowncoat0.png,Winter,Simple,everyday; outdoorsy,Black,A-long,L
롱 패딩,8326,long down coat,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLDowncoat1.png,1900,475,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLDowncoat1.png,Winter,Simple,everyday; outdoorsy,Green,A-long,L
롱 패딩,8327,long down coat,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLDowncoat2.png,1900,475,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLDowncoat2.png,Winter,Simple,everyday; outdoorsy,White,A-long,L
롱 패딩,8328,long down coat,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLDowncoat3.png,1900,475,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Purple,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLDowncoat3.png,Winter,Simple,everyday; outdoorsy,Purple,A-long,L
롱 패딩,8329,long down coat,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLDowncoat4.png,1900,475,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Beige,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLDowncoat4.png,Winter,Simple,everyday; outdoorsy,Beige,A-long,L
가죽 코트,4360,long pleather coat,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLLeathercoat0.png,1840,460,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLLeathercoat0.png,Winter,Cool,everyday; formal; goth,Black,A-long,L
가죽 코트,9301,long pleather coat,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLLeathercoat1.png,1840,460,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLLeathercoat1.png,Winter,Cool,everyday; formal; goth,Purple,A-long,L
가죽 코트,9302,long pleather coat,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLLeathercoat2.png,1840,460,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Brown,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLLeathercoat2.png,Winter,Cool,everyday; formal; goth,Brown,A-long,L
가을색 체크무늬 옷,4396,loose fall dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLAutumncheck0.png,1800,450,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLAutumncheck0.png,All Year,Elegant,everyday; fairy tale; formal; party,Red,Box,L
가을색 체크무늬 옷,8954,loose fall dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLAutumncheck1.png,1800,450,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLAutumncheck1.png,All Year,Elegant,everyday; fairy tale; formal; party,Peacock blue,Box,L
가을색 체크무늬 옷,8955,loose fall dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLAutumncheck2.png,1800,450,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Orange,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLAutumncheck2.png,All Year,Elegant,everyday; fairy tale; formal; party,Orange,Box,L
가을색 체크무늬 옷,8956,loose fall dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLAutumncheck3.png,1800,450,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLAutumncheck3.png,All Year,Elegant,everyday; fairy tale; formal; party,Blue,Box,L
마술사의 로브,3492,mage's robe,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLWitch0.png,4000,1000,Able Sisters,Available from Able Sisters shop only,Black,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLWitch0.png,All Year,Cool,fairy tale; goth,Black,A-long,L
마술사의 로브,8686,mage's robe,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLWitch1.png,4000,1000,Able Sisters,Available from Able Sisters shop only,Blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLWitch1.png,All Year,Cool,fairy tale; goth,Blue,A-long,L
마술사의 로브,8687,mage's robe,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLWitch2.png,4000,1000,Able Sisters,Available from Able Sisters shop only,White,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLWitch2.png,All Year,Cool,fairy tale; goth,White,A-long,L
마술사의 로브,8688,mage's robe,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLWitch3.png,4000,1000,Able Sisters,Available from Able Sisters shop only,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLWitch3.png,All Year,Cool,fairy tale; goth,Red,A-long,L
매지컬 드레스,4332,magical dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical0.png,3180,795,Able Sisters,Available from Able Sisters shop only,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical0.png,All Year,Cute,fairy tale; theatrical,Pink,Balloon,H
매지컬 드레스,8692,magical dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical1.png,3180,795,Able Sisters,Available from Able Sisters shop only,Yellow,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical1.png,All Year,Cute,fairy tale; theatrical,Yellow,Balloon,H
매지컬 드레스,8693,magical dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical2.png,3180,795,Able Sisters,Available from Able Sisters shop only,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical2.png,All Year,Cute,fairy tale; theatrical,Green,Balloon,H
매지컬 드레스,8694,magical dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical3.png,3180,795,Able Sisters,Available from Able Sisters shop only,Blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical3.png,All Year,Cute,fairy tale; theatrical,Blue,Balloon,H
매지컬 드레스,8695,magical dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical4.png,3180,795,Able Sisters,Available from Able Sisters shop only,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical4.png,All Year,Cute,fairy tale; theatrical,Red,Balloon,H
매지컬 드레스,8696,magical dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical5.png,3180,795,Able Sisters,Available from Able Sisters shop only,Purple,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical5.png,All Year,Cute,fairy tale; theatrical,Purple,Balloon,H
매지컬 드레스,8697,magical dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical6.png,3180,795,Able Sisters,Available from Able Sisters shop only,Black,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical6.png,All Year,Cute,fairy tale; theatrical,Black,Balloon,H
매지컬 드레스,8698,magical dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical7.png,3180,795,Able Sisters,Available from Able Sisters shop only,Light blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical7.png,All Year,Cute,fairy tale; theatrical,Light blue,Balloon,H
메이드 옷,3138,maid dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMaid0.png,2320,580,Able Sisters,Available from Able Sisters shop only,Black,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMaid0.png,All Year,Cute,fairy tale; formal; theatrical; work,Black,Balloon,H
메이드 옷,8256,maid dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMaid1.png,2320,580,Able Sisters,Available from Able Sisters shop only,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMaid1.png,All Year,Cute,fairy tale; formal; theatrical; work,Green,Balloon,H
메이드 옷,8257,maid dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMaid2.png,2320,580,Able Sisters,Available from Able Sisters shop only,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMaid2.png,All Year,Cute,fairy tale; formal; theatrical; work,Red,Balloon,H
메이드 옷,8258,maid dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMaid3.png,2320,580,Able Sisters,Available from Able Sisters shop only,Brown,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMaid3.png,All Year,Cute,fairy tale; formal; theatrical; work,Brown,Balloon,H
메이드 옷,8259,maid dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMaid4.png,2320,580,Able Sisters,Available from Able Sisters shop only,Light blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMaid4.png,All Year,Cute,fairy tale; formal; theatrical; work,Mint,Balloon,H
메이드 옷,8260,maid dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMaid5.png,2320,580,Able Sisters,Available from Able Sisters shop only,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMaid5.png,All Year,Cute,fairy tale; formal; theatrical; work,Pink,Balloon,H
메이드 옷,8261,maid dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMaid6.png,2320,580,Able Sisters,Available from Able Sisters shop only,Purple,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMaid6.png,All Year,Cute,fairy tale; formal; theatrical; work,Purple,Balloon,H
메이드 옷,8262,maid dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMaid7.png,2320,580,Able Sisters,Available from Able Sisters shop only,Yellow,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMaid7.png,All Year,Cute,fairy tale; formal; theatrical; work,Yellow,Balloon,H
마블 도트 원피스,8187,marble-dots dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNMarbledot0.png,1500,375,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Colorful,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNMarbledot0.png,Summer,Active,everyday; fairy tale; vacation,Black,A-line,N
마블 도트 원피스,8295,marble-dots dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNMarbledot1.png,1500,375,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,Colorful,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNMarbledot1.png,Summer,Active,everyday; fairy tale; vacation,White,A-line,N
마블 원피스,4655,marble-print dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLMarble0.png,1500,375,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLMarble0.png,All Year,Elegant,party,Blue,Box,L
마블 원피스,7926,marble-print dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLMarble1.png,1500,375,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLMarble1.png,All Year,Elegant,party,Pink,Box,L
마블 원피스,7927,marble-print dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLMarble2.png,1500,375,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLMarble2.png,All Year,Elegant,party,Green,Box,L
마블 원피스,7928,marble-print dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLMarble3.png,1500,375,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Orange,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLMarble3.png,All Year,Elegant,party,Orange,Box,L
마블 원피스,7929,marble-print dress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLMarble4.png,1500,375,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLMarble4.png,All Year,Elegant,party,Purple,Box,L
악단 의상,4653,mariachi clothing,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLMariachi0.png,2520,630,Able Sisters,Available from Able Sisters shop only,Blue,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLMariachi0.png,All Year,Elegant,formal; party; theatrical,Navy blue,Overall,L
악단 의상,8164,mariachi clothing,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLMariachi1.png,2520,630,Able Sisters,Available from Able Sisters shop only,Green,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLMariachi1.png,All Year,Elegant,formal; party; theatrical,Green,Overall,L
악단 의상,8165,mariachi clothing,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLMariachi2.png,2520,630,Able Sisters,Available from Able Sisters shop only,Beige,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLMariachi2.png,All Year,Elegant,formal; party; theatrical,Beige,Overall,L
악단 의상,8166,mariachi clothing,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLMariachi3.png,2520,630,Able Sisters,Available from Able Sisters shop only,Red,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLMariachi3.png,All Year,Elegant,formal; party; theatrical,Red,Overall,L
악단 의상,8167,mariachi clothing,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLMariachi4.png,2520,630,Able Sisters,Available from Able Sisters shop only,Blue,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLMariachi4.png,All Year,Elegant,formal; party; theatrical,Blue,Overall,L
악단 의상,8168,mariachi clothing,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLMariachi5.png,2520,630,Able Sisters,Available from Able Sisters shop only,Orange,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLMariachi5.png,All Year,Elegant,formal; party; theatrical,Orange,Overall,L
롱 셔츠 원피스,4520,maxi shirtdress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLShirt0.png,2000,500,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Yellow,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLShirt0.png,All Year,Simple,everyday; comfy,Yellow,B-long,L
롱 셔츠 원피스,8957,maxi shirtdress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLShirt1.png,2000,500,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLShirt1.png,All Year,Simple,everyday; comfy,Red,B-long,L
롱 셔츠 원피스,8958,maxi shirtdress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLShirt2.png,2000,500,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLShirt2.png,All Year,Simple,everyday; comfy,Green,B-long,L
롱 셔츠 원피스,8959,maxi shirtdress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLShirt3.png,2000,500,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLShirt3.png,All Year,Simple,everyday; comfy,Light blue,B-long,L
롱 셔츠 원피스,8960,maxi shirtdress,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLShirt4.png,2000,500,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Beige,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLShirt4.png,All Year,Simple,everyday; comfy,White,B-long,L
