Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Size,Source,Source Notes,Seasonal Availability,Style,Label Themes,Catalog,Primary Shape,Secondary Shape
kappa costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLKappa0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLKappa0.png,Green,No,1700,425,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party,For sale,Overall,L
kappa costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLKappa1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLKappa1.png,Pink,No,1700,425,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party,For sale,Overall,L
kiwi dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNKiwi.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNKiwi.png,Green,No,1500,375,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,fairy tale; party; theatrical,For sale,A-line,N
Labelle dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNKate0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNKate0.png,Twilight,No,3400,850,1x1,Labelle,,All Year,Elegant,formal; party; theatrical,For sale,A-line,N
Labelle dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNKate1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNKate1.png,Midnight,No,3400,850,1x1,Labelle,,All Year,Elegant,formal; party; theatrical,For sale,A-line,N
Labelle dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNKate2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNKate2.png,Passion,No,3400,850,1x1,Labelle,,All Year,Elegant,formal; party; theatrical,For sale,A-line,N
Labelle dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNKate3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNKate3.png,Ocean,No,3400,850,1x1,Labelle,,All Year,Elegant,formal; party; theatrical,For sale,A-line,N
Labelle dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNKate4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNKate4.png,Sunset,No,3400,850,1x1,Labelle,,All Year,Elegant,formal; party; theatrical,For sale,A-line,N
Labelle dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNKate5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNKate5.png,Love,No,3400,850,1x1,Labelle,,All Year,Elegant,formal; party; theatrical,For sale,A-line,N
lace-up dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonLLolita0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonLLolita0.png,Pink,No,2500,625,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Balloon,L
lace-up dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonLLolita1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonLLolita1.png,Blue,No,2500,625,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Balloon,L
lace-up dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonLLolita2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonLLolita2.png,Purple,No,2500,625,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Balloon,L
lacy dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNLace0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNLace0.png,Blue,No,1520,380,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cute,everyday; fairy tale; vacation,For sale,A-line,N
lacy dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNLace1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNLace1.png,Yellow,No,1520,380,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cute,everyday; fairy tale; vacation,For sale,A-line,N
lacy dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNLace2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNLace2.png,Pink,No,1520,380,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cute,everyday; fairy tale; vacation,For sale,A-line,N
layered sleeveless dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNLayered0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNLayered0.png,Moss green,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; comfy,For sale,Box,N
layered sleeveless dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNLayered1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNLayered1.png,Orange,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; comfy,For sale,Box,N
layered sleeveless dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNLayered2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNLayered2.png,Pink,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; comfy,For sale,Box,N
layered tank dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHLayercamisoleBeige.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHLayercamisoleBeige.png,Beige,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,Box,H
layered tank dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHLayercamisoleBlue.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHLayercamisoleBlue.png,Blue,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,Box,H
layered tank dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHLayercamisoleBrown.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHLayercamisoleBrown.png,Brown,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,Box,H
layered tank dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHLayercamisoleRouge.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHLayercamisoleRouge.png,Berry red,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,Box,H
leaf-egg outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNEggleaf0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNEggleaf0.png,None,Yes,NFS,1200,1x1,Crafting,,All Year,Active,fairy tale; party; theatrical,Not for sale,Rib,N
linen dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHLinen0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHLinen0.png,Black,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,A-line,H
linen dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHLinen1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHLinen1.png,Red,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,A-line,H
linen dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHLinen2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHLinen2.png,Mustard,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,A-line,H
linen dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHLinen3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHLinen3.png,White,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,A-line,H
linen dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHLinen4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHLinen4.png,Blue,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,A-line,H
lively plaid dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHPlaid0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHPlaid0.png,Green,No,1800,450,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; fairy tale,For sale,A-line,H
long chenille cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLCardigan0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLCardigan0.png,Mustard,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale,Rib,L
long chenille cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLCardigan1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLCardigan1.png,Blue,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale,Rib,L
long chenille cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLCardigan2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLCardigan2.png,Pink,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale,Rib,L
long chenille cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLCardigan3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLCardigan3.png,Green,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale,Rib,L
long denim cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLMuffler0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLMuffler0.png,Gray,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,Box,L
long denim cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLMuffler1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLMuffler1.png,Pink,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,Box,L
long denim cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLMuffler2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLMuffler2.png,Yellow,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,Box,L
long down coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLDowncoat0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLDowncoat0.png,Black,No,1900,475,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; outdoorsy,For sale,A-long,L
long down coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLDowncoat1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLDowncoat1.png,Green,No,1900,475,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; outdoorsy,For sale,A-long,L
long down coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLDowncoat2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLDowncoat2.png,White,No,1900,475,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; outdoorsy,For sale,A-long,L
long down coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLDowncoat3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLDowncoat3.png,Purple,No,1900,475,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; outdoorsy,For sale,A-long,L
long down coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLDowncoat4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLDowncoat4.png,Beige,No,1900,475,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; outdoorsy,For sale,A-long,L
long pleather coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLLeathercoat0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLLeathercoat0.png,Black,No,1840,460,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Cool,everyday; formal; goth,For sale,A-long,L
long pleather coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLLeathercoat1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLLeathercoat1.png,Purple,No,1840,460,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Cool,everyday; formal; goth,For sale,A-long,L
long pleather coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLLeathercoat2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLLeathercoat2.png,Brown,No,1840,460,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Cool,everyday; formal; goth,For sale,A-long,L
loose fall dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLAutumncheck0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLAutumncheck0.png,Red,No,1800,450,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,everyday; fairy tale; formal; party,For sale,Box,L
loose fall dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLAutumncheck1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLAutumncheck1.png,Peacock blue,No,1800,450,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,everyday; fairy tale; formal; party,For sale,Box,L
loose fall dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLAutumncheck2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLAutumncheck2.png,Orange,No,1800,450,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,everyday; fairy tale; formal; party,For sale,Box,L
loose fall dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLAutumncheck3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLAutumncheck3.png,Blue,No,1800,450,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,everyday; fairy tale; formal; party,For sale,Box,L
mage's robe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLWitch0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLWitch0.png,Black,No,4000,1000,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,fairy tale; goth,For sale,A-long,L
mage's robe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLWitch1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLWitch1.png,Blue,No,4000,1000,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,fairy tale; goth,For sale,A-long,L
mage's robe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLWitch2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLWitch2.png,White,No,4000,1000,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,fairy tale; goth,For sale,A-long,L
mage's robe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLWitch3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLWitch3.png,Red,No,4000,1000,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,fairy tale; goth,For sale,A-long,L
magical dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical0.png,Pink,No,3180,795,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; theatrical,For sale,Balloon,H
magical dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical1.png,Yellow,No,3180,795,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; theatrical,For sale,Balloon,H
magical dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical2.png,Green,No,3180,795,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; theatrical,For sale,Balloon,H
magical dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical3.png,Blue,No,3180,795,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; theatrical,For sale,Balloon,H
magical dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical4.png,Red,No,3180,795,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; theatrical,For sale,Balloon,H
magical dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical5.png,Purple,No,3180,795,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; theatrical,For sale,Balloon,H
magical dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical6.png,Black,No,3180,795,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; theatrical,For sale,Balloon,H
magical dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical7.png,Light blue,No,3180,795,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; theatrical,For sale,Balloon,H
maid dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMaid0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMaid0.png,Black,No,2320,580,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; formal; theatrical; work,For sale,Balloon,H
maid dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMaid1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMaid1.png,Green,No,2320,580,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; formal; theatrical; work,For sale,Balloon,H
maid dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMaid2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMaid2.png,Red,No,2320,580,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; formal; theatrical; work,For sale,Balloon,H
maid dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMaid3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMaid3.png,Brown,No,2320,580,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; formal; theatrical; work,For sale,Balloon,H
maid dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMaid4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMaid4.png,Mint,No,2320,580,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; formal; theatrical; work,For sale,Balloon,H
maid dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMaid5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMaid5.png,Pink,No,2320,580,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; formal; theatrical; work,For sale,Balloon,H
maid dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMaid6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMaid6.png,Purple,No,2320,580,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; formal; theatrical; work,For sale,Balloon,H
maid dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMaid7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMaid7.png,Yellow,No,2320,580,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; formal; theatrical; work,For sale,Balloon,H
marble-dots dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNMarbledot0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNMarbledot0.png,Black,No,1500,375,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Active,everyday; fairy tale; vacation,For sale,A-line,N
marble-dots dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNMarbledot1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNMarbledot1.png,White,No,1500,375,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Active,everyday; fairy tale; vacation,For sale,A-line,N
marble-print dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLMarble0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLMarble0.png,Blue,No,1500,375,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,party,For sale,Box,L
marble-print dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLMarble1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLMarble1.png,Pink,No,1500,375,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,party,For sale,Box,L
marble-print dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLMarble2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLMarble2.png,Green,No,1500,375,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,party,For sale,Box,L
marble-print dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLMarble3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLMarble3.png,Orange,No,1500,375,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,party,For sale,Box,L
marble-print dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLMarble4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLMarble4.png,Purple,No,1500,375,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,party,For sale,Box,L
mariachi clothing,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLMariachi0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLMariachi0.png,Navy blue,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,formal; party; theatrical,For sale,Overall,L
mariachi clothing,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLMariachi1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLMariachi1.png,Green,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,formal; party; theatrical,For sale,Overall,L
mariachi clothing,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLMariachi2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLMariachi2.png,Beige,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,formal; party; theatrical,For sale,Overall,L
mariachi clothing,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLMariachi3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLMariachi3.png,Red,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,formal; party; theatrical,For sale,Overall,L
mariachi clothing,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLMariachi4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLMariachi4.png,Blue,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,formal; party; theatrical,For sale,Overall,L
mariachi clothing,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLMariachi5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLMariachi5.png,Orange,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,formal; party; theatrical,For sale,Overall,L
maxi shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLShirt0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLShirt0.png,Yellow,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,B-long,L
maxi shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLShirt1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLShirt1.png,Red,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,B-long,L
maxi shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLShirt2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLShirt2.png,Green,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,B-long,L
maxi shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLShirt3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLShirt3.png,Light blue,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,B-long,L
maxi shirtdress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLShirt4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLShirt4.png,White,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,B-long,L
