Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Style,Label Themes,Catalog,Internal ID
nordic socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexNordic2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNordic2.png,Red,No,840,210,Red,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Elegant,everyday; outdoorsy; comfy,For sale,9890
nordic socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexNordic3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNordic3.png,Blue,No,840,210,Blue,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Elegant,everyday; outdoorsy; comfy,For sale,9891
nordic socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexNordic4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNordic4.png,Gray,No,840,210,Gray,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Elegant,everyday; outdoorsy; comfy,For sale,9892
nordic socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexNordic5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNordic5.png,Green,No,840,210,Green,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Elegant,everyday; outdoorsy; comfy,For sale,9893
nordic socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexNordic6.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNordic6.png,Light blue,No,840,210,Light blue,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Elegant,everyday; outdoorsy; comfy,For sale,9894
patterned stockings,https://acnhcdn.com/latest/ClosetIcon/SocksTexStripedot0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexStripedot0.png,Black,No,940,235,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; formal; party; theatrical,For sale,6046
patterned stockings,https://acnhcdn.com/latest/ClosetIcon/SocksTexStripedot1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexStripedot1.png,White,No,940,235,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; formal; party; theatrical,For sale,9674
pom-pom socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexBobble0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexBobble0.png,Pink,No,720,180,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Cute,everyday; fairy tale; comfy,For sale,5179
pom-pom socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexBobble1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexBobble1.png,Blue,No,720,180,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Cute,everyday; fairy tale; comfy,For sale,9072
pom-pom socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexBobble2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexBobble2.png,Green,No,720,180,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Cute,everyday; fairy tale; comfy,For sale,9073
pom-pom socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexBobble3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexBobble3.png,Orange,No,720,180,Orange,White,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Cute,everyday; fairy tale; comfy,For sale,9074
pom-pom socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexBobble4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexBobble4.png,Purple,No,720,180,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Cute,everyday; fairy tale; comfy,For sale,9075
puckered socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexPucker0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexPucker0.png,Mustard,No,600,150,Orange,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday,For sale,5198
puckered socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexPucker1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexPucker1.png,Red,No,600,150,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday,For sale,9078
puckered socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexPucker2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexPucker2.png,Blue,No,600,150,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday,For sale,9079
puckered socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexPucker3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexPucker3.png,Green,No,600,150,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday,For sale,9080
puckered socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexPucker4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexPucker4.png,Purple,No,600,150,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday,For sale,9081
running tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexRun0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexRun0.png,Pink,No,550,137,Black,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; sporty; work,For sale,5214
running tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexRun1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexRun1.png,Yellow,No,550,137,Black,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; sporty; work,For sale,9798
running tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexRun2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexRun2.png,Blue,No,550,137,Black,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; sporty; work,For sale,9799
running tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexRun3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexRun3.png,Green,No,550,137,Black,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; sporty; work,For sale,9800
semi-opaque socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexNuancesocks0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNuancesocks0.png,Green,No,480,120,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday,For sale,9644
semi-opaque socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexNuancesocks1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNuancesocks1.png,Red,No,480,120,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday,For sale,10027
semi-opaque socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexNuancesocks2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNuancesocks2.png,Blue,No,480,120,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday,For sale,10028
semi-opaque socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexNuancesocks3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNuancesocks3.png,Navy blue,No,480,120,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday,For sale,10029
semi-opaque socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexNuancesocks4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNuancesocks4.png,Purple,No,480,120,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday,For sale,10030
semi-opaque socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexNuancesocks5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNuancesocks5.png,Camel,No,480,120,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday,For sale,10031
semi-opaque socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexNuancesocks6.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNuancesocks6.png,Avocado,No,480,120,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday,For sale,10032
semi-opaque socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexNuancesocks7.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNuancesocks7.png,Brown,No,480,120,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday,For sale,10033
semi-opaque tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexNuancetights0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNuancetights0.png,Brown,No,720,180,Orange,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday,For sale,9580
semi-opaque tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexNuancetights1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNuancetights1.png,Yellow,No,720,180,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday,For sale,9675
semi-opaque tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexNuancetights2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNuancetights2.png,Green,No,720,180,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday,For sale,9676
semi-opaque tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexNuancetights3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNuancetights3.png,Purple,No,720,180,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday,For sale,9677
semi-opaque tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexNuancetights4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNuancetights4.png,Blue,No,720,180,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday,For sale,9678
semi-opaque tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexNuancetights5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNuancetights5.png,Pink,No,720,180,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday,For sale,9679
semi-opaque tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexNuancetights6.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNuancetights6.png,Red,No,720,180,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday,For sale,9680
semi-opaque tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexNuancetights7.png,https://acnhcdn.com/latest/FtrIcon/SocksTexNuancetights7.png,Yellow-green,No,720,180,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday,For sale,9681
sequin leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexSequins0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSequins0.png,Pink,No,940,235,Pink,Pink,1x1,Kicks,,All Year,Gorgeous,party; theatrical,For sale,4743
sequin leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexSequins1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSequins1.png,Red,No,940,235,Red,Red,1x1,Kicks,,All Year,Gorgeous,party; theatrical,For sale,11580
sequin leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexSequins2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSequins2.png,Black,No,940,235,Black,Black,1x1,Kicks,,All Year,Gorgeous,party; theatrical,For sale,11581
sequin leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexSequins3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSequins3.png,Yellow,No,940,235,Yellow,Yellow,1x1,Kicks,,All Year,Gorgeous,party; theatrical,For sale,11582
sequin leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexSequins4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSequins4.png,White,No,940,235,White,White,1x1,Kicks,,All Year,Gorgeous,party; theatrical,For sale,11583
sequin leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexSequins5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSequins5.png,Blue,No,940,235,Blue,Blue,1x1,Kicks,,All Year,Gorgeous,party; theatrical,For sale,11584
sequin leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexSequins6.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSequins6.png,Purple,No,940,235,Purple,Purple,1x1,Kicks,,All Year,Gorgeous,party; theatrical,For sale,11585
sequin leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexSequins7.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSequins7.png,Green,No,940,235,Green,Green,1x1,Kicks,,All Year,Gorgeous,party; theatrical,For sale,11586
sheer socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexSeethrough0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSeethrough0.png,Blue,No,600,150,Blue,Blue,1x1,Kicks,,All Year,Elegant,everyday; formal; party,For sale,5812
sheer socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexSeethrough1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSeethrough1.png,Berry red,No,600,150,Red,Red,1x1,Kicks,,All Year,Elegant,everyday; formal; party,For sale,9928
sheer socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexSeethrough2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSeethrough2.png,Brown,No,600,150,Brown,Brown,1x1,Kicks,,All Year,Elegant,everyday; formal; party,For sale,9929
sheer socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexSeethrough3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSeethrough3.png,Green,No,600,150,Green,Green,1x1,Kicks,,All Year,Elegant,everyday; formal; party,For sale,9930
sheer socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexSeethrough4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSeethrough4.png,Olive,No,600,150,Green,Green,1x1,Kicks,,All Year,Elegant,everyday; formal; party,For sale,9931
sheer socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexSeethrough5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSeethrough5.png,Gray,No,600,150,Gray,Gray,1x1,Kicks,,All Year,Elegant,everyday; formal; party,For sale,9932
simple knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexSimpleknee0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSimpleknee0.png,Pink,No,600,150,Pink,Pink,1x1,Kicks,,All Year,Cute,everyday,For sale,12175
simple knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexSimpleknee1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSimpleknee1.png,White,No,600,150,White,White,1x1,Kicks,,All Year,Cute,everyday,For sale,12182
simple knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexSimpleknee2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSimpleknee2.png,Red,No,600,150,Red,Red,1x1,Kicks,,All Year,Cute,everyday,For sale,12183
simple knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexSimpleknee3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSimpleknee3.png,Blue,No,600,150,Light blue,Light blue,1x1,Kicks,,All Year,Cute,everyday,For sale,12184
simple-accent socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexOnepoint0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexOnepoint0.png,Navy blue,No,720,180,Blue,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal,For sale,5200
simple-accent socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexOnepoint1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexOnepoint1.png,Black,No,720,180,Black,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal,For sale,9082
simple-accent socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexOnepoint2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexOnepoint2.png,White,No,720,180,White,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal,For sale,9083
simple-accent socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexOnepoint3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexOnepoint3.png,Gray,No,720,180,Gray,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal,For sale,9084
simple-accent socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexOnepoint4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexOnepoint4.png,Blue,No,720,180,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal,For sale,9085
simple-accent socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexOnepoint5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexOnepoint5.png,Orange,No,720,180,Orange,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal,For sale,9086
simple-accent socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexOnepoint6.png,https://acnhcdn.com/latest/FtrIcon/SocksTexOnepoint6.png,Red,No,720,180,Red,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal,For sale,9087
simple-accent socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexOnepoint7.png,https://acnhcdn.com/latest/FtrIcon/SocksTexOnepoint7.png,Pink,No,720,180,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal,For sale,9088
soccer socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFootball0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFootball0.png,Blue,No,800,200,Blue,White,1x1,Kicks,,All Year,Active,sporty; work,For sale,5177
soccer socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFootball1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFootball1.png,Red,No,800,200,Red,White,1x1,Kicks,,All Year,Active,sporty; work,For sale,9973
soccer socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFootball2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFootball2.png,Green,No,800,200,Green,White,1x1,Kicks,,All Year,Active,sporty; work,For sale,9974
soccer socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFootball3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFootball3.png,Light blue,No,800,200,Light blue,White,1x1,Kicks,,All Year,Active,sporty; work,For sale,9975
soccer socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFootball4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFootball4.png,Black,No,800,200,Black,White,1x1,Kicks,,All Year,Active,sporty; work,For sale,9976
soccer socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFootball5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFootball5.png,Orange,No,800,200,Orange,White,1x1,Kicks,,All Year,Active,sporty; work,For sale,9977
soccer socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFootball6.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFootball6.png,White,No,800,200,White,Black,1x1,Kicks,,All Year,Active,sporty; work,For sale,9978
spider-web tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexSpider0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSpider0.png,Black,No,720,180,Black,Black,1x1,Kicks,,All Year,Cool,goth; party; theatrical,For sale,5203
spider-web tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexSpider1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSpider1.png,White,No,720,180,White,White,1x1,Kicks,,All Year,Cool,goth; party; theatrical,For sale,9671
spider-web tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexSpider2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSpider2.png,Orange,No,720,180,Orange,Orange,1x1,Kicks,,All Year,Cool,goth; party; theatrical,For sale,9672
spider-web tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexSpider3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexSpider3.png,Purple,No,720,180,Purple,Purple,1x1,Kicks,,All Year,Cool,goth; party; theatrical,For sale,9673
stockings,https://acnhcdn.com/latest/ClosetIcon/SocksTexTights0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexTights0.png,Black,No,480,120,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; work,For sale,3095
stockings,https://acnhcdn.com/latest/ClosetIcon/SocksTexTights1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexTights1.png,Gray,No,480,120,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; work,For sale,9655
stockings,https://acnhcdn.com/latest/ClosetIcon/SocksTexTights2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexTights2.png,White,No,480,120,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; work,For sale,9656
stockings,https://acnhcdn.com/latest/ClosetIcon/SocksTexTights3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexTights3.png,Brown,No,480,120,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; work,For sale,9657
stockings,https://acnhcdn.com/latest/ClosetIcon/SocksTexTights4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexTights4.png,Beige,No,480,120,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; work,For sale,9658
stretch leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexLeggings0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexLeggings0.png,Navy blue,No,450,112,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; outdoorsy; sporty,For sale,4744
stretch leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexLeggings1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexLeggings1.png,Gray,No,450,112,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; outdoorsy; sporty,For sale,9776
stretch leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexLeggings2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexLeggings2.png,Dark gray,No,450,112,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; outdoorsy; sporty,For sale,9777
stretch leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexLeggings3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexLeggings3.png,White,No,450,112,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; outdoorsy; sporty,For sale,9778
stretch leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexLeggings4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexLeggings4.png,Black,No,450,112,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; outdoorsy; sporty,For sale,9779
stretch leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexLeggings5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexLeggings5.png,Brown,No,450,112,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; outdoorsy; sporty,For sale,9780
stretch leggings,https://acnhcdn.com/latest/ClosetIcon/SocksTexLeggings6.png,https://acnhcdn.com/latest/FtrIcon/SocksTexLeggings6.png,Green,No,450,112,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; outdoorsy; sporty,For sale,9781
striped socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexBorder0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexBorder0.png,Monotone,No,600,150,Black,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,5199
striped socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexBorder1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexBorder1.png,Light blue,No,600,150,Light blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,6902
striped socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexBorder2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexBorder2.png,Green,No,600,150,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,9996
striped socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexBorder3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexBorder3.png,Yellow,No,600,150,Yellow,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,9997
striped socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexBorder4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexBorder4.png,Orange,No,600,150,Orange,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,9998
striped socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexBorder5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexBorder5.png,Red,No,600,150,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,9999
striped socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexBorder6.png,https://acnhcdn.com/latest/FtrIcon/SocksTexBorder6.png,Purple,No,600,150,Purple,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,10000
striped socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexBorder7.png,https://acnhcdn.com/latest/FtrIcon/SocksTexBorder7.png,Blue,No,600,150,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,10001
striped tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexStripe0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexStripe0.png,Red,No,720,180,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,party; theatrical,For sale,6045
striped tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexStripe1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexStripe1.png,Gray,No,720,180,Gray,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,party; theatrical,For sale,9937
striped tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexStripe2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexStripe2.png,Pink,No,720,180,Pink,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,party; theatrical,For sale,9938
striped tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexStripe3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexStripe3.png,Light blue,No,720,180,Light blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,party; theatrical,For sale,9939
striped tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexStripe4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexStripe4.png,Yellow,No,720,180,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,party; theatrical,For sale,9940
