Internal ID,Name,Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Variant ID,Variation,Body Title,Pattern,Pattern Title,Kit Cost,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Body Customize,Pattern Customize,Outdoor
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_0_5.png,NFS,690,Crafting,,Beige,Pink,Not for sale,Yes,1x1,0_5,Natural,Body color,Kids,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_0_6.png,NFS,690,Crafting,,Beige,Colorful,Not for sale,Yes,1x1,0_6,Natural,Body color,Weekly news,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_1_0.png,NFS,690,Crafting,,Orange,Blue,Not for sale,Yes,1x1,1_0,Orange,Body color,Café,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_1_1.png,NFS,690,Crafting,,Orange,Red,Not for sale,Yes,1x1,1_1,Orange,Body color,Travel,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_1_2.png,NFS,690,Crafting,,Orange,Gray,Not for sale,Yes,1x1,1_2,Orange,Body color,Fashion,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_1_3.png,NFS,690,Crafting,,Orange,Colorful,Not for sale,Yes,1x1,1_3,Orange,Body color,Sports,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_1_4.png,NFS,690,Crafting,,Orange,Colorful,Not for sale,Yes,1x1,1_4,Orange,Body color,Comics,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_1_5.png,NFS,690,Crafting,,Orange,Pink,Not for sale,Yes,1x1,1_5,Orange,Body color,Kids,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_1_6.png,NFS,690,Crafting,,Orange,Colorful,Not for sale,Yes,1x1,1_6,Orange,Body color,Weekly news,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_2_0.png,NFS,690,Crafting,,Brown,Blue,Not for sale,Yes,1x1,2_0,Brown,Body color,Café,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_2_1.png,NFS,690,Crafting,,Brown,Red,Not for sale,Yes,1x1,2_1,Brown,Body color,Travel,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_2_2.png,NFS,690,Crafting,,Brown,Gray,Not for sale,Yes,1x1,2_2,Brown,Body color,Fashion,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_2_3.png,NFS,690,Crafting,,Brown,Colorful,Not for sale,Yes,1x1,2_3,Brown,Body color,Sports,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_2_4.png,NFS,690,Crafting,,Brown,Colorful,Not for sale,Yes,1x1,2_4,Brown,Body color,Comics,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_2_5.png,NFS,690,Crafting,,Brown,Pink,Not for sale,Yes,1x1,2_5,Brown,Body color,Kids,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_2_6.png,NFS,690,Crafting,,Brown,Colorful,Not for sale,Yes,1x1,2_6,Brown,Body color,Weekly news,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_3_0.png,NFS,690,Crafting,,White,Blue,Not for sale,Yes,1x1,3_0,White,Body color,Café,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_3_1.png,NFS,690,Crafting,,White,Red,Not for sale,Yes,1x1,3_1,White,Body color,Travel,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_3_2.png,NFS,690,Crafting,,White,Gray,Not for sale,Yes,1x1,3_2,White,Body color,Fashion,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_3_3.png,NFS,690,Crafting,,White,Colorful,Not for sale,Yes,1x1,3_3,White,Body color,Sports,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_3_4.png,NFS,690,Crafting,,White,Colorful,Not for sale,Yes,1x1,3_4,White,Body color,Comics,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_3_5.png,NFS,690,Crafting,,White,Pink,Not for sale,Yes,1x1,3_5,White,Body color,Kids,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_3_6.png,NFS,690,Crafting,,White,Colorful,Not for sale,Yes,1x1,3_6,White,Body color,Weekly news,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_4_0.png,NFS,690,Crafting,,Black,Blue,Not for sale,Yes,1x1,4_0,Black,Body color,Café,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_4_1.png,NFS,690,Crafting,,Black,Red,Not for sale,Yes,1x1,4_1,Black,Body color,Travel,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_4_2.png,NFS,690,Crafting,,Black,Gray,Not for sale,Yes,1x1,4_2,Black,Body color,Fashion,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_4_3.png,NFS,690,Crafting,,Black,Colorful,Not for sale,Yes,1x1,4_3,Black,Body color,Sports,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_4_4.png,NFS,690,Crafting,,Black,Colorful,Not for sale,Yes,1x1,4_4,Black,Body color,Comics,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_4_5.png,NFS,690,Crafting,,Black,Pink,Not for sale,Yes,1x1,4_5,Black,Body color,Kids,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_4_6.png,NFS,690,Crafting,,Black,Colorful,Not for sale,Yes,1x1,4_6,Black,Body color,Weekly news,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_5_0.png,NFS,690,Crafting,,Yellow,Blue,Not for sale,Yes,1x1,5_0,Yellow,Body color,Café,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_5_1.png,NFS,690,Crafting,,Yellow,Red,Not for sale,Yes,1x1,5_1,Yellow,Body color,Travel,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_5_2.png,NFS,690,Crafting,,Yellow,Gray,Not for sale,Yes,1x1,5_2,Yellow,Body color,Fashion,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_5_3.png,NFS,690,Crafting,,Yellow,Colorful,Not for sale,Yes,1x1,5_3,Yellow,Body color,Sports,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_5_4.png,NFS,690,Crafting,,Yellow,Colorful,Not for sale,Yes,1x1,5_4,Yellow,Body color,Comics,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_5_5.png,NFS,690,Crafting,,Yellow,Pink,Not for sale,Yes,1x1,5_5,Yellow,Body color,Kids,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_5_6.png,NFS,690,Crafting,,Yellow,Colorful,Not for sale,Yes,1x1,5_6,Yellow,Body color,Weekly news,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_6_0.png,NFS,690,Crafting,,Blue,Blue,Not for sale,Yes,1x1,6_0,Green,Body color,Café,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_6_1.png,NFS,690,Crafting,,Blue,Red,Not for sale,Yes,1x1,6_1,Green,Body color,Travel,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_6_2.png,NFS,690,Crafting,,Blue,Gray,Not for sale,Yes,1x1,6_2,Green,Body color,Fashion,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_6_3.png,NFS,690,Crafting,,Blue,Colorful,Not for sale,Yes,1x1,6_3,Green,Body color,Sports,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_6_4.png,NFS,690,Crafting,,Blue,Colorful,Not for sale,Yes,1x1,6_4,Green,Body color,Comics,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_6_5.png,NFS,690,Crafting,,Blue,Pink,Not for sale,Yes,1x1,6_5,Green,Body color,Kids,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_6_6.png,NFS,690,Crafting,,Blue,Colorful,Not for sale,Yes,1x1,6_6,Green,Body color,Weekly news,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_7_0.png,NFS,690,Crafting,,Red,Blue,Not for sale,Yes,1x1,7_0,Red,Body color,Café,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_7_1.png,NFS,690,Crafting,,Red,Red,Not for sale,Yes,1x1,7_1,Red,Body color,Travel,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_7_2.png,NFS,690,Crafting,,Red,Gray,Not for sale,Yes,1x1,7_2,Red,Body color,Fashion,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_7_3.png,NFS,690,Crafting,,Red,Colorful,Not for sale,Yes,1x1,7_3,Red,Body color,Sports,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_7_4.png,NFS,690,Crafting,,Red,Colorful,Not for sale,Yes,1x1,7_4,Red,Body color,Comics,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_7_5.png,NFS,690,Crafting,,Red,Pink,Not for sale,Yes,1x1,7_5,Red,Body color,Kids,Magazine,2,living room,shop,None,None,Yes,Yes,No
1032,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_7_6.png,NFS,690,Crafting,,Red,Colorful,Not for sale,Yes,1x1,7_6,Red,Body color,Weekly news,Magazine,2,living room,shop,None,None,Yes,Yes,No
4392,magic kit,https://acnhcdn.com/latest/FtrIcon/FtrMagicset_Remake_0_0.png,980,245,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Black,Red,For sale,No,1x1,0_0,Red,NA,NA,NA,NA,child's room,None,None,None,No,No,No
4392,magic kit,https://acnhcdn.com/latest/FtrIcon/FtrMagicset_Remake_1_0.png,980,245,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,Blue,For sale,No,1x1,1_0,Blue,NA,NA,NA,NA,child's room,None,None,None,No,No,No
7014,mahi-mahi model,https://acnhcdn.com/latest/FtrIcon/FtrFishShiiraToy.png,NFS,18000,C.J.,Trade 3 fish to receive a model in the mail the next day,Yellow,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
7116,man-faced stink bug model,https://acnhcdn.com/latest/FtrIcon/FtrInsectJinmenkamemushiToy.png,NFS,3000,Flick,Trade 3 insects to receive a model in the mail the next day,Black,Orange,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
7068,mantis model,https://acnhcdn.com/latest/FtrIcon/FtrInsectKamakiriToy.png,NFS,1290,Flick,Trade 3 insects to receive a model in the mail the next day,Green,Green,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
1652,matryoshka,https://acnhcdn.com/latest/FtrIcon/FtrMatryoshka_Remake_0_0.png,NFS,600,Crafting,,Red,Yellow,Not for sale,Yes,1x1,0_0,Red,Variation,NA,NA,1,folk art,fancy,None,None,Yes,No,No
1652,matryoshka,https://acnhcdn.com/latest/FtrIcon/FtrMatryoshka_Remake_1_0.png,NFS,600,Crafting,,Yellow,White,Not for sale,Yes,1x1,1_0,Yellow,Variation,NA,NA,1,folk art,fancy,None,None,Yes,No,No
1652,matryoshka,https://acnhcdn.com/latest/FtrIcon/FtrMatryoshka_Remake_2_0.png,NFS,600,Crafting,,Blue,Light blue,Not for sale,Yes,1x1,2_0,Blue,Variation,NA,NA,1,folk art,fancy,None,None,Yes,No,No
1652,matryoshka,https://acnhcdn.com/latest/FtrIcon/FtrMatryoshka_Remake_3_0.png,NFS,600,Crafting,,Brown,Beige,Not for sale,Yes,1x1,3_0,Brown,Variation,NA,NA,1,folk art,fancy,None,None,Yes,No,No
1652,matryoshka,https://acnhcdn.com/latest/FtrIcon/FtrMatryoshka_Remake_4_0.png,NFS,600,Crafting,,Green,Yellow,Not for sale,Yes,1x1,4_0,Green,Variation,NA,NA,1,folk art,fancy,None,None,Yes,No,No
7262,metal can,https://acnhcdn.com/latest/FtrIcon/FtrIttocan.png,600,150,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Gray,Light blue,For sale,No,1x1,NA,NA,NA,NA,NA,NA,garage,None,None,None,No,No,Yes
1042,metronome,https://acnhcdn.com/latest/FtrIcon/FtrMetronome_Remake_0_0.png,1300,325,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Red,White,For sale,No,1x1,0_0,Red,NA,NA,NA,NA,music,None,None,None,No,No,No
1042,metronome,https://acnhcdn.com/latest/FtrIcon/FtrMetronome_Remake_1_0.png,1300,325,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Yellow,White,For sale,No,1x1,1_0,Cream,NA,NA,NA,NA,music,None,None,None,No,No,No
1042,metronome,https://acnhcdn.com/latest/FtrIcon/FtrMetronome_Remake_2_0.png,1300,325,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Blue,White,For sale,No,1x1,2_0,Blue,NA,NA,NA,NA,music,None,None,None,No,No,No
1042,metronome,https://acnhcdn.com/latest/FtrIcon/FtrMetronome_Remake_3_0.png,1300,325,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Black,White,For sale,No,1x1,3_0,Black,NA,NA,NA,NA,music,None,None,None,No,No,No
1042,metronome,https://acnhcdn.com/latest/FtrIcon/FtrMetronome_Remake_4_0.png,1300,325,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Brown,White,For sale,No,1x1,4_0,Brown,NA,NA,NA,NA,music,None,None,None,No,No,No
1319,microscope,https://acnhcdn.com/latest/FtrIcon/FtrMicroscope_Remake_0_0.png,3100,775,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,Black,For sale,No,1x1,0_0,White,NA,NA,NA,NA,school,facility,None,None,No,No,No
1319,microscope,https://acnhcdn.com/latest/FtrIcon/FtrMicroscope_Remake_1_0.png,3100,775,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Gray,Black,For sale,No,1x1,1_0,Silver,NA,NA,NA,NA,school,facility,None,None,No,No,No
1319,microscope,https://acnhcdn.com/latest/FtrIcon/FtrMicroscope_Remake_2_0.png,3100,775,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Black,Gray,For sale,No,1x1,2_0,Black,NA,NA,NA,NA,school,facility,None,None,No,No,No
1043,microwave,https://acnhcdn.com/latest/FtrIcon/FtrMicrowave_Remake_0_0.png,3000,750,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,White,For sale,No,1x1,0_0,White,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
1043,microwave,https://acnhcdn.com/latest/FtrIcon/FtrMicrowave_Remake_1_0.png,3000,750,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Black,Black,For sale,No,1x1,1_0,Black,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
1043,microwave,https://acnhcdn.com/latest/FtrIcon/FtrMicrowave_Remake_2_0.png,3000,750,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Red,Red,For sale,No,1x1,2_0,Red,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
1043,microwave,https://acnhcdn.com/latest/FtrIcon/FtrMicrowave_Remake_3_0.png,3000,750,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Green,Green,For sale,No,1x1,3_0,Green,NA,NA,NA,NA,kitchen,shop,None,None,No,No,No
7103,migratory locust model,https://acnhcdn.com/latest/FtrIcon/FtrInsectTonosamabattaToy.png,NFS,1800,Flick,Trade 3 insects to receive a model in the mail the next day,Green,Green,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
4123,mini-cactus set,https://acnhcdn.com/latest/FtrIcon/FtrCactusesMini.png,400,100,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Green,Brown,For sale,No,1x1,NA,NA,NA,NA,NA,NA,living room,None,None,None,No,No,No
7019,mitten crab model,https://acnhcdn.com/latest/FtrIcon/FtrFishSyanhaiganiToy.png,NFS,6000,C.J.,Trade 3 fish to receive a model in the mail the next day,Black,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
1050,mixer,https://acnhcdn.com/latest/FtrIcon/FtrMixer_Remake_0_0.png,1400,350,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,White,Red,For sale,No,1x1,0_0,Tomatoes,NA,NA,NA,NA,kitchen,None,None,None,No,No,No
1050,mixer,https://acnhcdn.com/latest/FtrIcon/FtrMixer_Remake_1_0.png,1400,350,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Black,Green,For sale,No,1x1,1_0,Green smoothie,NA,NA,NA,NA,kitchen,None,None,None,No,No,No
1050,mixer,https://acnhcdn.com/latest/FtrIcon/FtrMixer_Remake_2_0.png,1400,350,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Gray,Orange,For sale,No,1x1,2_0,Carrots,NA,NA,NA,NA,kitchen,None,None,None,No,No,No
1050,mixer,https://acnhcdn.com/latest/FtrIcon/FtrMixer_Remake_3_0.png,1400,350,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Orange,Orange,For sale,No,1x1,3_0,Oranges,NA,NA,NA,NA,kitchen,None,None,None,No,No,No
1050,mixer,https://acnhcdn.com/latest/FtrIcon/FtrMixer_Remake_4_0.png,1400,350,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Green,Purple,For sale,No,1x1,4_0,Blueberries,NA,NA,NA,NA,kitchen,None,None,None,No,No,No
1050,mixer,https://acnhcdn.com/latest/FtrIcon/FtrMixer_Remake_5_0.png,1400,350,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Yellow,Yellow,For sale,No,1x1,5_0,Bananas,NA,NA,NA,NA,kitchen,None,None,None,No,No,No
1050,mixer,https://acnhcdn.com/latest/FtrIcon/FtrMixer_Remake_6_0.png,1400,350,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Pink,Pink,For sale,No,1x1,6_0,Strawberries,NA,NA,NA,NA,kitchen,None,None,None,No,No,No
1050,mixer,https://acnhcdn.com/latest/FtrIcon/FtrMixer_Remake_7_0.png,1400,350,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,Light blue,Green,For sale,No,1x1,7_0,Kiwifruit,NA,NA,NA,NA,kitchen,None,None,None,No,No,No
7083,miyama stag model,https://acnhcdn.com/latest/FtrIcon/FtrInsectMiyamakuwagataToy.png,NFS,3000,Flick,Trade 3 insects to receive a model in the mail the next day,Black,Black,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
7258,modeling clay,https://acnhcdn.com/latest/FtrIcon/FtrClaytoy_Remake_0_0.png,NFS,400,Crafting,,Light blue,Gray,Not for sale,Yes,1x1,0_0,Beginning stages,Creation,NA,NA,1,school,child's room,None,None,Yes,No,No
7258,modeling clay,https://acnhcdn.com/latest/FtrIcon/FtrClaytoy_Remake_1_0.png,NFS,400,Crafting,,Light blue,Gray,Not for sale,Yes,1x1,1_0,Dinosaur,Creation,NA,NA,1,school,child's room,None,None,Yes,No,No
7258,modeling clay,https://acnhcdn.com/latest/FtrIcon/FtrClaytoy_Remake_2_0.png,NFS,400,Crafting,,Yellow,Gray,Not for sale,Yes,1x1,2_0,Cake,Creation,NA,NA,1,school,child's room,None,None,Yes,No,No
7258,modeling clay,https://acnhcdn.com/latest/FtrIcon/FtrClaytoy_Remake_3_0.png,NFS,400,Crafting,,Green,Light blue,Not for sale,Yes,1x1,3_0,Colorful dinosaur,Creation,NA,NA,1,school,child's room,None,None,Yes,No,No
7258,modeling clay,https://acnhcdn.com/latest/FtrIcon/FtrClaytoy_Remake_4_0.png,NFS,400,Crafting,,Pink,Colorful,Not for sale,Yes,1x1,4_0,Colorful cake,Creation,NA,NA,1,school,child's room,None,None,Yes,No,No
7258,modeling clay,https://acnhcdn.com/latest/FtrIcon/FtrClaytoy_Remake_5_0.png,NFS,400,Crafting,,Beige,Brown,Not for sale,Yes,1x1,5_0,Clay dinosaur,Creation,NA,NA,1,school,child's room,None,None,Yes,No,No
7258,modeling clay,https://acnhcdn.com/latest/FtrIcon/FtrClaytoy_Remake_6_0.png,NFS,400,Crafting,,Beige,Brown,Not for sale,Yes,1x1,6_0,Clay cake,Creation,NA,NA,1,school,child's room,None,None,Yes,No,No
7089,mole cricket model,https://acnhcdn.com/latest/FtrIcon/FtrInsectOkeraToy.png,NFS,1500,Flick,Trade 3 insects to receive a model in the mail the next day,Brown,Brown,Not for sale,No,1x1,NA,NA,NA,NA,NA,NA,None,None,None,None,No,No,No
7143,Mom's candle set,https://acnhcdn.com/latest/FtrIcon/FtrMomCandle_Remake_0_0.png,NFS,88,Mom,,Colorful,Colorful,Not for sale,No,1x1,0_0,Cubes,Design,NA,NA,1,living room,fancy,motherly,None,Yes,No,No
7143,Mom's candle set,https://acnhcdn.com/latest/FtrIcon/FtrMomCandle_Remake_1_0.png,NFS,88,Mom,,White,Colorful,Not for sale,No,1x1,1_0,Elegant flowers,Design,NA,NA,1,living room,fancy,motherly,None,Yes,No,No
7143,Mom's candle set,https://acnhcdn.com/latest/FtrIcon/FtrMomCandle_Remake_2_0.png,NFS,88,Mom,,White,Beige,Not for sale,No,1x1,2_0,Chic flowers,Design,NA,NA,1,living room,fancy,motherly,None,Yes,No,No
7143,Mom's candle set,https://acnhcdn.com/latest/FtrIcon/FtrMomCandle_Remake_3_0.png,NFS,88,Mom,,White,Colorful,Not for sale,No,1x1,3_0,Pastel,Design,NA,NA,1,living room,fancy,motherly,None,Yes,No,No
7143,Mom's candle set,https://acnhcdn.com/latest/FtrIcon/FtrMomCandle_Remake_4_0.png,NFS,88,Mom,,Red,Purple,Not for sale,No,1x1,4_0,Fairy tale,Design,NA,NA,1,living room,fancy,motherly,None,Yes,No,No
7143,Mom's candle set,https://acnhcdn.com/latest/FtrIcon/FtrMomCandle_Remake_5_0.png,NFS,88,Mom,,Light blue,Green,Not for sale,No,1x1,5_0,Marine,Design,NA,NA,1,living room,fancy,motherly,None,Yes,No,No
7144,Mom's cushion,https://acnhcdn.com/latest/FtrIcon/FtrMomCushion_Remake_0_0.png,NFS,88,Mom,,Colorful,Red,Not for sale,No,1x1,0_0,Red with hearts,Cover pattern,NA,NA,1,living room,fancy,motherly,None,Yes,No,No
7144,Mom's cushion,https://acnhcdn.com/latest/FtrIcon/FtrMomCushion_Remake_1_0.png,NFS,88,Mom,,Colorful,Blue,Not for sale,No,1x1,1_0,Blue with flowers,Cover pattern,NA,NA,1,living room,fancy,motherly,None,Yes,No,No
7144,Mom's cushion,https://acnhcdn.com/latest/FtrIcon/FtrMomCushion_Remake_2_0.png,NFS,88,Mom,,Colorful,Green,Not for sale,No,1x1,2_0,Colorful quilt,Cover pattern,NA,NA,1,living room,fancy,motherly,None,Yes,No,No
7144,Mom's cushion,https://acnhcdn.com/latest/FtrIcon/FtrMomCushion_Remake_3_0.png,NFS,88,Mom,,Colorful,Pink,Not for sale,No,1x1,3_0,Pop flowers,Cover pattern,NA,NA,1,living room,fancy,motherly,None,Yes,No,No
7144,Mom's cushion,https://acnhcdn.com/latest/FtrIcon/FtrMomCushion_Remake_4_0.png,NFS,88,Mom,,Colorful,Blue,Not for sale,No,1x1,4_0,Animal,Cover pattern,NA,NA,1,living room,fancy,motherly,None,Yes,No,No
7144,Mom's cushion,https://acnhcdn.com/latest/FtrIcon/FtrMomCushion_Remake_5_0.png,NFS,88,Mom,,Colorful,Blue,Not for sale,No,1x1,5_0,Denim,Cover pattern,NA,NA,1,living room,fancy,motherly,None,Yes,No,No
7146,Mom's homemade cake,https://acnhcdn.com/latest/FtrIcon/FtrMomCake_Remake_0_0.png,NFS,88,Mom,,Colorful,White,Not for sale,No,1x1,0_0,Cat,Decorations,NA,NA,1,living room,fancy,motherly,None,Yes,No,No
7146,Mom's homemade cake,https://acnhcdn.com/latest/FtrIcon/FtrMomCake_Remake_1_0.png,NFS,88,Mom,,Red,White,Not for sale,No,1x1,1_0,Strawberry & flowers,Decorations,NA,NA,1,living room,fancy,motherly,None,Yes,No,No
