Name,Image,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Catalog,Internal ID
Katrina's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpBpt.png,1000,250,Brown,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,10517
Katt's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat21.png,1000,250,Light blue,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10528
Keaton's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPbr08.png,1000,250,Blue,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10421
Ken's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlChn13.png,1000,250,Green,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10445
Kerokerokeroppi poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt20.png,1000,250,Red,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,11126
Ketchup's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk13.png,1000,250,Brown,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10616
Kevin's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig15.png,1000,250,Black,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10585
Kicks's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpSkk.png,1000,250,Red,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10332
Kid Cat's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat10.png,1000,250,Purple,Gray,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10779
Kidd's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGoa07.png,1000,250,Colorful,White,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10364
Kiki & Lala poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlShp14.png,1000,250,Black,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,11123
Kiki's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat04.png,1000,250,Green,Purple,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10816
Kitt's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlKgr00.png,1000,250,Beige,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10357
Kitty's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat14.png,1000,250,Gray,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10395
Klaus's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea14.png,1000,250,Yellow,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10790
Knox's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlChn11.png,1000,250,Light blue,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10664
Kody's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr04.png,1000,250,Beige,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10442
Kyle's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlWol10.png,1000,250,Purple,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10579
Label's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpHgc.png,1000,250,Beige,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10333
Leif's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpSlo.png,1000,250,Green,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,10433
Leila's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpKps.png,1000,250,Green,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,10340
Leilani's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpKpm.png,1000,250,Orange,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,10519
Leonardo's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlTig04.png,1000,250,Green,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10560
Leopold's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlLon04.png,1000,250,Light blue,White,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10638
Lily's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg00.png,1000,250,Orange,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10440
Limberg's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMus01.png,1000,250,Brown,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10669
Lionel's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlLon08.png,1000,250,Purple,Gray,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10684
Lobo's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlWol01.png,1000,250,Light blue,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10587
Lolly's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat18.png,1000,250,Beige,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10539
Lopez's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDer05.png,1000,250,Pink,Colorful,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10606
Lottie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpOtg.png,1000,250,Brown,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,10773
Louie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGor04.png,1000,250,Red,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10631
Lucha's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd15.png,1000,250,White,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10351
Lucky's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDog02.png,1000,250,White,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10591
Lucy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig04.png,1000,250,Black,Purple,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10554
Luna's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpTap.png,1000,250,Colorful,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,10491
Lyle's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpOtt.png,1000,250,Green,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,10794
Lyman's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlKal09.png,1000,250,Blue,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10498
Mabel's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpHgh.png,1000,250,Brown,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10432
Mac's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDog14.png,1000,250,Brown,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10463
Maddie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDog09.png,1000,250,Brown,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10619
Maelle's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk03.png,1000,250,Yellow,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10593
Maggie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig10.png,1000,250,Purple,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10623
Mallary's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk06.png,1000,250,Brown,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10526
Maple's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr01.png,1000,250,White,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10510
Marcel's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDog15.png,1000,250,Pink,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10419
Marcie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlKgr10.png,1000,250,White,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10659
Margie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlElp04.png,1000,250,Pink,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10589
Marina's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOcp01.png,1000,250,Beige,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10453
Marshal's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu17.png,1000,250,Black,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10480
Mathilda's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlKgr01.png,1000,250,Purple,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10391
Megan's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea15.png,1000,250,Beige,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10860
Melba's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlKal02.png,1000,250,Pink,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10547
Merengue's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRhn07.png,1000,250,Beige,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10502
Merry's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat16.png,1000,250,Pink,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10789
Midge's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd08.png,1000,250,Green,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10677
Mint's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu09.png,1000,250,Yellow,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10675
Mira's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt19.png,1000,250,Pink,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10561
Miranda's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk12.png,1000,250,Blue,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10443
Mitzi's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat01.png,1000,250,Blue,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10784
Moe's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat08.png,1000,250,Beige,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10791
Molly's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk16.png,1000,250,Beige,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10329
Monique's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat11.png,1000,250,Gray,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10820
Monty's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMnk04.png,1000,250,Gray,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10494
Moose's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMus14.png,1000,250,Yellow,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10387
Mott's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlLon06.png,1000,250,Purple,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10525
Muffy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlShp12.png,1000,250,Green,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10320
Murphy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr07.png,1000,250,Pink,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10624
My Melody poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDer10.png,1000,250,Black,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,11125
Nan's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGoa01.png,1000,250,Pink,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10397
Nana's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMnk01.png,1000,250,Blue,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10371
Naomi's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCow07.png,1000,250,Green,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10551
Nat's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpChm.png,1000,250,Green,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,10344
Nate's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea05.png,1000,250,Green,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10821
Nibbles's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu04.png,1000,250,Light blue,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10584
Norma's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCow06.png,1000,250,Brown,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10642
O'Hare's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt15.png,1000,250,Red,Colorful,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10595
Octavian's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOcp00.png,1000,250,Brown,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10662
Olaf's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlAnt09.png,1000,250,Gray,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10801
Olive's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr09.png,1000,250,White,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10646
Olivia's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat03.png,1000,250,Green,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10774
Opal's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlElp00.png,1000,250,Beige,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10667
Ozzie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlKal05.png,1000,250,Brown,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10349
Pancetti's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig16.png,1000,250,Green,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10314
Pango's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlAnt02.png,1000,250,Pink,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10420
Paolo's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlElp05.png,1000,250,White,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10607
Papi's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHrs12.png,1000,250,Red,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10564
Pascal's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpSeo.png,1000,250,Orange,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,10785
Pashmina's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGoa08.png,1000,250,Light blue,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10537
Pate's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk02.png,1000,250,Brown,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10361
Patty's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCow00.png,1000,250,Beige,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10656
Paula's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea10.png,1000,250,Light blue,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10783
Pavé's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpPck.png,1000,250,Pink,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,10520
Peaches's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHrs08.png,1000,250,Pink,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10531
Peanut's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu00.png,1000,250,Brown,Purple,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10325
Pecan's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu03.png,1000,250,Brown,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10409
Peck's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd17.png,1000,250,Black,Orange,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10372
Peewee's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGor01.png,1000,250,Beige,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10552
Peggy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig11.png,1000,250,Beige,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10571
Pekoe's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr14.png,1000,250,White,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10390
Pelly's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpPlk.png,1000,250,Pink,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,10429
Penelope's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMus17.png,1000,250,Green,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10533
Pete's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpPlo.png,1000,250,Purple,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,10780
Phil's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOst07.png,1000,250,Beige,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10673
Phineas's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpFsl.png,1000,250,Red,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,10796
Phoebe's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOst10.png,1000,250,Purple,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10365
Phyllis's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpPlm.png,1000,250,Light blue,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,10431
Pierce's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPbr02.png,1000,250,Colorful,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10542
Pietro's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlShp13.png,1000,250,Pink,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,10562
