Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Tag,Door Deco,Catalog,Variant ID,Internal ID
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_1.png,Blue,NA,Mountains,Design,No,No,Yes,7,140000,35000,Light blue,Gray,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,Japanese Style,No,For sale,3_1,7282
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_2.png,Blue,NA,Fish,Design,No,No,Yes,7,140000,35000,Light blue,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,Japanese Style,No,For sale,3_2,7282
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_3.png,Blue,NA,Bird,Design,No,No,Yes,7,140000,35000,Light blue,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,Japanese Style,No,For sale,3_3,7282
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_4.png,Blue,NA,Flower,Design,No,No,Yes,7,140000,35000,Light blue,Beige,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,Japanese Style,No,For sale,3_4,7282
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_4_0.png,Purple,NA,Calligraphy,Design,No,No,Yes,7,140000,35000,Purple,White,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,Japanese Style,No,For sale,4_0,7282
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_4_1.png,Purple,NA,Mountains,Design,No,No,Yes,7,140000,35000,Purple,Gray,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,Japanese Style,No,For sale,4_1,7282
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_4_2.png,Purple,NA,Fish,Design,No,No,Yes,7,140000,35000,Purple,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,Japanese Style,No,For sale,4_2,7282
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_4_3.png,Purple,NA,Bird,Design,No,No,Yes,7,140000,35000,Purple,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,Japanese Style,No,For sale,4_3,7282
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_4_4.png,Purple,NA,Flower,Design,No,No,Yes,7,140000,35000,Purple,Beige,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,expensive,None,None,Japanese Style,No,For sale,4_4,7282
hanging terrarium,https://acnhcdn.com/latest/FtrIcon/FtrTerrariumWall_Remake_0_0.png,Black,Frame,NA,NA,Yes,Yes,No,5,NFS,3240,Black,Green,1x1.5 ,Crafting,,living room,None,None,None,Plants,No,Not for sale,0_0,3775
hanging terrarium,https://acnhcdn.com/latest/FtrIcon/FtrTerrariumWall_Remake_1_0.png,Gold,Frame,NA,NA,Yes,Yes,No,5,NFS,3240,Brown,Green,1x1.5 ,Crafting,,living room,None,None,None,Plants,No,Not for sale,1_0,3775
hanging terrarium,https://acnhcdn.com/latest/FtrIcon/FtrTerrariumWall_Remake_2_0.png,Brown,Frame,NA,NA,Yes,Yes,No,5,NFS,3240,Brown,Green,1x1.5 ,Crafting,,living room,None,None,None,Plants,No,Not for sale,2_0,3775
heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_0_0.png,Pink,NA,NA,NA,No,No,No,NA,600,150,Pink,White,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fancy,None,None,None,House Door Decor,Yes,For sale,0_0,5309
heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,600,150,Gray,Light blue,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fancy,None,None,None,House Door Decor,Yes,For sale,1_0,5309
heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_2_0.png,Monotone,NA,NA,NA,No,No,No,NA,600,150,Black,White,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fancy,None,None,None,House Door Decor,Yes,For sale,2_0,5309
heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_3_0.png,Light blue,NA,NA,NA,No,No,No,NA,600,150,Blue,Light blue,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fancy,None,None,None,House Door Decor,Yes,For sale,3_0,5309
heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_4_0.png,Green,NA,NA,NA,No,No,No,NA,600,150,Green,Green,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fancy,None,None,None,House Door Decor,Yes,For sale,4_0,5309
heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_5_0.png,Orange,NA,NA,NA,No,No,No,NA,600,150,Orange,Orange,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fancy,None,None,None,House Door Decor,Yes,For sale,5_0,5309
heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_6_0.png,Red,NA,NA,NA,No,No,No,NA,600,150,Red,Red,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fancy,None,None,None,House Door Decor,Yes,For sale,6_0,5309
heart doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentPlateHeart_Remake_7_0.png,Purple,NA,NA,NA,No,No,No,NA,600,150,Purple,Purple,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fancy,None,None,None,House Door Decor,Yes,For sale,7_0,5309
HHA pennant,https://acnhcdn.com/latest/FtrIcon/FtrPenantHha.png,NA,NA,NA,NA,No,No,No,NA,NFS,375,Blue,Yellow,1x1.5 ,HHA,,living room,expensive,None,None,Museum,No,Not for sale,NA,7040
hyacinth wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathHyacinth.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,720,Red,White,1x1 ,Crafting,,fancy,None,flowers,None,House Door Decor,Yes,Not for sale,NA,5468
imperial decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrOrientalShelfWall_Remake_0_0.png,Red,NA,NA,NA,No,No,No,NA,8500,2125,Red,Red,2x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,zen,None,Shelf,No,For sale,0_0,3970
imperial decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrOrientalShelfWall_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,8500,2125,Blue,Blue,2x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,zen,None,Shelf,No,For sale,1_0,3970
imperial decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrOrientalShelfWall_Remake_2_0.png,Brown,NA,NA,NA,No,No,No,NA,8500,2125,Brown,Brown,2x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,zen,None,Shelf,No,For sale,2_0,3970
imperial decorative shelves,https://acnhcdn.com/latest/FtrIcon/FtrOrientalShelfWall_Remake_3_0.png,Black,NA,NA,NA,No,No,No,NA,8500,2125,Black,Black,2x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,zen,None,Shelf,No,For sale,3_0,3970
imperial dining lantern,https://acnhcdn.com/latest/FtrIcon/FtrChineseLampWall_Remake_0_0.png,Gold,NA,NA,NA,No,No,No,NA,19000,4750,Yellow,Red,1x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",shop,zen-style,None,imperial dining,Lamp,No,For sale,0_0,8415
imperial dining lantern,https://acnhcdn.com/latest/FtrIcon/FtrChineseLampWall_Remake_1_0.png,Black,NA,NA,NA,No,No,No,NA,19000,4750,Black,Red,1x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",shop,zen-style,None,imperial dining,Lamp,No,For sale,1_0,8415
imperial dining lantern,https://acnhcdn.com/latest/FtrIcon/FtrChineseLampWall_Remake_2_0.png,Blue,NA,NA,NA,No,No,No,NA,19000,4750,Blue,Red,1x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",shop,zen-style,None,imperial dining,Lamp,No,For sale,2_0,8415
imperial dining lantern,https://acnhcdn.com/latest/FtrIcon/FtrChineseLampWall_Remake_3_0.png,Red,NA,NA,NA,No,No,No,NA,19000,4750,Red,Yellow,1x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",shop,zen-style,None,imperial dining,Lamp,No,For sale,3_0,8415
intercom monitor,https://acnhcdn.com/latest/FtrIcon/FtrIntercom.png,NA,NA,NA,NA,No,No,No,NA,860,215,White,White,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",living room,facility,None,None,Home Appliances,No,For sale,NA,3399
iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_0_0.png,Black,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Black,Black,1x1 ,Crafting,,living room,None,iron,None,House Door Decor,Yes,Not for sale,0_0,4752
iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_1_0.png,White,Color,NA,NA,Yes,Yes,No,1,NFS,1500,White,White,1x1 ,Crafting,,living room,None,iron,None,House Door Decor,Yes,Not for sale,1_0,4752
iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_2_0.png,Blue,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Blue,Blue,1x1 ,Crafting,,living room,None,iron,None,House Door Decor,Yes,Not for sale,2_0,4752
iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_3_0.png,Silver,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Gray,Gray,1x1 ,Crafting,,living room,None,iron,None,House Door Decor,Yes,Not for sale,3_0,4752
iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_4_0.png,Ash brown,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Beige,Beige,1x1 ,Crafting,,living room,None,iron,None,House Door Decor,Yes,Not for sale,4_0,4752
iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_5_0.png,Gold,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Yellow,Yellow,1x1 ,Crafting,,living room,None,iron,None,House Door Decor,Yes,Not for sale,5_0,4752
iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_6_0.png,Pink,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Orange,Orange,1x1 ,Crafting,,living room,None,iron,None,House Door Decor,Yes,Not for sale,6_0,4752
iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_7_0.png,Brown,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Brown,Brown,1x1 ,Crafting,,living room,None,iron,None,House Door Decor,Yes,Not for sale,7_0,4752
iron wall lamp,https://acnhcdn.com/latest/FtrIcon/FtrIronLampW_Remake_0_0.png,Black,Body color,NA,NA,Yes,Yes,No,5,NFS,3400,Black,Black,1x1 ,Crafting,,living room,garage,iron,None,Lamp,No,Not for sale,0_0,3559
iron wall lamp,https://acnhcdn.com/latest/FtrIcon/FtrIronLampW_Remake_1_0.png,White,Body color,NA,NA,Yes,Yes,No,5,NFS,3400,White,White,1x1 ,Crafting,,living room,garage,iron,None,Lamp,No,Not for sale,1_0,3559
iron wall rack,https://acnhcdn.com/latest/FtrIcon/FtrIronShelfW_Remake_0_0.png,Black,Body color,NA,NA,Yes,Yes,No,4,NFS,2450,Black,Gray,1x1 ,Crafting,,living room,garage,iron,None,Shelf,No,Not for sale,0_0,3562
iron wall rack,https://acnhcdn.com/latest/FtrIcon/FtrIronShelfW_Remake_1_0.png,White,Body color,NA,NA,Yes,Yes,No,4,NFS,2450,White,Gray,1x1 ,Crafting,,living room,garage,iron,None,Shelf,No,Not for sale,1_0,3562
ironwood clock,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodClockW_Remake_0_0.png,Birch,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1740,Beige,Black,1x1 ,Crafting,,living room,None,ironwood,None,Clock,No,Not for sale,0_0,3275
ironwood clock,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodClockW_Remake_1_0.png,Teak,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1740,Orange,Black,1x1 ,Crafting,,living room,None,ironwood,None,Clock,No,Not for sale,1_0,3275
ironwood clock,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodClockW_Remake_2_0.png,Walnut,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1740,Brown,Black,1x1 ,Crafting,,living room,None,ironwood,None,Clock,No,Not for sale,2_0,3275
ironwood clock,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodClockW_Remake_3_0.png,Old,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1740,Brown,Black,1x1 ,Crafting,,living room,None,ironwood,None,Clock,No,Not for sale,3_0,3275
ironwood clock,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodClockW_Remake_4_0.png,Oak,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1740,Orange,White,1x1 ,Crafting,,living room,None,ironwood,None,Clock,No,Not for sale,4_0,3275
key holder,https://acnhcdn.com/latest/FtrIcon/FtrKeyhanger_Remake_0_0.png,Dark wood,Body color,NA,NA,Yes,Yes,No,2,NFS,1110,Brown,Brown,1x1 ,Crafting,,garage,living room,None,None,Facility Decor,No,Not for sale,0_0,3992
key holder,https://acnhcdn.com/latest/FtrIcon/FtrKeyhanger_Remake_1_0.png,Brown wood,Body color,NA,NA,Yes,Yes,No,2,NFS,1110,Beige,Beige,1x1 ,Crafting,,garage,living room,None,None,Facility Decor,No,Not for sale,1_0,3992
key holder,https://acnhcdn.com/latest/FtrIcon/FtrKeyhanger_Remake_2_0.png,White,Body color,NA,NA,Yes,Yes,No,2,NFS,1110,White,White,1x1 ,Crafting,,garage,living room,None,None,Facility Decor,No,Not for sale,2_0,3992
key holder,https://acnhcdn.com/latest/FtrIcon/FtrKeyhanger_Remake_3_0.png,Black,Body color,NA,NA,Yes,Yes,No,2,NFS,1110,Black,Black,1x1 ,Crafting,,garage,living room,None,None,Facility Decor,No,Not for sale,3_0,3992
Leo sculpture,https://acnhcdn.com/latest/FtrIcon/FtrZodiacLeo.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,21975,White,Yellow,1x1 ,Crafting,,expensive,None,stars,None,Sculpture,No,Not for sale,NA,5964
light switch,https://acnhcdn.com/latest/FtrIcon/FtrSwitchWall_Remake_0_0.png,Gray,NA,NA,NA,No,No,No,NA,340,85,Gray,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",living room,facility,None,None,Home Appliances,No,For sale,0_0,3471
light switch,https://acnhcdn.com/latest/FtrIcon/FtrSwitchWall_Remake_1_0.png,Brown,NA,NA,NA,No,No,No,NA,340,85,Brown,Gray,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",living room,facility,None,None,Home Appliances,No,For sale,1_0,3471
light switch,https://acnhcdn.com/latest/FtrIcon/FtrSwitchWall_Remake_2_0.png,White,NA,NA,NA,No,No,No,NA,340,85,White,White,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",living room,facility,None,None,Home Appliances,No,For sale,2_0,3471
light switch,https://acnhcdn.com/latest/FtrIcon/FtrSwitchWall_Remake_3_0.png,Wood grain,NA,NA,NA,No,No,No,NA,340,85,Brown,White,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",living room,facility,None,None,Home Appliances,No,For sale,3_0,3471
lily wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathYuri.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,720,Red,Yellow,1x1 ,Crafting,,fancy,None,flowers,None,House Door Decor,Yes,Not for sale,NA,5641
log wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrLogClockWall_Remake_0_0.png,Dark wood,Lumber type,NA,NA,Yes,Yes,No,2,NFS,990,Brown,Beige,1x1 ,Crafting,,garden,living room,log,None,Clock,No,Not for sale,0_0,4037
log wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrLogClockWall_Remake_1_0.png,Orange wood,Lumber type,NA,NA,Yes,Yes,No,2,NFS,990,Orange,Beige,1x1 ,Crafting,,garden,living room,log,None,Clock,No,Not for sale,1_0,4037
log wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrLogClockWall_Remake_2_0.png,White wood,Lumber type,NA,NA,Yes,Yes,No,2,NFS,990,Beige,Beige,1x1 ,Crafting,,garden,living room,log,None,Clock,No,Not for sale,2_0,4037
log wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrLogClockWall_Remake_3_0.png,White birch,Lumber type,NA,NA,Yes,Yes,No,2,NFS,990,White,Beige,1x1 ,Crafting,,garden,living room,log,None,Clock,No,Not for sale,3_0,4037
macrame tapestry,https://acnhcdn.com/latest/FtrIcon/FtrMacrametapestry_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,840,210,Beige,Beige,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,Supplies,No,For sale,0_0,4119
macrame tapestry,https://acnhcdn.com/latest/FtrIcon/FtrMacrametapestry_Remake_1_0.png,Green,NA,NA,NA,No,No,No,NA,840,210,Green,Green,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,Supplies,No,For sale,1_0,4119
macrame tapestry,https://acnhcdn.com/latest/FtrIcon/FtrMacrametapestry_Remake_2_0.png,Pink,NA,NA,NA,No,No,No,NA,840,210,Beige,Pink,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,Supplies,No,For sale,2_0,4119
macrame tapestry,https://acnhcdn.com/latest/FtrIcon/FtrMacrametapestry_Remake_3_0.png,Blue,NA,NA,NA,No,No,No,NA,840,210,Beige,Light blue,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,Supplies,No,For sale,3_0,4119
magnetic knife rack,https://acnhcdn.com/latest/FtrIcon/FtrKniferackWall_Remake_0_0.png,Stainless steel,NA,NA,NA,No,No,No,NA,1400,350,Gray,Black,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,kitchen,shop,None,None,Kitchen Things,No,For sale,0_0,4118
magnetic knife rack,https://acnhcdn.com/latest/FtrIcon/FtrKniferackWall_Remake_1_0.png,Wooden,NA,NA,NA,No,No,No,NA,1400,350,Beige,Brown,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,kitchen,shop,None,None,Kitchen Things,No,For sale,1_0,4118
magnetic knife rack,https://acnhcdn.com/latest/FtrIcon/FtrKniferackWall_Remake_2_0.png,Pop,NA,NA,NA,No,No,No,NA,1400,350,Orange,Colorful,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,kitchen,shop,None,None,Kitchen Things,No,For sale,2_0,4118
mantis-head model,https://acnhcdn.com/latest/FtrIcon/FtrInsectKamakiriFace.png,NA,NA,NA,NA,No,No,No,NA,1500,375,Green,Green,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",facility,None,None,None,Special Insect,No,For sale,NA,11098
mobile,https://acnhcdn.com/latest/FtrIcon/FtrMobile_Remake_0_0.png,Hot air balloons,NA,NA,NA,No,No,No,NA,780,195,Colorful,Colorful,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,child's room,fancy,None,None,Supplies,No,For sale,0_0,9565
mobile,https://acnhcdn.com/latest/FtrIcon/FtrMobile_Remake_1_0.png,Sheep,NA,NA,NA,No,No,No,NA,780,195,Colorful,Colorful,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,child's room,fancy,None,None,Supplies,No,For sale,1_0,9565
mobile,https://acnhcdn.com/latest/FtrIcon/FtrMobile_Remake_2_0.png,Ocean creatures,NA,NA,NA,No,No,No,NA,780,195,Colorful,Colorful,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,child's room,fancy,None,None,Supplies,No,For sale,2_0,9565
mobile,https://acnhcdn.com/latest/FtrIcon/FtrMobile_Remake_3_0.png,Space,NA,NA,NA,No,No,No,NA,780,195,Colorful,Colorful,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,child's room,fancy,None,None,Supplies,No,For sale,3_0,9565
mobile,https://acnhcdn.com/latest/FtrIcon/FtrMobile_Remake_4_0.png,Gorgeous,NA,NA,NA,No,No,No,NA,780,195,Orange,Gray,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,child's room,fancy,None,None,Supplies,No,For sale,4_0,9565
Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_0_0.png,Still Life,Art,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Brown,1x1 ,Mom,,living room,fancy,motherly,None,Supplies,No,Not for sale,0_0,7139
Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_1_0.png,Street with Trees,Art,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Beige,1x1 ,Mom,,living room,fancy,motherly,None,Supplies,No,Not for sale,1_0,7139
Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_2_0.png,Nostalgia,Art,NA,NA,No,Yes,No,NA,NFS,88,White,Black,1x1 ,Mom,,living room,fancy,motherly,None,Supplies,No,Not for sale,2_0,7139
Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_3_0.png,Angel,Art,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Yellow,1x1 ,Mom,,living room,fancy,motherly,None,Supplies,No,Not for sale,3_0,7139
Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_4_0.png,Sweet Roses,Art,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Yellow,1x1 ,Mom,,living room,fancy,motherly,None,Supplies,No,Not for sale,4_0,7139
Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_5_0.png,Field of Flowers,Art,NA,NA,No,Yes,No,NA,NFS,88,Colorful,White,1x1 ,Mom,,living room,fancy,motherly,None,Supplies,No,Not for sale,5_0,7139
Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_6_0.png,Dog,Art,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Yellow,1x1 ,Mom,,living room,fancy,motherly,None,Supplies,No,Not for sale,6_0,7139
Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_7_0.png,Blooming,Art,NA,NA,No,Yes,No,NA,NFS,88,Colorful,White,1x1 ,Mom,,living room,fancy,motherly,None,Supplies,No,Not for sale,7_0,7139
Mom's embroidery,https://acnhcdn.com/latest/FtrIcon/FtrMomEmbroidery_Remake_0_0.png,Flowers,Design,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Yellow,1x1 ,Mom,,living room,fancy,motherly,None,Supplies,No,Not for sale,0_0,7145
Mom's embroidery,https://acnhcdn.com/latest/FtrIcon/FtrMomEmbroidery_Remake_1_0.png,Bird,Design,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Orange,1x1 ,Mom,,living room,fancy,motherly,None,Supplies,No,Not for sale,1_0,7145
Mom's embroidery,https://acnhcdn.com/latest/FtrIcon/FtrMomEmbroidery_Remake_2_0.png,Bouquet,Design,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Brown,1x1 ,Mom,,living room,fancy,motherly,None,Supplies,No,Not for sale,2_0,7145
Mom's embroidery,https://acnhcdn.com/latest/FtrIcon/FtrMomEmbroidery_Remake_3_0.png,Girl,Design,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Pink,1x1 ,Mom,,living room,fancy,motherly,None,Supplies,No,Not for sale,3_0,7145
Mom's embroidery,https://acnhcdn.com/latest/FtrIcon/FtrMomEmbroidery_Remake_4_0.png,Fairy tale,Design,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Green,1x1 ,Mom,,living room,fancy,motherly,None,Supplies,No,Not for sale,4_0,7145
Mom's embroidery,https://acnhcdn.com/latest/FtrIcon/FtrMomEmbroidery_Remake_5_0.png,Trees,Design,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Brown,1x1 ,Mom,,living room,fancy,motherly,None,Supplies,No,Not for sale,5_0,7145
mounted black bass,https://acnhcdn.com/latest/FtrIcon/FtrFishBlackbassWall.png,NA,NA,NA,NA,No,No,No,NA,1300,325,Green,Beige,1x0.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",ocean,facility,None,None,Special Fish,No,For sale,NA,11127
mounted blue marlin,https://acnhcdn.com/latest/FtrIcon/FtrFishKajikiWall.png,NA,NA,NA,NA,No,No,No,NA,5000,1250,Blue,Gray,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",ocean,facility,None,None,Special Fish,No,For sale,NA,11128
mum wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathMum.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,720,Yellow,White,1x1 ,Crafting,,fancy,None,flowers,None,House Door Decor,Yes,Not for sale,NA,5467
mushroom wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathMushroom.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,1500,Beige,Brown,1x1,Crafting,,garden,None,mush,None,House Door Decor,Yes,Not for sale,NA,4726
natural mum wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathMumRare.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,4800,Green,Green,1x1 ,Crafting,,fancy,None,flowers,None,House Door Decor,Yes,Not for sale,NA,5768
orange wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrFruitsClockW_Remake_0_0.png,Orange,Fruit type,NA,NA,Yes,Yes,No,3,NFS,2240,Orange,Orange,1x1 ,Crafting,,fancy,None,fruits,orange,Clock,No,Not for sale,0_0,3976
