Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Style,Label Themes,Catalog,Internal ID
knit skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxAran3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxAran3.png,Mustard,No,910,227,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale,11346
kung-fu pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideKungfu0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideKungfu0.png,Navy blue,No,1680,420,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; sporty,For sale,4331
kung-fu pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideKungfu1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideKungfu1.png,White,No,1680,420,White,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; sporty,For sale,11391
kung-fu pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideKungfu2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideKungfu2.png,Light blue,No,1680,420,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; sporty,For sale,11392
kung-fu pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideKungfu3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideKungfu3.png,Yellow,No,1680,420,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; sporty,For sale,11393
kung-fu pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideKungfu4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideKungfu4.png,Green,No,1680,420,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; sporty,For sale,11394
Labelle shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfKate0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfKate0.png,Twilight,No,2540,635,Purple,White,1x1,Labelle,,All Year,Cool,formal; party; theatrical,For sale,9878
Labelle shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfKate1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfKate1.png,Midnight,No,2540,635,Black,White,1x1,Labelle,,All Year,Cool,formal; party; theatrical,For sale,11736
Labelle shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfKate2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfKate2.png,Passion,No,2540,635,Red,White,1x1,Labelle,,All Year,Cool,formal; party; theatrical,For sale,11737
Labelle shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfKate3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfKate3.png,Ocean,No,2540,635,Blue,White,1x1,Labelle,,All Year,Cool,formal; party; theatrical,For sale,11738
Labelle shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfKate4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfKate4.png,Sunset,No,2540,635,Orange,White,1x1,Labelle,,All Year,Cool,formal; party; theatrical,For sale,11739
Labelle shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfKate5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfKate5.png,Love,No,2540,635,Pink,White,1x1,Labelle,,All Year,Cool,formal; party; theatrical,For sale,11740
Labelle skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongKate0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongKate0.png,Twilight,No,3100,775,Purple,Purple,1x1,Labelle,,All Year,Elegant,formal; party; theatrical,For sale,9879
Labelle skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongKate1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongKate1.png,Midnight,No,3100,775,Black,Black,1x1,Labelle,,All Year,Elegant,formal; party; theatrical,For sale,11741
Labelle skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongKate2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongKate2.png,Passion,No,3100,775,Red,Red,1x1,Labelle,,All Year,Elegant,formal; party; theatrical,For sale,11742
Labelle skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongKate3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongKate3.png,Ocean,No,3100,775,Blue,Blue,1x1,Labelle,,All Year,Elegant,formal; party; theatrical,For sale,11743
Labelle skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongKate4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongKate4.png,Sunset,No,3100,775,Yellow,Yellow,1x1,Labelle,,All Year,Elegant,formal; party; theatrical,For sale,11744
Labelle skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongKate5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongKate5.png,Love,No,3100,775,Pink,Pink,1x1,Labelle,,All Year,Elegant,formal; party; theatrical,For sale,11745
lace shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotLace0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotLace0.png,White,No,840,210,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cute,everyday; fairy tale; vacation,For sale,4517
lace shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotLace1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotLace1.png,Black,No,840,210,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cute,everyday; fairy tale; vacation,For sale,8911
lace shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotLace2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotLace2.png,Green,No,840,210,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cute,everyday; fairy tale; vacation,For sale,8912
lace shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotLace3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotLace3.png,Pink,No,840,210,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cute,everyday; fairy tale; vacation,For sale,8913
lace shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotLace4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotLace4.png,Blue,No,840,210,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cute,everyday; fairy tale; vacation,For sale,8914
lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineLace0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineLace0.png,White,No,920,230,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cute,everyday; fairy tale; vacation,For sale,3384
lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineLace1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineLace1.png,Pink,No,920,230,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cute,everyday; fairy tale; vacation,For sale,8904
lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineLace2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineLace2.png,Green,No,920,230,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cute,everyday; fairy tale; vacation,For sale,8905
lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineLace3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineLace3.png,Beige,No,920,230,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cute,everyday; fairy tale; vacation,For sale,8906
lemon skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLemon0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLemon0.png,Light blue,No,880,220,Light blue,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Elegant,everyday; comfy; vacation,For sale,5874
lemon skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLemon1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLemon1.png,White,No,880,220,White,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Elegant,everyday; comfy; vacation,For sale,8753
lemon skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLemon2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLemon2.png,Black,No,880,220,Black,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Elegant,everyday; comfy; vacation,For sale,8754
leopard miniskirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxLeopard0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxLeopard0.png,Brown,No,1820,455,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,everyday,For sale,4373
leopard miniskirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxLeopard1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxLeopard1.png,Gray,No,1820,455,Gray,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,everyday,For sale,10197
leopard miniskirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxLeopard2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxLeopard2.png,Blue,No,1820,455,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,everyday,For sale,10198
leopard miniskirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxLeopard3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxLeopard3.png,Lime,No,1820,455,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,everyday,For sale,10199
leopard miniskirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxLeopard4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxLeopard4.png,Purple,No,1820,455,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,everyday,For sale,10200
leopard miniskirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxLeopard5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxLeopard5.png,Pink,No,1820,455,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,everyday,For sale,10201
long chino skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongChino0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongChino0.png,Beige,No,1560,390,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,4257
long chino skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongChino1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongChino1.png,Brown,No,1560,390,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,11141
long chino skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongChino2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongChino2.png,Navy blue,No,1560,390,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,11142
long chino skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongChino3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongChino3.png,Avocado,No,1560,390,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,11143
long chino skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongChino4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongChino4.png,Gray,No,1560,390,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,11144
long denim skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDenim0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDenim0.png,Blue,No,1560,390,Blue,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday,For sale,5708
long denim skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDenim1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDenim1.png,Light blue,No,1560,390,Light blue,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday,For sale,11445
long denim skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDenim2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDenim2.png,Navy blue,No,1560,390,Blue,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday,For sale,11446
long denim skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDenim3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDenim3.png,Black,No,1560,390,Black,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday,For sale,11447
long denim skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDenim4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDenim4.png,White,No,1560,390,White,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday,For sale,11448
long plaid skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongCheck0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongCheck0.png,Red,No,1450,362,Red,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,4374
long plaid skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongCheck1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongCheck1.png,Green,No,1450,362,Green,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,8714
long plaid skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongCheck2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongCheck2.png,Blue,No,1450,362,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,8715
long plaid skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongCheck3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongCheck3.png,Beige,No,1450,362,Orange,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,8716
long pleated skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongPleats0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongPleats0.png,Ruby red,No,1560,390,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday,For sale,4222
long pleated skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongPleats1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongPleats1.png,White,No,1560,390,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday,For sale,8703
long pleated skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongPleats2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongPleats2.png,Yellow,No,1560,390,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday,For sale,8704
long pleated skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongPleats3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongPleats3.png,Cyan,No,1560,390,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday,For sale,8705
long pleated skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongPleats4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongPleats4.png,Gray,No,1560,390,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday,For sale,8706
long polka skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDot0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDot0.png,Black,No,1300,325,Black,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; vacation,For sale,4252
long polka skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDot1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDot1.png,Red,No,1300,325,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; vacation,For sale,8707
long polka skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDot2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDot2.png,Blue,No,1300,325,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; vacation,For sale,8708
long polka skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDot3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDot3.png,Green,No,1300,325,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; vacation,For sale,8709
long polka skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDot4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDot4.png,Orange,No,1300,325,Orange,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; vacation,For sale,8710
long polka skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDot5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDot5.png,Yellow,No,1300,325,Yellow,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; vacation,For sale,8711
long polka skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDot6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDot6.png,Pink,No,1300,325,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; vacation,For sale,8712
long polka skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDot7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDot7.png,Light blue,No,1300,325,Light blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; vacation,For sale,8713
long sailor skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongSailor0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongSailor0.png,Navy blue,No,1560,390,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; formal,For sale,6016
long sailor skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongSailor1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongSailor1.png,Orange,No,1560,390,Orange,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; formal,For sale,11642
long sailor skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongSailor2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongSailor2.png,Light blue,No,1560,390,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; formal,For sale,11643
long sailor skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongSailor3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongSailor3.png,Green,No,1560,390,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; formal,For sale,11644
long sailor skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongSailor4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongSailor4.png,Brown,No,1560,390,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; formal,For sale,11645
long sailor skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongSailor5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongSailor5.png,Purple,No,1560,390,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; formal,For sale,11646
long sailor skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongSailor6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongSailor6.png,Red,No,1560,390,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; formal,For sale,11647
long sailor skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongSailor7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongSailor7.png,Pink,No,1560,390,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; formal,For sale,11648
long sweatskirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongSweat0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongSweat0.png,Navy blue,No,1000,250,Blue,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,everyday; comfy,For sale,5417
long sweatskirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongSweat1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongSweat1.png,Gray,No,1000,250,Gray,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,everyday; comfy,For sale,8724
long sweatskirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongSweat2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongSweat2.png,Green,No,1000,250,Green,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,everyday; comfy,For sale,8725
long sweatskirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongSweat3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongSweat3.png,Purple,No,1000,250,Purple,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,everyday; comfy,For sale,8726
muay-thai shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotThai0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotThai0.png,Blue,No,980,245,Blue,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,comfy; sporty,For sale,4522
muay-thai shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotThai1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotThai1.png,Red,No,980,245,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,comfy; sporty,For sale,11947
muay-thai shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotThai2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotThai2.png,Green,No,980,245,Green,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,comfy; sporty,For sale,11948
muay-thai shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotThai3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotThai3.png,Purple,No,980,245,Purple,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,comfy; sporty,For sale,11949
multicolor shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfMulticolor0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfMulticolor0.png,Green,No,1100,275,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,everyday; outdoorsy; vacation,For sale,4371
multicolor shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfMulticolor1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfMulticolor1.png,Red,No,1100,275,Red,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,everyday; outdoorsy; vacation,For sale,9089
multicolor shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfMulticolor2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfMulticolor2.png,Blue,No,1100,275,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,everyday; outdoorsy; vacation,For sale,9090
multicolor shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfMulticolor3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfMulticolor3.png,Yellow,No,1100,275,Orange,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,everyday; outdoorsy; vacation,For sale,9091
noble pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalNoble0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalNoble0.png,Black,No,4300,1075,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,fairy tale; formal; party; theatrical,For sale,4398
noble pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalNoble1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalNoble1.png,Ruby red,No,4300,1075,Pink,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,fairy tale; formal; party; theatrical,For sale,9248
noble pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalNoble2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalNoble2.png,White,No,4300,1075,White,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,fairy tale; formal; party; theatrical,For sale,9249
noble pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalNoble3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalNoble3.png,Blue,No,4300,1075,Blue,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,fairy tale; formal; party; theatrical,For sale,9250
noble pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalNoble4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalNoble4.png,Green,No,4300,1075,Green,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,fairy tale; formal; party; theatrical,For sale,9251
