Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Size,Source,Source Notes,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Catalog,Variant ID,Internal ID
mountain standee,https://acnhcdn.com/latest/FtrIcon/FtrHariboteMountain_Remake_1_0.png,Cherry blossoms,Season,NA,NA,Yes,Yes,No,2,NFS,1080,2x1,Crafting,,school,None,None,standee,No,School,Not for sale,1_0,532
mountain standee,https://acnhcdn.com/latest/FtrIcon/FtrHariboteMountain_Remake_2_0.png,Summer,Season,NA,NA,Yes,Yes,No,2,NFS,1080,2x1,Crafting,,school,None,None,standee,No,School,Not for sale,2_0,532
mountain standee,https://acnhcdn.com/latest/FtrIcon/FtrHariboteMountain_Remake_3_0.png,Kyoto in summer,Season,NA,NA,Yes,Yes,No,2,NFS,1080,2x1,Crafting,,school,None,None,standee,No,School,Not for sale,3_0,532
mountain standee,https://acnhcdn.com/latest/FtrIcon/FtrHariboteMountain_Remake_4_0.png,Fall,Season,NA,NA,Yes,Yes,No,2,NFS,1080,2x1,Crafting,,school,None,None,standee,No,School,Not for sale,4_0,532
mountain standee,https://acnhcdn.com/latest/FtrIcon/FtrHariboteMountain_Remake_5_0.png,Winter,Season,NA,NA,Yes,Yes,No,2,NFS,1080,2x1,Crafting,,school,None,None,standee,No,School,Not for sale,5_0,532
Mr. Flamingo,https://acnhcdn.com/latest/FtrIcon/FtrFlamingoMale_Remake_0_0.png,Natural,NA,NA,NA,No,No,No,NA,3000,750,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,garden,fancy,None,None,No,Animal,For sale,0_0,335
Mr. Flamingo,https://acnhcdn.com/latest/FtrIcon/FtrFlamingoMale_Remake_1_0.png,White,NA,NA,NA,No,No,No,NA,3000,750,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,garden,fancy,None,None,No,Animal,For sale,1_0,335
Mrs. Flamingo,https://acnhcdn.com/latest/FtrIcon/FtrFlamingoFemale_Remake_0_0.png,Natural,NA,NA,NA,No,No,No,NA,3000,750,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,garden,fancy,None,None,No,Animal,For sale,0_0,336
Mrs. Flamingo,https://acnhcdn.com/latest/FtrIcon/FtrFlamingoFemale_Remake_1_0.png,White,NA,NA,NA,No,No,No,NA,3000,750,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,garden,fancy,None,None,No,Animal,For sale,1_0,336
mum cushion,https://acnhcdn.com/latest/FtrIcon/FtrFlowerStoolS_Remake_0_0.png,Yellow,Flower color,NA,NA,Yes,Yes,No,1,NFS,440,1x1,Crafting,,fancy,None,flowers,None,Yes,Chair,Not for sale,0_0,7232
mum cushion,https://acnhcdn.com/latest/FtrIcon/FtrFlowerStoolS_Remake_1_0.png,Red,Flower color,NA,NA,Yes,Yes,No,1,NFS,440,1x1,Crafting,,fancy,None,flowers,None,Yes,Chair,Not for sale,1_0,7232
mum cushion,https://acnhcdn.com/latest/FtrIcon/FtrFlowerStoolS_Remake_2_0.png,White,Flower color,NA,NA,Yes,Yes,No,1,NFS,440,1x1,Crafting,,fancy,None,flowers,None,Yes,Chair,Not for sale,2_0,7232
mush lamp,https://acnhcdn.com/latest/FtrIcon/FtrMushroomLamp_Remake_0_0.png,Ordinary mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1600,1x1,Crafting,,garden,None,mush,None,Yes,Lamp,Not for sale,0_0,805
mush lamp,https://acnhcdn.com/latest/FtrIcon/FtrMushroomLamp_Remake_1_0.png,White mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1600,1x1,Crafting,,garden,None,mush,None,Yes,Lamp,Not for sale,1_0,805
mush lamp,https://acnhcdn.com/latest/FtrIcon/FtrMushroomLamp_Remake_2_0.png,Strange mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1600,1x1,Crafting,,garden,None,mush,None,Yes,Lamp,Not for sale,2_0,805
mush lamp,https://acnhcdn.com/latest/FtrIcon/FtrMushroomLamp_Remake_3_0.png,Red mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1600,1x1,Crafting,,garden,None,mush,None,Yes,Lamp,Not for sale,3_0,805
mush lamp,https://acnhcdn.com/latest/FtrIcon/FtrMushroomLamp_Remake_4_0.png,Yellow mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1600,1x1,Crafting,,garden,None,mush,None,Yes,Lamp,Not for sale,4_0,805
mush log,https://acnhcdn.com/latest/FtrIcon/FtrMushroomPulpwood_Remake_0_0.png,Ordinary mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1680,1x1,Crafting,,facility,garden,mush,None,No,Desk,Not for sale,0_0,3808
mush log,https://acnhcdn.com/latest/FtrIcon/FtrMushroomPulpwood_Remake_1_0.png,White mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1680,1x1,Crafting,,facility,garden,mush,None,No,Desk,Not for sale,1_0,3808
mush log,https://acnhcdn.com/latest/FtrIcon/FtrMushroomPulpwood_Remake_2_0.png,Strange mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1680,1x1,Crafting,,facility,garden,mush,None,No,Desk,Not for sale,2_0,3808
mush log,https://acnhcdn.com/latest/FtrIcon/FtrMushroomPulpwood_Remake_3_0.png,Red mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1680,1x1,Crafting,,facility,garden,mush,None,No,Desk,Not for sale,3_0,3808
mush log,https://acnhcdn.com/latest/FtrIcon/FtrMushroomPulpwood_Remake_4_0.png,Yellow mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1680,1x1,Crafting,,facility,garden,mush,None,No,Desk,Not for sale,4_0,3808
mush low stool,https://acnhcdn.com/latest/FtrIcon/FtrMushroomChairS_Remake_0_0.png,Ordinary mushroom,Mushroom type,NA,NA,Yes,Yes,No,2,NFS,800,1x1,Crafting,,garden,None,mush,None,Yes,Chair,Not for sale,0_0,4708
mush low stool,https://acnhcdn.com/latest/FtrIcon/FtrMushroomChairS_Remake_1_0.png,White mushroom,Mushroom type,NA,NA,Yes,Yes,No,2,NFS,800,1x1,Crafting,,garden,None,mush,None,Yes,Chair,Not for sale,1_0,4708
mush low stool,https://acnhcdn.com/latest/FtrIcon/FtrMushroomChairS_Remake_2_0.png,Strange mushroom,Mushroom type,NA,NA,Yes,Yes,No,2,NFS,800,1x1,Crafting,,garden,None,mush,None,Yes,Chair,Not for sale,2_0,4708
mush low stool,https://acnhcdn.com/latest/FtrIcon/FtrMushroomChairS_Remake_3_0.png,Red mushroom,Mushroom type,NA,NA,Yes,Yes,No,2,NFS,800,1x1,Crafting,,garden,None,mush,None,Yes,Chair,Not for sale,3_0,4708
mush low stool,https://acnhcdn.com/latest/FtrIcon/FtrMushroomChairS_Remake_4_0.png,Yellow mushroom,Mushroom type,NA,NA,Yes,Yes,No,2,NFS,800,1x1,Crafting,,garden,None,mush,None,Yes,Chair,Not for sale,4_0,4708
mush parasol,https://acnhcdn.com/latest/FtrIcon/FtrMushroomParasol_Remake_0_0.png,Ordinary mushroom,Mushroom type,NA,NA,Yes,Yes,No,2,NFS,1200,2x2,Crafting,,garden,None,mush,None,No,Plants,Not for sale,0_0,3805
mush parasol,https://acnhcdn.com/latest/FtrIcon/FtrMushroomParasol_Remake_1_0.png,White mushroom,Mushroom type,NA,NA,Yes,Yes,No,2,NFS,1200,2x2,Crafting,,garden,None,mush,None,No,Plants,Not for sale,1_0,3805
mush parasol,https://acnhcdn.com/latest/FtrIcon/FtrMushroomParasol_Remake_2_0.png,Strange mushroom,Mushroom type,NA,NA,Yes,Yes,No,2,NFS,1200,2x2,Crafting,,garden,None,mush,None,No,Plants,Not for sale,2_0,3805
mush parasol,https://acnhcdn.com/latest/FtrIcon/FtrMushroomParasol_Remake_3_0.png,Red mushroom,Mushroom type,NA,NA,Yes,Yes,No,2,NFS,1200,2x2,Crafting,,garden,None,mush,None,No,Plants,Not for sale,3_0,3805
mush parasol,https://acnhcdn.com/latest/FtrIcon/FtrMushroomParasol_Remake_4_0.png,Yellow mushroom,Mushroom type,NA,NA,Yes,Yes,No,2,NFS,1200,2x2,Crafting,,garden,None,mush,None,No,Plants,Not for sale,4_0,3805
mush partition,https://acnhcdn.com/latest/FtrIcon/FtrMushroomScreen_Remake_0_0.png,Ordinary mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1800,2x1,Crafting,,garden,None,mush,None,No,Screen,Not for sale,0_0,3806
mush partition,https://acnhcdn.com/latest/FtrIcon/FtrMushroomScreen_Remake_1_0.png,White mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1800,2x1,Crafting,,garden,None,mush,None,No,Screen,Not for sale,1_0,3806
mush partition,https://acnhcdn.com/latest/FtrIcon/FtrMushroomScreen_Remake_2_0.png,Strange mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1800,2x1,Crafting,,garden,None,mush,None,No,Screen,Not for sale,2_0,3806
mush partition,https://acnhcdn.com/latest/FtrIcon/FtrMushroomScreen_Remake_3_0.png,Red mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1800,2x1,Crafting,,garden,None,mush,None,No,Screen,Not for sale,3_0,3806
mush partition,https://acnhcdn.com/latest/FtrIcon/FtrMushroomScreen_Remake_4_0.png,Yellow mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1800,2x1,Crafting,,garden,None,mush,None,No,Screen,Not for sale,4_0,3806
mush table,https://acnhcdn.com/latest/FtrIcon/FtrMushroomTableL_Remake_0_0.png,Ordinary mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1520,2x2,Crafting,,garden,None,mush,None,No,Table,Not for sale,0_0,808
mush table,https://acnhcdn.com/latest/FtrIcon/FtrMushroomTableL_Remake_1_0.png,White mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1520,2x2,Crafting,,garden,None,mush,None,No,Table,Not for sale,1_0,808
mush table,https://acnhcdn.com/latest/FtrIcon/FtrMushroomTableL_Remake_2_0.png,Strange mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1520,2x2,Crafting,,garden,None,mush,None,No,Table,Not for sale,2_0,808
mush table,https://acnhcdn.com/latest/FtrIcon/FtrMushroomTableL_Remake_3_0.png,Red mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1520,2x2,Crafting,,garden,None,mush,None,No,Table,Not for sale,3_0,808
mush table,https://acnhcdn.com/latest/FtrIcon/FtrMushroomTableL_Remake_4_0.png,Yellow mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1520,2x2,Crafting,,garden,None,mush,None,No,Table,Not for sale,4_0,808
music stand,https://acnhcdn.com/latest/FtrIcon/FtrMusicstand_Remake_0_0.png,Brown,Body,NA,NA,Yes,Yes,No,2,NFS,960,1x1,Crafting,,music,None,None,None,No,Musical Instrument,Not for sale,0_0,1058
music stand,https://acnhcdn.com/latest/FtrIcon/FtrMusicstand_Remake_1_0.png,Natural,Body,NA,NA,Yes,Yes,No,2,NFS,960,1x1,Crafting,,music,None,None,None,No,Musical Instrument,Not for sale,1_0,1058
music stand,https://acnhcdn.com/latest/FtrIcon/FtrMusicstand_Remake_2_0.png,White,Body,NA,NA,Yes,Yes,No,2,NFS,960,1x1,Crafting,,music,None,None,None,No,Musical Instrument,Not for sale,2_0,1058
music stand,https://acnhcdn.com/latest/FtrIcon/FtrMusicstand_Remake_3_0.png,Black,Body,NA,NA,Yes,Yes,No,2,NFS,960,1x1,Crafting,,music,None,None,None,No,Musical Instrument,Not for sale,3_0,1058
natural garden chair,https://acnhcdn.com/latest/FtrIcon/FtrGardenChairNatural_Remake_0_0.png,Natural,Chair back and seat,NA,NA,Yes,Yes,No,3,NFS,2220,1x1,Crafting,,garden,None,None,natural,Yes,Chair,Not for sale,0_0,2586
natural garden chair,https://acnhcdn.com/latest/FtrIcon/FtrGardenChairNatural_Remake_1_0.png,Oak,Chair back and seat,NA,NA,Yes,Yes,No,3,NFS,2220,1x1,Crafting,,garden,None,None,natural,Yes,Chair,Not for sale,1_0,2586
natural garden chair,https://acnhcdn.com/latest/FtrIcon/FtrGardenChairNatural_Remake_2_0.png,Shabby,Chair back and seat,NA,NA,Yes,Yes,No,3,NFS,2220,1x1,Crafting,,garden,None,None,natural,Yes,Chair,Not for sale,2_0,2586
natural garden table,https://acnhcdn.com/latest/FtrIcon/FtrGardenTableNatural_Remake_0_0.png,Natural,Tabletop,NA,NA,Yes,Yes,No,5,NFS,3330,2x2,Crafting,,garden,None,None,natural,No,Table,Not for sale,0_0,3396
natural garden table,https://acnhcdn.com/latest/FtrIcon/FtrGardenTableNatural_Remake_1_0.png,Oak,Tabletop,NA,NA,Yes,Yes,No,5,NFS,3330,2x2,Crafting,,garden,None,None,natural,No,Table,Not for sale,1_0,3396
natural garden table,https://acnhcdn.com/latest/FtrIcon/FtrGardenTableNatural_Remake_2_0.png,Shabby,Tabletop,NA,NA,Yes,Yes,No,5,NFS,3330,2x2,Crafting,,garden,None,None,natural,No,Table,Not for sale,2_0,3396
natural square table,https://acnhcdn.com/latest/FtrIcon/FtrGardenTableSNatural_Remake_0_0.png,Natural,Tabletop,NA,NA,Yes,Yes,No,3,NFS,1980,1x1,Crafting,,garden,None,None,natural,No,Table,Not for sale,0_0,12332
natural square table,https://acnhcdn.com/latest/FtrIcon/FtrGardenTableSNatural_Remake_1_0.png,Oak,Tabletop,NA,NA,Yes,Yes,No,3,NFS,1980,1x1,Crafting,,garden,None,None,natural,No,Table,Not for sale,1_0,12332
natural square table,https://acnhcdn.com/latest/FtrIcon/FtrGardenTableSNatural_Remake_2_0.png,Shabby,Tabletop,NA,NA,Yes,Yes,No,3,NFS,1980,1x1,Crafting,,garden,None,None,natural,No,Table,Not for sale,2_0,12332
neutral corner,https://acnhcdn.com/latest/FtrIcon/FtrRingcornerNeutral_Remake_0_0.png,NA,NA,Green,Ring curtain,No,No,Yes,3,6100,1525,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",fitness,None,None,sports ring,Yes,Sports,For sale,0_0,7152
neutral corner,https://acnhcdn.com/latest/FtrIcon/FtrRingcornerNeutral_Remake_0_1.png,NA,NA,Red,Ring curtain,No,No,Yes,3,6100,1525,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",fitness,None,None,sports ring,Yes,Sports,For sale,0_1,7152
neutral corner,https://acnhcdn.com/latest/FtrIcon/FtrRingcornerNeutral_Remake_0_2.png,NA,NA,Blue,Ring curtain,No,No,Yes,3,6100,1525,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",fitness,None,None,sports ring,Yes,Sports,For sale,0_2,7152
neutral corner,https://acnhcdn.com/latest/FtrIcon/FtrRingcornerNeutral_Remake_0_3.png,NA,NA,Black,Ring curtain,No,No,Yes,3,6100,1525,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",fitness,None,None,sports ring,Yes,Sports,For sale,0_3,7152
neutral corner,https://acnhcdn.com/latest/FtrIcon/FtrRingcornerNeutral_Remake_0_4.png,NA,NA,Yellow,Ring curtain,No,No,Yes,3,6100,1525,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",fitness,None,None,sports ring,Yes,Sports,For sale,0_4,7152
office desk,https://acnhcdn.com/latest/FtrIcon/FtrOfficeTable_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,3600,900,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",office,None,None,office,No,Desk,For sale,0_0,840
office desk,https://acnhcdn.com/latest/FtrIcon/FtrOfficeTable_Remake_1_0.png,Beige & white,NA,NA,NA,No,No,No,NA,3600,900,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",office,None,None,office,No,Desk,For sale,1_0,840
office desk,https://acnhcdn.com/latest/FtrIcon/FtrOfficeTable_Remake_2_0.png,Brown & black,NA,NA,NA,No,No,No,NA,3600,900,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",office,None,None,office,No,Desk,For sale,2_0,840
office desk,https://acnhcdn.com/latest/FtrIcon/FtrOfficeTable_Remake_3_0.png,Gray,NA,NA,NA,No,No,No,NA,3600,900,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",office,None,None,office,No,Desk,For sale,3_0,840
oil barrel,https://acnhcdn.com/latest/FtrIcon/FtrDrumcan_Remake_0_0.png,Light green,NA,NA,NA,No,No,No,NA,650,162,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",garage,None,None,None,No,Vehicle,For sale,0_0,1567
oil barrel,https://acnhcdn.com/latest/FtrIcon/FtrDrumcan_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,650,162,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",garage,None,None,None,No,Vehicle,For sale,1_0,1567
oil barrel,https://acnhcdn.com/latest/FtrIcon/FtrDrumcan_Remake_2_0.png,Light blue,NA,NA,NA,No,No,No,NA,650,162,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",garage,None,None,None,No,Vehicle,For sale,2_0,1567
oil barrel,https://acnhcdn.com/latest/FtrIcon/FtrDrumcan_Remake_3_0.png,Orange,NA,NA,NA,No,No,No,NA,650,162,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",garage,None,None,None,No,Vehicle,For sale,3_0,1567
oil barrel,https://acnhcdn.com/latest/FtrIcon/FtrDrumcan_Remake_4_0.png,Caution,NA,NA,NA,No,No,No,NA,650,162,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",garage,None,None,None,No,Vehicle,For sale,4_0,1567
oil barrel,https://acnhcdn.com/latest/FtrIcon/FtrDrumcan_Remake_5_0.png,Red,NA,NA,NA,No,No,No,NA,650,162,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",garage,None,None,None,No,Vehicle,For sale,5_0,1567
oil barrel,https://acnhcdn.com/latest/FtrIcon/FtrDrumcan_Remake_6_0.png,Green,NA,NA,NA,No,No,No,NA,650,162,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",garage,None,None,None,No,Vehicle,For sale,6_0,1567
oil barrel,https://acnhcdn.com/latest/FtrIcon/FtrDrumcan_Remake_7_0.png,Damaged,NA,NA,NA,No,No,No,NA,650,162,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",garage,None,None,None,No,Vehicle,For sale,7_0,1567
oil-barrel bathtub,https://acnhcdn.com/latest/FtrIcon/FtrDrumcanbath_Remake_0_0.png,No coating,Barrel color,NA,NA,Yes,Yes,No,1,NFS,655,1x1,Crafting,,bathroom,None,None,None,Yes,Bathtub,Not for sale,0_0,3819
oil-barrel bathtub,https://acnhcdn.com/latest/FtrIcon/FtrDrumcanbath_Remake_1_0.png,Green,Barrel color,NA,NA,Yes,Yes,No,1,NFS,655,1x1,Crafting,,bathroom,None,None,None,Yes,Bathtub,Not for sale,1_0,3819
oil-barrel bathtub,https://acnhcdn.com/latest/FtrIcon/FtrDrumcanbath_Remake_2_0.png,Yellow,Barrel color,NA,NA,Yes,Yes,No,1,NFS,655,1x1,Crafting,,bathroom,None,None,None,Yes,Bathtub,Not for sale,2_0,3819
oil-barrel bathtub,https://acnhcdn.com/latest/FtrIcon/FtrDrumcanbath_Remake_3_0.png,Red,Barrel color,NA,NA,Yes,Yes,No,1,NFS,655,1x1,Crafting,,bathroom,None,None,None,Yes,Bathtub,Not for sale,3_0,3819
oil-barrel bathtub,https://acnhcdn.com/latest/FtrIcon/FtrDrumcanbath_Remake_4_0.png,White,Barrel color,NA,NA,Yes,Yes,No,1,NFS,655,1x1,Crafting,,bathroom,None,None,None,Yes,Bathtub,Not for sale,4_0,3819
oil-barrel bathtub,https://acnhcdn.com/latest/FtrIcon/FtrDrumcanbath_Remake_5_0.png,Retro,Barrel color,NA,NA,Yes,Yes,No,1,NFS,655,1x1,Crafting,,bathroom,None,None,None,Yes,Bathtub,Not for sale,5_0,3819
OK Motors sign,https://acnhcdn.com/latest/FtrIcon/FtrCompassSignOK.png,NA,NA,NA,NA,No,No,No,NA,3000,750,1x1,Nook Shopping Promotion,"Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch",facility,None,None,None,Yes,Compass,Not in catalog,NA,12371
old sewing machine,https://acnhcdn.com/latest/FtrIcon/FtrSewingmachineRetro_Remake_0_0.png,Black,NA,NA,NA,No,No,No,NA,2200,550,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,Yes,Sewing Table,For sale,0_0,1127
old sewing machine,https://acnhcdn.com/latest/FtrIcon/FtrSewingmachineRetro_Remake_1_0.png,Green,NA,NA,NA,No,No,No,NA,2200,550,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,Yes,Sewing Table,For sale,1_0,1127
old sewing machine,https://acnhcdn.com/latest/FtrIcon/FtrSewingmachineRetro_Remake_2_0.png,Silver,NA,NA,NA,No,No,No,NA,2200,550,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,Yes,Sewing Table,For sale,2_0,1127
open-frame kitchen,https://acnhcdn.com/latest/FtrIcon/FtrKitchenFlame.png,NA,NA,NA,NA,No,No,No,NA,140000,35000,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",kitchen,shop,None,None,Yes,Kitchen,For sale,NA,3615
orange end table,https://acnhcdn.com/latest/FtrIcon/FtrFruitsTableS_Remake_0_0.png,Orange,Fruit type,NA,NA,Yes,Yes,No,4,NFS,2480,1x1,Crafting,,fancy,None,fruits,orange,No,Table,Not for sale,0_0,3975
orange end table,https://acnhcdn.com/latest/FtrIcon/FtrFruitsTableS_Remake_1_0.png,Blood orange,Fruit type,NA,NA,Yes,Yes,No,4,NFS,2480,1x1,Crafting,,fancy,None,fruits,orange,No,Table,Not for sale,1_0,3975
outdoor air conditioner,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorunit.png,NA,NA,NA,NA,No,No,No,NA,2200,550,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,facility,garden,None,None,Yes,Fan,For sale,NA,1131
outdoor bath,https://acnhcdn.com/latest/FtrIcon/FtrOpenairbath_Remake_0_0.png,Gray,Stone,NA,NA,Yes,Yes,No,6,NFS,4350,3x3,Crafting,,garden,zen-style,None,None,Yes,Bathtub,Not for sale,0_0,1111
outdoor bath,https://acnhcdn.com/latest/FtrIcon/FtrOpenairbath_Remake_1_0.png,Black,Stone,NA,NA,Yes,Yes,No,6,NFS,4350,3x3,Crafting,,garden,zen-style,None,None,Yes,Bathtub,Not for sale,1_0,1111
outdoor bath,https://acnhcdn.com/latest/FtrIcon/FtrOpenairbath_Remake_2_0.png,Brown,Stone,NA,NA,Yes,Yes,No,6,NFS,4350,3x3,Crafting,,garden,zen-style,None,None,Yes,Bathtub,Not for sale,2_0,1111
outdoor bath,https://acnhcdn.com/latest/FtrIcon/FtrOpenairbath_Remake_3_0.png,White,Stone,NA,NA,Yes,Yes,No,6,NFS,4350,3x3,Crafting,,garden,zen-style,None,None,Yes,Bathtub,Not for sale,3_0,1111
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_0_0.png,White,NA,White,Seat,No,No,Yes,1,1300,325,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,outdoors,None,None,None,Yes,Sofa,For sale,0_0,3947
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_0_1.png,White,NA,Black,Seat,No,No,Yes,1,1300,325,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,outdoors,None,None,None,Yes,Sofa,For sale,0_1,3947
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_0_2.png,White,NA,Green,Seat,No,No,Yes,1,1300,325,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,outdoors,None,None,None,Yes,Sofa,For sale,0_2,3947
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_0_3.png,White,NA,Blue,Seat,No,No,Yes,1,1300,325,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,outdoors,None,None,None,Yes,Sofa,For sale,0_3,3947
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_0_4.png,White,NA,Orange,Seat,No,No,Yes,1,1300,325,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,outdoors,None,None,None,Yes,Sofa,For sale,0_4,3947
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_0_5.png,White,NA,Light wood,Seat,No,No,Yes,1,1300,325,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,outdoors,None,None,None,Yes,Sofa,For sale,0_5,3947
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_0_6.png,White,NA,Dark wood,Seat,No,No,Yes,1,1300,325,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,outdoors,None,None,None,Yes,Sofa,For sale,0_6,3947
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_1_0.png,Black,NA,White,Seat,No,No,Yes,1,1300,325,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,outdoors,None,None,None,Yes,Sofa,For sale,1_0,3947
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_1_1.png,Black,NA,Black,Seat,No,No,Yes,1,1300,325,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,outdoors,None,None,None,Yes,Sofa,For sale,1_1,3947
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_1_2.png,Black,NA,Green,Seat,No,No,Yes,1,1300,325,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,outdoors,None,None,None,Yes,Sofa,For sale,1_2,3947
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_1_3.png,Black,NA,Blue,Seat,No,No,Yes,1,1300,325,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,outdoors,None,None,None,Yes,Sofa,For sale,1_3,3947
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_1_4.png,Black,NA,Orange,Seat,No,No,Yes,1,1300,325,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,outdoors,None,None,None,Yes,Sofa,For sale,1_4,3947
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_1_5.png,Black,NA,Light wood,Seat,No,No,Yes,1,1300,325,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,outdoors,None,None,None,Yes,Sofa,For sale,1_5,3947
