Internal ID,Name,Storage Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Closet Image,Seasonal Availability,Style,Label Themes,Variation
12192,gingham picnic skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineGingham1.png,880,220,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineGingham1.png,All Year,Simple,everyday,Green
12193,gingham picnic skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineGingham2.png,880,220,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineGingham2.png,All Year,Simple,everyday,Blue
12194,gingham picnic skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineGingham3.png,880,220,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineGingham3.png,All Year,Simple,everyday,Gray
12195,gingham picnic skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineGingham4.png,880,220,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Orange,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineGingham4.png,All Year,Simple,everyday,Orange
12196,gingham picnic skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineGingham5.png,880,220,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineGingham5.png,All Year,Simple,everyday,Pink
12197,gingham picnic skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineGingham6.png,880,220,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineGingham6.png,All Year,Simple,everyday,Purple
12198,gingham picnic skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineGingham7.png,880,220,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineGingham7.png,All Year,Simple,everyday,Light blue
5734,gobelin shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfGobelins0.png,840,210,Able Sisters,Available from Able Sisters shop only,Beige,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfGobelins0.png,All Year,Elegant,everyday; vacation,Beige
8923,gobelin shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfGobelins1.png,840,210,Able Sisters,Available from Able Sisters shop only,Black,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfGobelins1.png,All Year,Elegant,everyday; vacation,Black
4333,grass skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxGrass0.png,NFS,140,Crafting,,Beige,Beige,Not for sale,Yes,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxGrass0.png,All Year,Active,outdoorsy; vacation,Brown
8907,green grass skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxGrass1.png,NFS,140,Crafting,,Green,Green,Not for sale,Yes,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxGrass1.png,All Year,Active,outdoorsy; vacation,Green
4254,hickory-stripe pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideHickory0.png,1560,390,Able Sisters,Available from Able Sisters shop only,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideHickory0.png,All Year,Simple,everyday; outdoorsy; sporty,Blue
9537,hickory-stripe pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideHickory1.png,1560,390,Able Sisters,Available from Able Sisters shop only,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideHickory1.png,All Year,Simple,everyday; outdoorsy; sporty,Light blue
4195,jogging shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotRunning0.png,700,175,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotRunning0.png,All Year,Active,outdoorsy; comfy; sporty,Pink
8854,jogging shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotRunning1.png,700,175,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotRunning1.png,All Year,Active,outdoorsy; comfy; sporty,Light blue
8855,jogging shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotRunning2.png,700,175,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotRunning2.png,All Year,Active,outdoorsy; comfy; sporty,Lime
8856,jogging shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotRunning3.png,700,175,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotRunning3.png,All Year,Active,outdoorsy; comfy; sporty,Red
8857,jogging shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotRunning4.png,700,175,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotRunning4.png,All Year,Active,outdoorsy; comfy; sporty,Blue
8858,jogging shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotRunning5.png,700,175,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotRunning5.png,All Year,Active,outdoorsy; comfy; sporty,Black
8859,jogging shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotRunning6.png,700,175,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Purple,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotRunning6.png,All Year,Active,outdoorsy; comfy; sporty,Purple
8860,jogging shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotRunning7.png,700,175,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Orange,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotRunning7.png,All Year,Active,outdoorsy; comfy; sporty,Orange
3337,kilt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineKilt0.png,1000,250,Able Sisters,Available from Able Sisters shop only,Red,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineKilt0.png,All Year,Simple,everyday; formal; work,Red
9239,kilt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineKilt1.png,1000,250,Able Sisters,Available from Able Sisters shop only,Black,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineKilt1.png,All Year,Simple,everyday; formal; work,Black
9240,kilt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineKilt2.png,1000,250,Able Sisters,Available from Able Sisters shop only,Blue,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineKilt2.png,All Year,Simple,everyday; formal; work,Navy blue
9241,kilt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineKilt3.png,1000,250,Able Sisters,Available from Able Sisters shop only,Green,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineKilt3.png,All Year,Simple,everyday; formal; work,Green
5707,knit pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalKnit0.png,910,227,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalKnit0.png,Winter,Simple,everyday; comfy,Gray
9258,knit pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalKnit1.png,910,227,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Brown,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalKnit1.png,Winter,Simple,everyday; comfy,Brown
9259,knit pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalKnit2.png,910,227,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalKnit2.png,Winter,Simple,everyday; comfy,Light blue
9260,knit pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalKnit3.png,910,227,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalKnit3.png,Winter,Simple,everyday; comfy,Red
5414,knit skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxAran0.png,910,227,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Beige,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxAran0.png,Winter,Simple,everyday; comfy,Brown
11344,knit skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxAran1.png,910,227,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxAran1.png,Winter,Simple,everyday; comfy,Light blue
11345,knit skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxAran2.png,910,227,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxAran2.png,Winter,Simple,everyday; comfy,Pink
11346,knit skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxAran3.png,910,227,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxAran3.png,Winter,Simple,everyday; comfy,Mustard
4331,kung-fu pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideKungfu0.png,1680,420,Able Sisters,Available from Able Sisters shop only,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideKungfu0.png,All Year,Simple,everyday; sporty,Navy blue
11391,kung-fu pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideKungfu1.png,1680,420,Able Sisters,Available from Able Sisters shop only,White,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideKungfu1.png,All Year,Simple,everyday; sporty,White
11392,kung-fu pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideKungfu2.png,1680,420,Able Sisters,Available from Able Sisters shop only,Light blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideKungfu2.png,All Year,Simple,everyday; sporty,Light blue
11393,kung-fu pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideKungfu3.png,1680,420,Able Sisters,Available from Able Sisters shop only,Yellow,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideKungfu3.png,All Year,Simple,everyday; sporty,Yellow
11394,kung-fu pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideKungfu4.png,1680,420,Able Sisters,Available from Able Sisters shop only,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideKungfu4.png,All Year,Simple,everyday; sporty,Green
9878,Labelle shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfKate0.png,2540,635,Labelle,,Purple,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfKate0.png,All Year,Cool,formal; party; theatrical,Twilight
11736,Labelle shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfKate1.png,2540,635,Labelle,,Black,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfKate1.png,All Year,Cool,formal; party; theatrical,Midnight
11737,Labelle shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfKate2.png,2540,635,Labelle,,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfKate2.png,All Year,Cool,formal; party; theatrical,Passion
11738,Labelle shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfKate3.png,2540,635,Labelle,,Blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfKate3.png,All Year,Cool,formal; party; theatrical,Ocean
11739,Labelle shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfKate4.png,2540,635,Labelle,,Orange,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfKate4.png,All Year,Cool,formal; party; theatrical,Sunset
11740,Labelle shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfKate5.png,2540,635,Labelle,,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfKate5.png,All Year,Cool,formal; party; theatrical,Love
9879,Labelle skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongKate0.png,3100,775,Labelle,,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongKate0.png,All Year,Elegant,formal; party; theatrical,Twilight
11741,Labelle skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongKate1.png,3100,775,Labelle,,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongKate1.png,All Year,Elegant,formal; party; theatrical,Midnight
11742,Labelle skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongKate2.png,3100,775,Labelle,,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongKate2.png,All Year,Elegant,formal; party; theatrical,Passion
11743,Labelle skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongKate3.png,3100,775,Labelle,,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongKate3.png,All Year,Elegant,formal; party; theatrical,Ocean
11744,Labelle skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongKate4.png,3100,775,Labelle,,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongKate4.png,All Year,Elegant,formal; party; theatrical,Sunset
11745,Labelle skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongKate5.png,3100,775,Labelle,,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongKate5.png,All Year,Elegant,formal; party; theatrical,Love
4517,lace shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotLace0.png,840,210,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotLace0.png,Summer,Cute,everyday; fairy tale; vacation,White
8911,lace shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotLace1.png,840,210,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotLace1.png,Summer,Cute,everyday; fairy tale; vacation,Black
8912,lace shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotLace2.png,840,210,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotLace2.png,Summer,Cute,everyday; fairy tale; vacation,Green
8913,lace shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotLace3.png,840,210,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotLace3.png,Summer,Cute,everyday; fairy tale; vacation,Pink
8914,lace shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotLace4.png,840,210,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotLace4.png,Summer,Cute,everyday; fairy tale; vacation,Blue
3384,lace skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineLace0.png,920,230,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineLace0.png,Summer,Cute,everyday; fairy tale; vacation,White
8904,lace skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineLace1.png,920,230,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineLace1.png,Summer,Cute,everyday; fairy tale; vacation,Pink
8905,lace skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineLace2.png,920,230,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineLace2.png,Summer,Cute,everyday; fairy tale; vacation,Green
8906,lace skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineLace3.png,920,230,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Beige,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineLace3.png,Summer,Cute,everyday; fairy tale; vacation,Beige
5874,lemon skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLemon0.png,880,220,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLemon0.png,Summer,Elegant,everyday; comfy; vacation,Light blue
8753,lemon skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLemon1.png,880,220,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLemon1.png,Summer,Elegant,everyday; comfy; vacation,White
8754,lemon skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLemon2.png,880,220,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLemon2.png,Summer,Elegant,everyday; comfy; vacation,Black
4373,leopard miniskirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxLeopard0.png,1820,455,Able Sisters,Available from Able Sisters shop only,Brown,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxLeopard0.png,All Year,Cool,everyday,Brown
10197,leopard miniskirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxLeopard1.png,1820,455,Able Sisters,Available from Able Sisters shop only,Gray,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxLeopard1.png,All Year,Cool,everyday,Gray
10198,leopard miniskirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxLeopard2.png,1820,455,Able Sisters,Available from Able Sisters shop only,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxLeopard2.png,All Year,Cool,everyday,Blue
10199,leopard miniskirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxLeopard3.png,1820,455,Able Sisters,Available from Able Sisters shop only,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxLeopard3.png,All Year,Cool,everyday,Lime
10200,leopard miniskirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxLeopard4.png,1820,455,Able Sisters,Available from Able Sisters shop only,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxLeopard4.png,All Year,Cool,everyday,Purple
10201,leopard miniskirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxLeopard5.png,1820,455,Able Sisters,Available from Able Sisters shop only,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxLeopard5.png,All Year,Cool,everyday,Pink
4257,long chino skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongChino0.png,1560,390,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Beige,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongChino0.png,All Year,Simple,everyday; comfy,Beige
11141,long chino skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongChino1.png,1560,390,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Brown,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongChino1.png,All Year,Simple,everyday; comfy,Brown
11142,long chino skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongChino2.png,1560,390,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongChino2.png,All Year,Simple,everyday; comfy,Navy blue
11143,long chino skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongChino3.png,1560,390,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongChino3.png,All Year,Simple,everyday; comfy,Avocado
11144,long chino skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongChino4.png,1560,390,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongChino4.png,All Year,Simple,everyday; comfy,Gray
5708,long denim skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDenim0.png,1560,390,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDenim0.png,All Year,Simple,everyday,Blue
11445,long denim skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDenim1.png,1560,390,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDenim1.png,All Year,Simple,everyday,Light blue
11446,long denim skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDenim2.png,1560,390,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDenim2.png,All Year,Simple,everyday,Navy blue
11447,long denim skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDenim3.png,1560,390,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDenim3.png,All Year,Simple,everyday,Black
11448,long denim skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDenim4.png,1560,390,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDenim4.png,All Year,Simple,everyday,White
4374,long plaid skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongCheck0.png,1450,362,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongCheck0.png,All Year,Simple,everyday; comfy,Red
8714,long plaid skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongCheck1.png,1450,362,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongCheck1.png,All Year,Simple,everyday; comfy,Green
8715,long plaid skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongCheck2.png,1450,362,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongCheck2.png,All Year,Simple,everyday; comfy,Blue
8716,long plaid skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongCheck3.png,1450,362,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Orange,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongCheck3.png,All Year,Simple,everyday; comfy,Beige
4222,long pleated skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongPleats0.png,1560,390,Able Sisters,Available from Able Sisters shop only,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongPleats0.png,All Year,Simple,everyday,Ruby red
8703,long pleated skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongPleats1.png,1560,390,Able Sisters,Available from Able Sisters shop only,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongPleats1.png,All Year,Simple,everyday,White
8704,long pleated skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongPleats2.png,1560,390,Able Sisters,Available from Able Sisters shop only,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongPleats2.png,All Year,Simple,everyday,Yellow
8705,long pleated skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongPleats3.png,1560,390,Able Sisters,Available from Able Sisters shop only,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongPleats3.png,All Year,Simple,everyday,Cyan
8706,long pleated skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongPleats4.png,1560,390,Able Sisters,Available from Able Sisters shop only,Gray,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongPleats4.png,All Year,Simple,everyday,Gray
4252,long polka skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDot0.png,1300,325,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDot0.png,Summer,Simple,everyday; vacation,Black
