nameKor,Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Size,Source,Source Notes,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Catalog
사무용 의자,modern office chair,https://acnhcdn.com/latest/FtrIcon/FtrOfficeChair_Remake_3_0.png,Red,NA,NA,NA,No,No,No,NA,2200,550,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",office,None,None,office,Yes,Chair,For sale
사무용 의자,modern office chair,https://acnhcdn.com/latest/FtrIcon/FtrOfficeChair_Remake_4_0.png,Light blue,NA,NA,NA,No,No,No,NA,2200,550,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",office,None,None,office,Yes,Chair,For sale
사무용 의자,modern office chair,https://acnhcdn.com/latest/FtrIcon/FtrOfficeChair_Remake_5_0.png,Pink,NA,NA,NA,No,No,No,NA,2200,550,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",office,None,None,office,Yes,Chair,For sale
사무용 의자,modern office chair,https://acnhcdn.com/latest/FtrIcon/FtrOfficeChair_Remake_6_0.png,Black,NA,NA,NA,No,No,No,NA,2200,550,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",office,None,None,office,Yes,Chair,For sale
괴수,monster statue,https://acnhcdn.com/latest/FtrIcon/FtrMonster_Remake_0_0.png,Brown,NA,NA,NA,No,No,No,NA,NFS,25000,3x3,Nook Miles Shop,,child's room,horror,None,None,Yes,Toy,Not for sale
괴수,monster statue,https://acnhcdn.com/latest/FtrIcon/FtrMonster_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,NFS,25000,3x3,Nook Miles Shop,,child's room,horror,None,None,Yes,Toy,Not for sale
괴수,monster statue,https://acnhcdn.com/latest/FtrIcon/FtrMonster_Remake_2_0.png,Red,NA,NA,NA,No,No,No,NA,NFS,25000,3x3,Nook Miles Shop,,child's room,horror,None,None,Yes,Toy,Not for sale
괴수,monster statue,https://acnhcdn.com/latest/FtrIcon/FtrMonster_Remake_3_0.png,Black,NA,NA,NA,No,No,No,NA,NFS,25000,3x3,Nook Miles Shop,,child's room,horror,None,None,Yes,Toy,Not for sale
몬스테라,monstera,https://acnhcdn.com/latest/FtrIcon/FtrPlantMonstera_Remake_0_0.png,Black,NA,NA,NA,No,No,No,NA,1700,425,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,No,Plants,For sale
몬스테라,monstera,https://acnhcdn.com/latest/FtrIcon/FtrPlantMonstera_Remake_1_0.png,Brown,NA,NA,NA,No,No,No,NA,1700,425,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,No,Plants,For sale
몬스테라,monstera,https://acnhcdn.com/latest/FtrIcon/FtrPlantMonstera_Remake_2_0.png,Red,NA,NA,NA,No,No,No,NA,1700,425,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,No,Plants,For sale
몬스테라,monstera,https://acnhcdn.com/latest/FtrIcon/FtrPlantMonstera_Remake_3_0.png,Yellow,NA,NA,NA,No,No,No,NA,1700,425,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,No,Plants,For sale
몬스테라,monstera,https://acnhcdn.com/latest/FtrIcon/FtrPlantMonstera_Remake_4_0.png,Blue,NA,NA,NA,No,No,No,NA,1700,425,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,No,Plants,For sale
몬스테라,monstera,https://acnhcdn.com/latest/FtrIcon/FtrPlantMonstera_Remake_5_0.png,White,NA,NA,NA,No,No,No,NA,1700,425,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,No,Plants,For sale
달,moon,https://acnhcdn.com/latest/FtrIcon/FtrMoon.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,12500,2x2,Crafting,,space,None,None,None,Yes,Space,Not for sale
이끼 낀 바위,mossy garden rock,https://acnhcdn.com/latest/FtrIcon/FtrGardenrockMoss.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,2550,1x1,Crafting,,zen-style,garden,None,None,No,Japanese Style,Not for sale
마운틴 바이크,mountain bike,https://acnhcdn.com/latest/FtrIcon/FtrMountainbike_Remake_0_0.png,Green,NA,NA,NA,No,No,No,NA,5100,1275,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fitness,garden,None,None,No,Sports,For sale
마운틴 바이크,mountain bike,https://acnhcdn.com/latest/FtrIcon/FtrMountainbike_Remake_1_0.png,Yellow,NA,NA,NA,No,No,No,NA,5100,1275,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fitness,garden,None,None,No,Sports,For sale
마운틴 바이크,mountain bike,https://acnhcdn.com/latest/FtrIcon/FtrMountainbike_Remake_2_0.png,Pink,NA,NA,NA,No,No,No,NA,5100,1275,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fitness,garden,None,None,No,Sports,For sale
마운틴 바이크,mountain bike,https://acnhcdn.com/latest/FtrIcon/FtrMountainbike_Remake_3_0.png,Blue,NA,NA,NA,No,No,No,NA,5100,1275,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fitness,garden,None,None,No,Sports,For sale
마운틴 바이크,mountain bike,https://acnhcdn.com/latest/FtrIcon/FtrMountainbike_Remake_4_0.png,White,NA,NA,NA,No,No,No,NA,5100,1275,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fitness,garden,None,None,No,Sports,For sale
마운틴 바이크,mountain bike,https://acnhcdn.com/latest/FtrIcon/FtrMountainbike_Remake_5_0.png,Black,NA,NA,NA,No,No,No,NA,5100,1275,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,fitness,garden,None,None,No,Sports,For sale
연극용 산,mountain standee,https://acnhcdn.com/latest/FtrIcon/FtrHariboteMountain_Remake_0_0.png,Spring,Season,NA,NA,Yes,Yes,No,2,NFS,1080,2x1,Crafting,,school,None,None,standee,No,School,Not for sale
연극용 산,mountain standee,https://acnhcdn.com/latest/FtrIcon/FtrHariboteMountain_Remake_1_0.png,Cherry blossoms,Season,NA,NA,Yes,Yes,No,2,NFS,1080,2x1,Crafting,,school,None,None,standee,No,School,Not for sale
연극용 산,mountain standee,https://acnhcdn.com/latest/FtrIcon/FtrHariboteMountain_Remake_2_0.png,Summer,Season,NA,NA,Yes,Yes,No,2,NFS,1080,2x1,Crafting,,school,None,None,standee,No,School,Not for sale
연극용 산,mountain standee,https://acnhcdn.com/latest/FtrIcon/FtrHariboteMountain_Remake_3_0.png,Kyoto in summer,Season,NA,NA,Yes,Yes,No,2,NFS,1080,2x1,Crafting,,school,None,None,standee,No,School,Not for sale
연극용 산,mountain standee,https://acnhcdn.com/latest/FtrIcon/FtrHariboteMountain_Remake_4_0.png,Fall,Season,NA,NA,Yes,Yes,No,2,NFS,1080,2x1,Crafting,,school,None,None,standee,No,School,Not for sale
연극용 산,mountain standee,https://acnhcdn.com/latest/FtrIcon/FtrHariboteMountain_Remake_5_0.png,Winter,Season,NA,NA,Yes,Yes,No,2,NFS,1080,2x1,Crafting,,school,None,None,standee,No,School,Not for sale
수컷 플라밍고,Mr. Flamingo,https://acnhcdn.com/latest/FtrIcon/FtrFlamingoMale_Remake_0_0.png,Natural,NA,NA,NA,No,No,No,NA,3000,750,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,garden,fancy,None,None,No,Animal,For sale
수컷 플라밍고,Mr. Flamingo,https://acnhcdn.com/latest/FtrIcon/FtrFlamingoMale_Remake_1_0.png,White,NA,NA,NA,No,No,No,NA,3000,750,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,garden,fancy,None,None,No,Animal,For sale
암컷 플라밍고,Mrs. Flamingo,https://acnhcdn.com/latest/FtrIcon/FtrFlamingoFemale_Remake_0_0.png,Natural,NA,NA,NA,No,No,No,NA,3000,750,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,garden,fancy,None,None,No,Animal,For sale
암컷 플라밍고,Mrs. Flamingo,https://acnhcdn.com/latest/FtrIcon/FtrFlamingoFemale_Remake_1_0.png,White,NA,NA,NA,No,No,No,NA,3000,750,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,garden,fancy,None,None,No,Animal,For sale
국화 스툴,mum cushion,https://acnhcdn.com/latest/FtrIcon/FtrFlowerStoolS_Remake_0_0.png,Yellow,Flower color,NA,NA,Yes,Yes,No,1,NFS,440,1x1,Crafting,,fancy,None,flowers,None,Yes,Chair,Not for sale
국화 스툴,mum cushion,https://acnhcdn.com/latest/FtrIcon/FtrFlowerStoolS_Remake_1_0.png,Red,Flower color,NA,NA,Yes,Yes,No,1,NFS,440,1x1,Crafting,,fancy,None,flowers,None,Yes,Chair,Not for sale
국화 스툴,mum cushion,https://acnhcdn.com/latest/FtrIcon/FtrFlowerStoolS_Remake_2_0.png,White,Flower color,NA,NA,Yes,Yes,No,1,NFS,440,1x1,Crafting,,fancy,None,flowers,None,Yes,Chair,Not for sale
버섯 램프,mush lamp,https://acnhcdn.com/latest/FtrIcon/FtrMushroomLamp_Remake_0_0.png,Ordinary mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1600,1x1,Crafting,,garden,None,mush,None,Yes,Lamp,Not for sale
버섯 램프,mush lamp,https://acnhcdn.com/latest/FtrIcon/FtrMushroomLamp_Remake_1_0.png,White mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1600,1x1,Crafting,,garden,None,mush,None,Yes,Lamp,Not for sale
버섯 램프,mush lamp,https://acnhcdn.com/latest/FtrIcon/FtrMushroomLamp_Remake_2_0.png,Strange mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1600,1x1,Crafting,,garden,None,mush,None,Yes,Lamp,Not for sale
버섯 램프,mush lamp,https://acnhcdn.com/latest/FtrIcon/FtrMushroomLamp_Remake_3_0.png,Red mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1600,1x1,Crafting,,garden,None,mush,None,Yes,Lamp,Not for sale
버섯 램프,mush lamp,https://acnhcdn.com/latest/FtrIcon/FtrMushroomLamp_Remake_4_0.png,Yellow mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1600,1x1,Crafting,,garden,None,mush,None,Yes,Lamp,Not for sale
버섯 원목,mush log,https://acnhcdn.com/latest/FtrIcon/FtrMushroomPulpwood_Remake_0_0.png,Ordinary mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1680,1x1,Crafting,,facility,garden,mush,None,No,Desk,Not for sale
버섯 원목,mush log,https://acnhcdn.com/latest/FtrIcon/FtrMushroomPulpwood_Remake_1_0.png,White mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1680,1x1,Crafting,,facility,garden,mush,None,No,Desk,Not for sale
버섯 원목,mush log,https://acnhcdn.com/latest/FtrIcon/FtrMushroomPulpwood_Remake_2_0.png,Strange mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1680,1x1,Crafting,,facility,garden,mush,None,No,Desk,Not for sale
버섯 원목,mush log,https://acnhcdn.com/latest/FtrIcon/FtrMushroomPulpwood_Remake_3_0.png,Red mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1680,1x1,Crafting,,facility,garden,mush,None,No,Desk,Not for sale
버섯 원목,mush log,https://acnhcdn.com/latest/FtrIcon/FtrMushroomPulpwood_Remake_4_0.png,Yellow mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1680,1x1,Crafting,,facility,garden,mush,None,No,Desk,Not for sale
버섯 스툴,mush low stool,https://acnhcdn.com/latest/FtrIcon/FtrMushroomChairS_Remake_0_0.png,Ordinary mushroom,Mushroom type,NA,NA,Yes,Yes,No,2,NFS,800,1x1,Crafting,,garden,None,mush,None,Yes,Chair,Not for sale
버섯 스툴,mush low stool,https://acnhcdn.com/latest/FtrIcon/FtrMushroomChairS_Remake_1_0.png,White mushroom,Mushroom type,NA,NA,Yes,Yes,No,2,NFS,800,1x1,Crafting,,garden,None,mush,None,Yes,Chair,Not for sale
버섯 스툴,mush low stool,https://acnhcdn.com/latest/FtrIcon/FtrMushroomChairS_Remake_2_0.png,Strange mushroom,Mushroom type,NA,NA,Yes,Yes,No,2,NFS,800,1x1,Crafting,,garden,None,mush,None,Yes,Chair,Not for sale
버섯 스툴,mush low stool,https://acnhcdn.com/latest/FtrIcon/FtrMushroomChairS_Remake_3_0.png,Red mushroom,Mushroom type,NA,NA,Yes,Yes,No,2,NFS,800,1x1,Crafting,,garden,None,mush,None,Yes,Chair,Not for sale
버섯 스툴,mush low stool,https://acnhcdn.com/latest/FtrIcon/FtrMushroomChairS_Remake_4_0.png,Yellow mushroom,Mushroom type,NA,NA,Yes,Yes,No,2,NFS,800,1x1,Crafting,,garden,None,mush,None,Yes,Chair,Not for sale
버섯 파라솔,mush parasol,https://acnhcdn.com/latest/FtrIcon/FtrMushroomParasol_Remake_0_0.png,Ordinary mushroom,Mushroom type,NA,NA,Yes,Yes,No,2,NFS,1200,2x2,Crafting,,garden,None,mush,None,No,Plants,Not for sale
버섯 파라솔,mush parasol,https://acnhcdn.com/latest/FtrIcon/FtrMushroomParasol_Remake_1_0.png,White mushroom,Mushroom type,NA,NA,Yes,Yes,No,2,NFS,1200,2x2,Crafting,,garden,None,mush,None,No,Plants,Not for sale
버섯 파라솔,mush parasol,https://acnhcdn.com/latest/FtrIcon/FtrMushroomParasol_Remake_2_0.png,Strange mushroom,Mushroom type,NA,NA,Yes,Yes,No,2,NFS,1200,2x2,Crafting,,garden,None,mush,None,No,Plants,Not for sale
버섯 파라솔,mush parasol,https://acnhcdn.com/latest/FtrIcon/FtrMushroomParasol_Remake_3_0.png,Red mushroom,Mushroom type,NA,NA,Yes,Yes,No,2,NFS,1200,2x2,Crafting,,garden,None,mush,None,No,Plants,Not for sale
버섯 파라솔,mush parasol,https://acnhcdn.com/latest/FtrIcon/FtrMushroomParasol_Remake_4_0.png,Yellow mushroom,Mushroom type,NA,NA,Yes,Yes,No,2,NFS,1200,2x2,Crafting,,garden,None,mush,None,No,Plants,Not for sale
버섯 파티션,mush partition,https://acnhcdn.com/latest/FtrIcon/FtrMushroomScreen_Remake_0_0.png,Ordinary mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1800,2x1,Crafting,,garden,None,mush,None,No,Screen,Not for sale
버섯 파티션,mush partition,https://acnhcdn.com/latest/FtrIcon/FtrMushroomScreen_Remake_1_0.png,White mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1800,2x1,Crafting,,garden,None,mush,None,No,Screen,Not for sale
버섯 파티션,mush partition,https://acnhcdn.com/latest/FtrIcon/FtrMushroomScreen_Remake_2_0.png,Strange mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1800,2x1,Crafting,,garden,None,mush,None,No,Screen,Not for sale
버섯 파티션,mush partition,https://acnhcdn.com/latest/FtrIcon/FtrMushroomScreen_Remake_3_0.png,Red mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1800,2x1,Crafting,,garden,None,mush,None,No,Screen,Not for sale
버섯 파티션,mush partition,https://acnhcdn.com/latest/FtrIcon/FtrMushroomScreen_Remake_4_0.png,Yellow mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1800,2x1,Crafting,,garden,None,mush,None,No,Screen,Not for sale
버섯 테이블,mush table,https://acnhcdn.com/latest/FtrIcon/FtrMushroomTableL_Remake_0_0.png,Ordinary mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1520,2x2,Crafting,,garden,None,mush,None,No,Table,Not for sale
버섯 테이블,mush table,https://acnhcdn.com/latest/FtrIcon/FtrMushroomTableL_Remake_1_0.png,White mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1520,2x2,Crafting,,garden,None,mush,None,No,Table,Not for sale
버섯 테이블,mush table,https://acnhcdn.com/latest/FtrIcon/FtrMushroomTableL_Remake_2_0.png,Strange mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1520,2x2,Crafting,,garden,None,mush,None,No,Table,Not for sale
버섯 테이블,mush table,https://acnhcdn.com/latest/FtrIcon/FtrMushroomTableL_Remake_3_0.png,Red mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1520,2x2,Crafting,,garden,None,mush,None,No,Table,Not for sale
버섯 테이블,mush table,https://acnhcdn.com/latest/FtrIcon/FtrMushroomTableL_Remake_4_0.png,Yellow mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1520,2x2,Crafting,,garden,None,mush,None,No,Table,Not for sale
보면대,music stand,https://acnhcdn.com/latest/FtrIcon/FtrMusicstand_Remake_0_0.png,Brown,Body,NA,NA,Yes,Yes,No,2,NFS,960,1x1,Crafting,,music,None,None,None,No,Musical Instrument,Not for sale
보면대,music stand,https://acnhcdn.com/latest/FtrIcon/FtrMusicstand_Remake_1_0.png,Natural,Body,NA,NA,Yes,Yes,No,2,NFS,960,1x1,Crafting,,music,None,None,None,No,Musical Instrument,Not for sale
보면대,music stand,https://acnhcdn.com/latest/FtrIcon/FtrMusicstand_Remake_2_0.png,White,Body,NA,NA,Yes,Yes,No,2,NFS,960,1x1,Crafting,,music,None,None,None,No,Musical Instrument,Not for sale
보면대,music stand,https://acnhcdn.com/latest/FtrIcon/FtrMusicstand_Remake_3_0.png,Black,Body,NA,NA,Yes,Yes,No,2,NFS,960,1x1,Crafting,,music,None,None,None,No,Musical Instrument,Not for sale
내추럴 가든 체어,natural garden chair,https://acnhcdn.com/latest/FtrIcon/FtrGardenChairNatural_Remake_0_0.png,Natural,Chair back and seat,NA,NA,Yes,Yes,No,3,NFS,2220,1x1,Crafting,,garden,None,None,natural,Yes,Chair,Not for sale
내추럴 가든 체어,natural garden chair,https://acnhcdn.com/latest/FtrIcon/FtrGardenChairNatural_Remake_1_0.png,Oak,Chair back and seat,NA,NA,Yes,Yes,No,3,NFS,2220,1x1,Crafting,,garden,None,None,natural,Yes,Chair,Not for sale
내추럴 가든 체어,natural garden chair,https://acnhcdn.com/latest/FtrIcon/FtrGardenChairNatural_Remake_2_0.png,Shabby,Chair back and seat,NA,NA,Yes,Yes,No,3,NFS,2220,1x1,Crafting,,garden,None,None,natural,Yes,Chair,Not for sale
내추럴 가든 테이블,natural garden table,https://acnhcdn.com/latest/FtrIcon/FtrGardenTableNatural_Remake_0_0.png,Natural,Tabletop,NA,NA,Yes,Yes,No,5,NFS,3330,2x2,Crafting,,garden,None,None,natural,No,Table,Not for sale
내추럴 가든 테이블,natural garden table,https://acnhcdn.com/latest/FtrIcon/FtrGardenTableNatural_Remake_1_0.png,Oak,Tabletop,NA,NA,Yes,Yes,No,5,NFS,3330,2x2,Crafting,,garden,None,None,natural,No,Table,Not for sale
내추럴 가든 테이블,natural garden table,https://acnhcdn.com/latest/FtrIcon/FtrGardenTableNatural_Remake_2_0.png,Shabby,Tabletop,NA,NA,Yes,Yes,No,5,NFS,3330,2x2,Crafting,,garden,None,None,natural,No,Table,Not for sale
내추럴 스퀘어 테이블,natural square table,https://acnhcdn.com/latest/FtrIcon/FtrGardenTableSNatural_Remake_0_0.png,Natural,Tabletop,NA,NA,Yes,Yes,No,3,NFS,1980,1x1,Crafting,,garden,None,None,natural,No,Table,Not for sale
내추럴 스퀘어 테이블,natural square table,https://acnhcdn.com/latest/FtrIcon/FtrGardenTableSNatural_Remake_1_0.png,Oak,Tabletop,NA,NA,Yes,Yes,No,3,NFS,1980,1x1,Crafting,,garden,None,None,natural,No,Table,Not for sale
내추럴 스퀘어 테이블,natural square table,https://acnhcdn.com/latest/FtrIcon/FtrGardenTableSNatural_Remake_2_0.png,Shabby,Tabletop,NA,NA,Yes,Yes,No,3,NFS,1980,1x1,Crafting,,garden,None,None,natural,No,Table,Not for sale
뉴트럴 링 모서리,neutral corner,https://acnhcdn.com/latest/FtrIcon/FtrRingcornerNeutral_Remake_0_0.png,NA,NA,Green,Ring curtain,No,No,Yes,3,6100,1525,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",fitness,None,None,sports ring,Yes,Sports,For sale
뉴트럴 링 모서리,neutral corner,https://acnhcdn.com/latest/FtrIcon/FtrRingcornerNeutral_Remake_0_1.png,NA,NA,Red,Ring curtain,No,No,Yes,3,6100,1525,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",fitness,None,None,sports ring,Yes,Sports,For sale
뉴트럴 링 모서리,neutral corner,https://acnhcdn.com/latest/FtrIcon/FtrRingcornerNeutral_Remake_0_2.png,NA,NA,Blue,Ring curtain,No,No,Yes,3,6100,1525,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",fitness,None,None,sports ring,Yes,Sports,For sale
뉴트럴 링 모서리,neutral corner,https://acnhcdn.com/latest/FtrIcon/FtrRingcornerNeutral_Remake_0_3.png,NA,NA,Black,Ring curtain,No,No,Yes,3,6100,1525,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",fitness,None,None,sports ring,Yes,Sports,For sale
뉴트럴 링 모서리,neutral corner,https://acnhcdn.com/latest/FtrIcon/FtrRingcornerNeutral_Remake_0_4.png,NA,NA,Yellow,Ring curtain,No,No,Yes,3,6100,1525,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",fitness,None,None,sports ring,Yes,Sports,For sale
사무용 책상,office desk,https://acnhcdn.com/latest/FtrIcon/FtrOfficeTable_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,3600,900,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",office,None,None,office,No,Desk,For sale
사무용 책상,office desk,https://acnhcdn.com/latest/FtrIcon/FtrOfficeTable_Remake_1_0.png,Beige & white,NA,NA,NA,No,No,No,NA,3600,900,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",office,None,None,office,No,Desk,For sale
사무용 책상,office desk,https://acnhcdn.com/latest/FtrIcon/FtrOfficeTable_Remake_2_0.png,Brown & black,NA,NA,NA,No,No,No,NA,3600,900,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",office,None,None,office,No,Desk,For sale
사무용 책상,office desk,https://acnhcdn.com/latest/FtrIcon/FtrOfficeTable_Remake_3_0.png,Gray,NA,NA,NA,No,No,No,NA,3600,900,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",office,None,None,office,No,Desk,For sale
드럼통,oil barrel,https://acnhcdn.com/latest/FtrIcon/FtrDrumcan_Remake_0_0.png,Light green,NA,NA,NA,No,No,No,NA,650,162,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",garage,None,None,None,No,Vehicle,For sale
드럼통,oil barrel,https://acnhcdn.com/latest/FtrIcon/FtrDrumcan_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,650,162,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",garage,None,None,None,No,Vehicle,For sale
드럼통,oil barrel,https://acnhcdn.com/latest/FtrIcon/FtrDrumcan_Remake_2_0.png,Light blue,NA,NA,NA,No,No,No,NA,650,162,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",garage,None,None,None,No,Vehicle,For sale
드럼통,oil barrel,https://acnhcdn.com/latest/FtrIcon/FtrDrumcan_Remake_3_0.png,Orange,NA,NA,NA,No,No,No,NA,650,162,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",garage,None,None,None,No,Vehicle,For sale
드럼통,oil barrel,https://acnhcdn.com/latest/FtrIcon/FtrDrumcan_Remake_4_0.png,Caution,NA,NA,NA,No,No,No,NA,650,162,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",garage,None,None,None,No,Vehicle,For sale
드럼통,oil barrel,https://acnhcdn.com/latest/FtrIcon/FtrDrumcan_Remake_5_0.png,Red,NA,NA,NA,No,No,No,NA,650,162,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",garage,None,None,None,No,Vehicle,For sale
드럼통,oil barrel,https://acnhcdn.com/latest/FtrIcon/FtrDrumcan_Remake_6_0.png,Green,NA,NA,NA,No,No,No,NA,650,162,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",garage,None,None,None,No,Vehicle,For sale
드럼통,oil barrel,https://acnhcdn.com/latest/FtrIcon/FtrDrumcan_Remake_7_0.png,Damaged,NA,NA,NA,No,No,No,NA,650,162,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",garage,None,None,None,No,Vehicle,For sale
드럼통 욕조,oil-barrel bathtub,https://acnhcdn.com/latest/FtrIcon/FtrDrumcanbath_Remake_0_0.png,No coating,Barrel color,NA,NA,Yes,Yes,No,1,NFS,655,1x1,Crafting,,bathroom,None,None,None,Yes,Bathtub,Not for sale
드럼통 욕조,oil-barrel bathtub,https://acnhcdn.com/latest/FtrIcon/FtrDrumcanbath_Remake_1_0.png,Green,Barrel color,NA,NA,Yes,Yes,No,1,NFS,655,1x1,Crafting,,bathroom,None,None,None,Yes,Bathtub,Not for sale
드럼통 욕조,oil-barrel bathtub,https://acnhcdn.com/latest/FtrIcon/FtrDrumcanbath_Remake_2_0.png,Yellow,Barrel color,NA,NA,Yes,Yes,No,1,NFS,655,1x1,Crafting,,bathroom,None,None,None,Yes,Bathtub,Not for sale
드럼통 욕조,oil-barrel bathtub,https://acnhcdn.com/latest/FtrIcon/FtrDrumcanbath_Remake_3_0.png,Red,Barrel color,NA,NA,Yes,Yes,No,1,NFS,655,1x1,Crafting,,bathroom,None,None,None,Yes,Bathtub,Not for sale
드럼통 욕조,oil-barrel bathtub,https://acnhcdn.com/latest/FtrIcon/FtrDrumcanbath_Remake_4_0.png,White,Barrel color,NA,NA,Yes,Yes,No,1,NFS,655,1x1,Crafting,,bathroom,None,None,None,Yes,Bathtub,Not for sale
드럼통 욕조,oil-barrel bathtub,https://acnhcdn.com/latest/FtrIcon/FtrDrumcanbath_Remake_5_0.png,Retro,Barrel color,NA,NA,Yes,Yes,No,1,NFS,655,1x1,Crafting,,bathroom,None,None,None,Yes,Bathtub,Not for sale
OK 모터즈 간판,OK Motors sign,https://acnhcdn.com/latest/FtrIcon/FtrCompassSignOK.png,NA,NA,NA,NA,No,No,No,NA,3000,750,1x1,Nook Shopping Promotion,"Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch",facility,None,None,None,Yes,Compass,Not in catalog
오래된 재봉틀,old sewing machine,https://acnhcdn.com/latest/FtrIcon/FtrSewingmachineRetro_Remake_0_0.png,Black,NA,NA,NA,No,No,No,NA,2200,550,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,Yes,Sewing Table,For sale
