nameKor,Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Size,Source,Source Notes,Seasonal Availability,Style,Label Themes,Catalog,Primary Shape,Secondary Shape
기수 옷,jockey uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLJockey6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLJockey6.png,Vertical stripes,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,For sale,Overall,L
기수 옷,jockey uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLJockey7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLJockey7.png,Zigzag,No,1920,480,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,For sale,Overall,L
유도복,judogi,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLJudo0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLJudo0.png,White,No,1760,440,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,For sale,Overall,L
유도복,judogi,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLJudo1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLJudo1.png,Blue,No,1760,440,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,sporty; work,For sale,Overall,L
작업복,jumper work suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWorkwear0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWorkwear0.png,Orange,No,1050,262,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; work,For sale,Overall,L
작업복,jumper work suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWorkwear1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWorkwear1.png,Red,No,1050,262,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; work,For sale,Overall,L
작업복,jumper work suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWorkwear2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWorkwear2.png,Blue,No,1050,262,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; work,For sale,Overall,L
작업복,jumper work suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWorkwear3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWorkwear3.png,Yellow,No,1050,262,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; work,For sale,Overall,L
작업복,jumper work suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWorkwear4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWorkwear4.png,Green,No,1050,262,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; work,For sale,Overall,L
작업복,jumper work suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWorkwear5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWorkwear5.png,Pink,No,1050,262,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; work,For sale,Overall,L
작업복,jumper work suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWorkwear6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWorkwear6.png,Brown,No,1050,262,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; work,For sale,Overall,L
작업복,jumper work suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWorkwear7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWorkwear7.png,Black,No,1050,262,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; work,For sale,Overall,L
궁정 기모노,junihitoe kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLTwelve0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLTwelve0.png,Red,No,7000,1750,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,formal; party; theatrical,For sale,Kimono,L
가부키 의상,kabuki-actor yukata,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLYukatamen0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLYukatamen0.png,Fuchsia,No,2400,600,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Elegant,comfy; theatrical; vacation,For sale,Kimono,L
가부키 의상,kabuki-actor yukata,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLYukatamen1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLYukatamen1.png,Dark blue,No,2400,600,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Elegant,comfy; theatrical; vacation,For sale,Kimono,L
가부키 의상,kabuki-actor yukata,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLYukatamen2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLYukatamen2.png,Gray,No,2400,600,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Elegant,comfy; theatrical; vacation,For sale,Kimono,L
칸두라,kandoora,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLCandula0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLCandula0.png,White,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; formal,For sale,B-long,L
칸두라,kandoora,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLCandula1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLCandula1.png,Brown,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; formal,For sale,B-long,L
칸두라,kandoora,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLCandula2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLCandula2.png,Gray,No,2520,630,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; formal,For sale,B-long,L
거북이 의상,kappa costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLKappa0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLKappa0.png,Green,No,1700,425,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party,For sale,Overall,L
거북이 의상,kappa costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLKappa1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLKappa1.png,Pink,No,1700,425,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party,For sale,Overall,L
키위 옷,kiwi dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNKiwi.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNKiwi.png,Green,No,1500,375,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,fairy tale; party; theatrical,For sale,A-line,N
케이트의 원피스,Labelle dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNKate0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNKate0.png,Twilight,No,3400,850,1x1,Labelle,,All Year,Elegant,formal; party; theatrical,For sale,A-line,N
케이트의 원피스,Labelle dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNKate1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNKate1.png,Midnight,No,3400,850,1x1,Labelle,,All Year,Elegant,formal; party; theatrical,For sale,A-line,N
케이트의 원피스,Labelle dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNKate2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNKate2.png,Passion,No,3400,850,1x1,Labelle,,All Year,Elegant,formal; party; theatrical,For sale,A-line,N
케이트의 원피스,Labelle dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNKate3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNKate3.png,Ocean,No,3400,850,1x1,Labelle,,All Year,Elegant,formal; party; theatrical,For sale,A-line,N
케이트의 원피스,Labelle dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNKate4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNKate4.png,Sunset,No,3400,850,1x1,Labelle,,All Year,Elegant,formal; party; theatrical,For sale,A-line,N
케이트의 원피스,Labelle dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNKate5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNKate5.png,Love,No,3400,850,1x1,Labelle,,All Year,Elegant,formal; party; theatrical,For sale,A-line,N
리본 레이스 원피스,lace-up dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonLLolita0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonLLolita0.png,Pink,No,2500,625,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Balloon,L
리본 레이스 원피스,lace-up dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonLLolita1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonLLolita1.png,Blue,No,2500,625,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Balloon,L
리본 레이스 원피스,lace-up dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonLLolita2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonLLolita2.png,Purple,No,2500,625,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; party; theatrical,For sale,Balloon,L
레이스 원피스,lacy dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNLace0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNLace0.png,Blue,No,1520,380,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cute,everyday; fairy tale; vacation,For sale,A-line,N
레이스 원피스,lacy dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNLace1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNLace1.png,Yellow,No,1520,380,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cute,everyday; fairy tale; vacation,For sale,A-line,N
레이스 원피스,lacy dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNLace2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNLace2.png,Pink,No,1520,380,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cute,everyday; fairy tale; vacation,For sale,A-line,N
레이어드 민소매 원피스,layered sleeveless dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNLayered0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNLayered0.png,Moss green,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; comfy,For sale,Box,N
레이어드 민소매 원피스,layered sleeveless dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNLayered1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNLayered1.png,Orange,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; comfy,For sale,Box,N
레이어드 민소매 원피스,layered sleeveless dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNLayered2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNLayered2.png,Pink,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; comfy,For sale,Box,N
레이어드 캐미솔 원피스,layered tank dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHLayercamisoleBeige.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHLayercamisoleBeige.png,Beige,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,Box,H
레이어드 캐미솔 원피스,layered tank dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHLayercamisoleBlue.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHLayercamisoleBlue.png,Blue,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,Box,H
레이어드 캐미솔 원피스,layered tank dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHLayercamisoleBrown.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHLayercamisoleBrown.png,Brown,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,Box,H
레이어드 캐미솔 원피스,layered tank dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHLayercamisoleRouge.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHLayercamisoleRouge.png,Berry red,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,Box,H
나뭇잎 달걀 옷,leaf-egg outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNEggleaf0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNEggleaf0.png,None,Yes,NFS,1200,1x1,Crafting,,All Year,Active,fairy tale; party; theatrical,Not for sale,Rib,N
리넨 원피스,linen dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHLinen0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHLinen0.png,Black,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,A-line,H
리넨 원피스,linen dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHLinen1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHLinen1.png,Red,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,A-line,H
리넨 원피스,linen dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHLinen2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHLinen2.png,Mustard,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,A-line,H
리넨 원피스,linen dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHLinen3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHLinen3.png,White,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,A-line,H
리넨 원피스,linen dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHLinen4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHLinen4.png,Blue,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,A-line,H
발랄한 튜닉 원피스,lively plaid dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHPlaid0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHPlaid0.png,Green,No,1800,450,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; fairy tale,For sale,A-line,H
모직 롱 가디건,long chenille cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLCardigan0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLCardigan0.png,Mustard,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale,Rib,L
모직 롱 가디건,long chenille cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLCardigan1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLCardigan1.png,Blue,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale,Rib,L
모직 롱 가디건,long chenille cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLCardigan2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLCardigan2.png,Pink,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale,Rib,L
모직 롱 가디건,long chenille cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLCardigan3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLCardigan3.png,Green,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale,Rib,L
데님 롱 가디건,long denim cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLMuffler0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLMuffler0.png,Gray,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,Box,L
데님 롱 가디건,long denim cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLMuffler1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLMuffler1.png,Pink,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,Box,L
데님 롱 가디건,long denim cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLMuffler2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLMuffler2.png,Yellow,No,2000,500,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; comfy,For sale,Box,L
롱 패딩,long down coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLDowncoat0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLDowncoat0.png,Black,No,1900,475,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; outdoorsy,For sale,A-long,L
롱 패딩,long down coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLDowncoat1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLDowncoat1.png,Green,No,1900,475,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; outdoorsy,For sale,A-long,L
롱 패딩,long down coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLDowncoat2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLDowncoat2.png,White,No,1900,475,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; outdoorsy,For sale,A-long,L
롱 패딩,long down coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLDowncoat3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLDowncoat3.png,Purple,No,1900,475,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; outdoorsy,For sale,A-long,L
롱 패딩,long down coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLDowncoat4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLDowncoat4.png,Beige,No,1900,475,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; outdoorsy,For sale,A-long,L
가죽 코트,long pleather coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLLeathercoat0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLLeathercoat0.png,Black,No,1840,460,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Cool,everyday; formal; goth,For sale,A-long,L
가죽 코트,long pleather coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLLeathercoat1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLLeathercoat1.png,Purple,No,1840,460,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Cool,everyday; formal; goth,For sale,A-long,L
가죽 코트,long pleather coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLLeathercoat2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLLeathercoat2.png,Brown,No,1840,460,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Cool,everyday; formal; goth,For sale,A-long,L
가을색 체크무늬 옷,loose fall dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLAutumncheck0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLAutumncheck0.png,Red,No,1800,450,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,everyday; fairy tale; formal; party,For sale,Box,L
가을색 체크무늬 옷,loose fall dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLAutumncheck1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLAutumncheck1.png,Peacock blue,No,1800,450,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,everyday; fairy tale; formal; party,For sale,Box,L
가을색 체크무늬 옷,loose fall dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLAutumncheck2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLAutumncheck2.png,Orange,No,1800,450,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,everyday; fairy tale; formal; party,For sale,Box,L
가을색 체크무늬 옷,loose fall dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLAutumncheck3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLAutumncheck3.png,Blue,No,1800,450,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,everyday; fairy tale; formal; party,For sale,Box,L
마술사의 로브,mage's robe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLWitch0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLWitch0.png,Black,No,4000,1000,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,fairy tale; goth,For sale,A-long,L
마술사의 로브,mage's robe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLWitch1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLWitch1.png,Blue,No,4000,1000,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,fairy tale; goth,For sale,A-long,L
마술사의 로브,mage's robe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLWitch2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLWitch2.png,White,No,4000,1000,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,fairy tale; goth,For sale,A-long,L
마술사의 로브,mage's robe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLWitch3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLWitch3.png,Red,No,4000,1000,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,fairy tale; goth,For sale,A-long,L
매지컬 드레스,magical dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical0.png,Pink,No,3180,795,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; theatrical,For sale,Balloon,H
매지컬 드레스,magical dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical1.png,Yellow,No,3180,795,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; theatrical,For sale,Balloon,H
매지컬 드레스,magical dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical2.png,Green,No,3180,795,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; theatrical,For sale,Balloon,H
매지컬 드레스,magical dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical3.png,Blue,No,3180,795,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; theatrical,For sale,Balloon,H
매지컬 드레스,magical dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical4.png,Red,No,3180,795,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; theatrical,For sale,Balloon,H
매지컬 드레스,magical dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical5.png,Purple,No,3180,795,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; theatrical,For sale,Balloon,H
매지컬 드레스,magical dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical6.png,Black,No,3180,795,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; theatrical,For sale,Balloon,H
매지컬 드레스,magical dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMagical7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMagical7.png,Light blue,No,3180,795,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; theatrical,For sale,Balloon,H
메이드 옷,maid dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMaid0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMaid0.png,Black,No,2320,580,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; formal; theatrical; work,For sale,Balloon,H
메이드 옷,maid dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHMaid1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHMaid1.png,Green,No,2320,580,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,fairy tale; formal; theatrical; work,For sale,Balloon,H
