nameKor,Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Size,Source,Source Notes,Seasonal Availability,Style,Label Themes,Type,Catalog
새해 모자,New Year's hat,https://acnhcdn.com/latest/ClosetIcon/CapHatNewyearRed.png,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearRed.png,Red,No,500,125,1x1,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,Gorgeous,party; theatrical,HeadCap,Not for sale
새해 모자,New Year's hat,https://acnhcdn.com/latest/ClosetIcon/CapHatNewyearBlue.png,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearBlue.png,Blue,No,500,125,1x1,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,Gorgeous,party; theatrical,HeadCap,Not for sale
새해 모자,New Year's hat,https://acnhcdn.com/latest/ClosetIcon/CapHatNewyearYellow.png,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearYellow.png,Yellow,No,500,125,1x1,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,Gorgeous,party; theatrical,HeadCap,Not for sale
새해 모자,New Year's hat,https://acnhcdn.com/latest/ClosetIcon/CapHatNewyearGreen.png,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearGreen.png,Green,No,500,125,1x1,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,Gorgeous,party; theatrical,HeadCap,Not for sale
새해 모자,New Year's hat,https://acnhcdn.com/latest/ClosetIcon/CapHatNewyearOrange.png,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearOrange.png,Orange,No,500,125,1x1,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,Gorgeous,party; theatrical,HeadCap,Not for sale
새해 모자,New Year's hat,https://acnhcdn.com/latest/ClosetIcon/CapHatNewyearPurple.png,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearPurple.png,Purple,No,500,125,1x1,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,Gorgeous,party; theatrical,HeadCap,Not for sale
새해 모자,New Year's hat,https://acnhcdn.com/latest/ClosetIcon/CapHatNewyearPink.png,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearPink.png,Pink,No,500,125,1x1,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,Gorgeous,party; theatrical,HeadCap,Not for sale
새해 모자,New Year's hat,https://acnhcdn.com/latest/ClosetIcon/CapHatNewyearLightblue.png,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearLightblue.png,Light blue,No,500,125,1x1,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,Gorgeous,party; theatrical,HeadCap,Not for sale
새해 실크해트,New Year's silk hat,https://acnhcdn.com/latest/ClosetIcon/CapHatNewyearsilkRed.png,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearsilkRed.png,Red,No,500,125,1x1,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,Gorgeous,party; theatrical,HeadCap,Not for sale
새해 실크해트,New Year's silk hat,https://acnhcdn.com/latest/ClosetIcon/CapHatNewyearsilkBlue.png,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearsilkBlue.png,Blue,No,500,125,1x1,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,Gorgeous,party; theatrical,HeadCap,Not for sale
새해 실크해트,New Year's silk hat,https://acnhcdn.com/latest/ClosetIcon/CapHatNewyearsilkYellow.png,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearsilkYellow.png,Yellow,No,500,125,1x1,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,Gorgeous,party; theatrical,HeadCap,Not for sale
새해 실크해트,New Year's silk hat,https://acnhcdn.com/latest/ClosetIcon/CapHatNewyearsilkGreen.png,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearsilkGreen.png,Green,No,500,125,1x1,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,Gorgeous,party; theatrical,HeadCap,Not for sale
새해 실크해트,New Year's silk hat,https://acnhcdn.com/latest/ClosetIcon/CapHatNewyearsilkOrange.png,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearsilkOrange.png,Orange,No,500,125,1x1,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,Gorgeous,party; theatrical,HeadCap,Not for sale
새해 실크해트,New Year's silk hat,https://acnhcdn.com/latest/ClosetIcon/CapHatNewyearsilkPurple.png,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearsilkPurple.png,Purple,No,500,125,1x1,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,Gorgeous,party; theatrical,HeadCap,Not for sale
새해 실크해트,New Year's silk hat,https://acnhcdn.com/latest/ClosetIcon/CapHatNewyearsilkPink.png,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearsilkPink.png,Pink,No,500,125,1x1,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,Gorgeous,party; theatrical,HeadCap,Not for sale
새해 실크해트,New Year's silk hat,https://acnhcdn.com/latest/ClosetIcon/CapHatNewyearsilkLightblue.png,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearsilkLightblue.png,Light blue,No,500,125,1x1,New Year's Eve,Purchased from Tom Nook on New Year's Eve,All Year,Gorgeous,party; theatrical,HeadCap,Not for sale
닌자 두건,ninja hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeNinja0.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja0.png,Dark blue,No,1400,350,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,fairy tale; work,Headgear_NoEarNoJaw,For sale
닌자 두건,ninja hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeNinja1.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja1.png,Gray,No,1400,350,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,fairy tale; work,Headgear_NoEarNoJaw,For sale
닌자 두건,ninja hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeNinja2.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja2.png,Red,No,1400,350,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,fairy tale; work,Headgear_NoEarNoJaw,For sale
닌자 두건,ninja hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeNinja3.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja3.png,Purple,No,1400,350,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,fairy tale; work,Headgear_NoEarNoJaw,For sale
닌자 두건,ninja hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeNinja4.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja4.png,Aqua,No,1400,350,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,fairy tale; work,Headgear_NoEarNoJaw,For sale
닌자 두건,ninja hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeNinja5.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja5.png,Green,No,1400,350,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,fairy tale; work,Headgear_NoEarNoJaw,For sale
닌자 두건,ninja hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeNinja6.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja6.png,Yellow,No,1400,350,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,fairy tale; work,Headgear_NoEarNoJaw,For sale
닌자 두건,ninja hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeNinja7.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja7.png,Orange,No,1400,350,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,fairy tale; work,Headgear_NoEarNoJaw,For sale
일본 전통 가면,Noh mask,https://acnhcdn.com/latest/ClosetIcon/CapMaskNomenWhite.png,https://acnhcdn.com/latest/FtrIcon/CapMaskNomenWhite.png,White,No,2400,600,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,goth; theatrical,HeadFace,For sale
Nook Inc. 반다나,Nook Inc. bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandanaRco.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandanaRco.png,Yellow,No,NFS,2500,1x1,Nook Miles Shop,,All Year,Simple,outdoorsy; work,HeadCap,Not for sale
Nook Inc. 야구 모자,Nook Inc. cap,https://acnhcdn.com/latest/ClosetIcon/CapHatMeshcapRco.png,https://acnhcdn.com/latest/FtrIcon/CapHatMeshcapRco.png,Green,No,NFS,2500,1x1,Nook Miles Shop,,All Year,Simple,outdoorsy; sporty,HeadCap,Not for sale
간호사 모자,nurse's cap,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTNurse0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTNurse0.png,Pink,No,1680,420,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,work,HeadHairOrnament_Back,For sale
간호사 모자,nurse's cap,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTNurse1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTNurse1.png,White,No,1680,420,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,work,HeadHairOrnament_Back,For sale
간호사 모자,nurse's cap,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTNurse2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTNurse2.png,Blue,No,1680,420,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,work,HeadHairOrnament_Back,For sale
OK 모터즈 캡,OK Motors cap,https://acnhcdn.com/latest/ClosetIcon/CapHatOkmotors0.png,https://acnhcdn.com/latest/FtrIcon/CapHatOkmotors0.png,NA,No,770,192,1x1,Nook Shopping Promotion,"Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch",All Year,Simple,work,HeadCap,Not in catalog
귤 모자,orange hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOrange.png,https://acnhcdn.com/latest/FtrIcon/CapHatOrange.png,Orange,Yes,NFS,1000,1x1,Crafting,,All Year,Cute,fairy tale; party; theatrical,HeadCap,Not for sale
카우보이 모자,outback hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTengallon0.png,https://acnhcdn.com/latest/FtrIcon/CapHatTengallon0.png,Brown,No,1560,390,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,everyday; outdoorsy; work,HeadCap,For sale
카우보이 모자,outback hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTengallon1.png,https://acnhcdn.com/latest/FtrIcon/CapHatTengallon1.png,Beige,No,1560,390,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,everyday; outdoorsy; work,HeadCap,For sale
카우보이 모자,outback hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTengallon2.png,https://acnhcdn.com/latest/FtrIcon/CapHatTengallon2.png,Red,No,1560,390,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,everyday; outdoorsy; work,HeadCap,For sale
카우보이 모자,outback hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTengallon3.png,https://acnhcdn.com/latest/FtrIcon/CapHatTengallon3.png,Pink,No,1560,390,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,everyday; outdoorsy; work,HeadCap,For sale
카우보이 모자,outback hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTengallon4.png,https://acnhcdn.com/latest/FtrIcon/CapHatTengallon4.png,White,No,1560,390,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Elegant,everyday; outdoorsy; work,HeadCap,For sale
아웃도어 모자,outdoor hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoor0.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor0.png,Orange,No,1100,275,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; sporty,HeadCap,For sale
아웃도어 모자,outdoor hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoor1.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor1.png,Blue,No,1100,275,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; sporty,HeadCap,For sale
아웃도어 모자,outdoor hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoor2.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor2.png,Purple,No,1100,275,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; sporty,HeadCap,For sale
아웃도어 모자,outdoor hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoor3.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor3.png,Red,No,1100,275,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; sporty,HeadCap,For sale
아웃도어 모자,outdoor hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoor4.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor4.png,Yellow,No,1100,275,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; sporty,HeadCap,For sale
아웃도어 모자,outdoor hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoor5.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor5.png,Light blue,No,1100,275,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; sporty,HeadCap,For sale
아웃도어 모자,outdoor hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoor6.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor6.png,Green,No,1100,275,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; sporty,HeadCap,For sale
아웃도어 모자,outdoor hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoor7.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor7.png,Beige,No,1100,275,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; sporty,HeadCap,For sale
페인트 볼 마스크,paintball mask,https://acnhcdn.com/latest/ClosetIcon/CapMaskPaint0.png,https://acnhcdn.com/latest/FtrIcon/CapMaskPaint0.png,Black,No,1040,260,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,outdoorsy; sporty,HeadFace,For sale
페인트 볼 마스크,paintball mask,https://acnhcdn.com/latest/ClosetIcon/CapMaskPaint1.png,https://acnhcdn.com/latest/FtrIcon/CapMaskPaint1.png,White,No,1040,260,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,outdoorsy; sporty,HeadFace,For sale
페인트 볼 마스크,paintball mask,https://acnhcdn.com/latest/ClosetIcon/CapMaskPaint2.png,https://acnhcdn.com/latest/FtrIcon/CapMaskPaint2.png,Olive,No,1040,260,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,outdoorsy; sporty,HeadFace,For sale
페인트 볼 마스크,paintball mask,https://acnhcdn.com/latest/ClosetIcon/CapMaskPaint3.png,https://acnhcdn.com/latest/FtrIcon/CapMaskPaint3.png,Yellow,No,1040,260,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,outdoorsy; sporty,HeadFace,For sale
페이즐리 반다나,paisley bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandana0.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandana0.png,Red,No,700,175,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy,HeadCap,For sale
페이즐리 반다나,paisley bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandana1.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandana1.png,Blue,No,700,175,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy,HeadCap,For sale
페이즐리 반다나,paisley bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandana2.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandana2.png,Yellow,No,700,175,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy,HeadCap,For sale
페이즐리 반다나,paisley bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandana3.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandana3.png,Black,No,700,175,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy,HeadCap,For sale
페이즐리 반다나,paisley bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandana4.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandana4.png,Green,No,700,175,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy,HeadCap,For sale
페이즐리 반다나,paisley bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandana5.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandana5.png,Orange,No,700,175,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy,HeadCap,For sale
페이즐리 반다나,paisley bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandana6.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandana6.png,Pink,No,700,175,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy,HeadCap,For sale
페이즐리 반다나,paisley bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandana7.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandana7.png,Purple,No,700,175,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy,HeadCap,For sale
팬지 화관,pansy crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentPansy1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentPansy1.png,Colorful,Yes,NFS,480,1x1,Crafting,,All Year,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,Not for sale
종이 봉투,paper bag,https://acnhcdn.com/latest/ClosetIcon/CapFullfacePaperbagBeige.png,https://acnhcdn.com/latest/FtrIcon/CapFullfacePaperbagBeige.png,Beige,No,140,35,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,goth,HeadFullFace,For sale
헌팅캡,paperboy cap,https://acnhcdn.com/latest/ClosetIcon/CapHatHunting0.png,https://acnhcdn.com/latest/FtrIcon/CapHatHunting0.png,Brown,No,1470,367,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal; work,HeadCap,For sale
헌팅캡,paperboy cap,https://acnhcdn.com/latest/ClosetIcon/CapHatHunting1.png,https://acnhcdn.com/latest/FtrIcon/CapHatHunting1.png,Gray,No,1470,367,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal; work,HeadCap,For sale
헌팅캡,paperboy cap,https://acnhcdn.com/latest/ClosetIcon/CapHatHunting2.png,https://acnhcdn.com/latest/FtrIcon/CapHatHunting2.png,Green,No,1470,367,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal; work,HeadCap,For sale
헌팅캡,paperboy cap,https://acnhcdn.com/latest/ClosetIcon/CapHatHunting3.png,https://acnhcdn.com/latest/FtrIcon/CapHatHunting3.png,Blue,No,1470,367,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal; work,HeadCap,For sale
헌팅캡,paperboy cap,https://acnhcdn.com/latest/ClosetIcon/CapHatHunting4.png,https://acnhcdn.com/latest/FtrIcon/CapHatHunting4.png,Red,No,1470,367,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal; work,HeadCap,For sale
패치워크 튤립 모자,patchwork tulip hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTulippatch0.png,https://acnhcdn.com/latest/FtrIcon/CapHatTulippatch0.png,Pink,No,1680,420,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,outdoorsy; comfy; vacation,HeadCap,For sale
패치워크 튤립 모자,patchwork tulip hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTulippatch1.png,https://acnhcdn.com/latest/FtrIcon/CapHatTulippatch1.png,Blue,No,1680,420,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,outdoorsy; comfy; vacation,HeadCap,For sale
패치워크 튤립 모자,patchwork tulip hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTulippatch2.png,https://acnhcdn.com/latest/FtrIcon/CapHatTulippatch2.png,Yellow,No,1680,420,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,outdoorsy; comfy; vacation,HeadCap,For sale
복숭아 모자,peach hat,https://acnhcdn.com/latest/ClosetIcon/CapHatPeach0.png,https://acnhcdn.com/latest/FtrIcon/CapHatPeach0.png,Peach,Yes,NFS,1000,1x1,Crafting,,All Year,Cute,fairy tale; party; theatrical,HeadCap,Not for sale
배 모자,pear hat,https://acnhcdn.com/latest/ClosetIcon/CapHatPear0.png,https://acnhcdn.com/latest/FtrIcon/CapHatPear0.png,Green,Yes,NFS,1000,1x1,Crafting,,All Year,Cute,fairy tale; party; theatrical,HeadCap,Not for sale
변발,pigtail,https://acnhcdn.com/latest/ClosetIcon/CapWigPigtail.png,https://acnhcdn.com/latest/FtrIcon/CapWigPigtail.png,Hair Color,No,NFS,800,1x1,Gulliver,,All Year,Cool,everyday,Headgear_HasEar,Not for sale
비행 모자,pilot's cap,https://acnhcdn.com/latest/ClosetIcon/CapHelmetPilot0.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetPilot0.png,Brown,No,1120,280,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,outdoorsy; work,Headgear_NoEar,For sale
비행 모자,pilot's cap,https://acnhcdn.com/latest/ClosetIcon/CapHelmetPilot1.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetPilot1.png,Black,No,1120,280,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,outdoorsy; work,Headgear_NoEar,For sale
비행 모자,pilot's cap,https://acnhcdn.com/latest/ClosetIcon/CapHelmetPilot2.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetPilot2.png,Avocado,No,1120,280,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,outdoorsy; work,Headgear_NoEar,For sale
기장 모자,pilot's hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCaptainsky0.png,https://acnhcdn.com/latest/FtrIcon/CapHatCaptainsky0.png,Navy blue,No,1680,420,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,formal; work,HeadCap,For sale
기장 모자,pilot's hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCaptainsky1.png,https://acnhcdn.com/latest/FtrIcon/CapHatCaptainsky1.png,Black,No,1680,420,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,formal; work,HeadCap,For sale
기장 모자,pilot's hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCaptainsky2.png,https://acnhcdn.com/latest/FtrIcon/CapHatCaptainsky2.png,Light blue,No,1680,420,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,formal; work,HeadCap,For sale
파인애플 모자,pineapple cap,https://acnhcdn.com/latest/ClosetIcon/CapHatPineapple.png,https://acnhcdn.com/latest/FtrIcon/CapHatPineapple.png,Yellow,No,700,175,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cute,fairy tale; party; theatrical; vacation,HeadCap,For sale
워크캡,plain cap,https://acnhcdn.com/latest/ClosetIcon/CapHatWorkcap0.png,https://acnhcdn.com/latest/FtrIcon/CapHatWorkcap0.png,Gray,No,560,140,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,outdoorsy; work,HeadCap,For sale
워크캡,plain cap,https://acnhcdn.com/latest/ClosetIcon/CapHatWorkcap1.png,https://acnhcdn.com/latest/FtrIcon/CapHatWorkcap1.png,Beige,No,560,140,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,outdoorsy; work,HeadCap,For sale
워크캡,plain cap,https://acnhcdn.com/latest/ClosetIcon/CapHatWorkcap2.png,https://acnhcdn.com/latest/FtrIcon/CapHatWorkcap2.png,Red,No,560,140,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,outdoorsy; work,HeadCap,For sale
워크캡,plain cap,https://acnhcdn.com/latest/ClosetIcon/CapHatWorkcap3.png,https://acnhcdn.com/latest/FtrIcon/CapHatWorkcap3.png,Blue,No,560,140,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,outdoorsy; work,HeadCap,For sale
워크캡,plain cap,https://acnhcdn.com/latest/ClosetIcon/CapHatWorkcap4.png,https://acnhcdn.com/latest/FtrIcon/CapHatWorkcap4.png,Green,No,560,140,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,outdoorsy; work,HeadCap,For sale
경찰모,police cap,https://acnhcdn.com/latest/ClosetIcon/CapHatPoliceNavy.png,https://acnhcdn.com/latest/FtrIcon/CapHatPoliceNavy.png,Navy blue,No,1680,420,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Active,formal; work,HeadCap,For sale
폼폼 카스케트,pom casquette,https://acnhcdn.com/latest/ClosetIcon/CapHatKnitcasquette0.png,https://acnhcdn.com/latest/FtrIcon/CapHatKnitcasquette0.png,Brown,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Cute,everyday; comfy,HeadCap,For sale
폼폼 카스케트,pom casquette,https://acnhcdn.com/latest/ClosetIcon/CapHatKnitcasquette1.png,https://acnhcdn.com/latest/FtrIcon/CapHatKnitcasquette1.png,White,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Cute,everyday; comfy,HeadCap,For sale
폼폼 카스케트,pom casquette,https://acnhcdn.com/latest/ClosetIcon/CapHatKnitcasquette2.png,https://acnhcdn.com/latest/FtrIcon/CapHatKnitcasquette2.png,Red,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Cute,everyday; comfy,HeadCap,For sale
폼폼 카스케트,pom casquette,https://acnhcdn.com/latest/ClosetIcon/CapHatKnitcasquette3.png,https://acnhcdn.com/latest/FtrIcon/CapHatKnitcasquette3.png,Green,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Cute,everyday; comfy,HeadCap,For sale
폼폼 카스케트,pom casquette,https://acnhcdn.com/latest/ClosetIcon/CapHatKnitcasquette4.png,https://acnhcdn.com/latest/FtrIcon/CapHatKnitcasquette4.png,Blue,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Cute,everyday; comfy,HeadCap,For sale
폼폼 카스케트,pom casquette,https://acnhcdn.com/latest/ClosetIcon/CapHatKnitcasquette5.png,https://acnhcdn.com/latest/FtrIcon/CapHatKnitcasquette5.png,Gray,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Cute,everyday; comfy,HeadCap,For sale
리젠트,pompadour wig,https://acnhcdn.com/latest/ClosetIcon/CapWigRegent.png,https://acnhcdn.com/latest/FtrIcon/CapWigRegent.png,Hair Color,No,1280,320,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,theatrical,Headgear_HasEar,For sale
