nameKor,Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Size,Source,Source Notes,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Speaker Type,Lighting Type,Catalog
노트북,laptop,https://acnhcdn.com/latest/FtrIcon/FtrLaptop_Remake_5_5.png,Blue,NA,Chat tool,Screen,No,No,Yes,7,70000,17500,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
노트북,laptop,https://acnhcdn.com/latest/FtrIcon/FtrLaptop_Remake_6_0.png,Gold,NA,Desktop,Screen,No,No,Yes,7,70000,17500,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
노트북,laptop,https://acnhcdn.com/latest/FtrIcon/FtrLaptop_Remake_6_1.png,Gold,NA,Search engine,Screen,No,No,Yes,7,70000,17500,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
노트북,laptop,https://acnhcdn.com/latest/FtrIcon/FtrLaptop_Remake_6_2.png,Gold,NA,Calculations,Screen,No,No,Yes,7,70000,17500,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
노트북,laptop,https://acnhcdn.com/latest/FtrIcon/FtrLaptop_Remake_6_3.png,Gold,NA,Web browsing,Screen,No,No,Yes,7,70000,17500,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
노트북,laptop,https://acnhcdn.com/latest/FtrIcon/FtrLaptop_Remake_6_4.png,Gold,NA,Online shopping,Screen,No,No,Yes,7,70000,17500,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
노트북,laptop,https://acnhcdn.com/latest/FtrIcon/FtrLaptop_Remake_6_5.png,Gold,NA,Chat tool,Screen,No,No,Yes,7,70000,17500,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale
20인치 탁상용 TV,LCD TV (20 in.),https://acnhcdn.com/latest/FtrIcon/FtrTV20inch_Remake_0_0.png,Black,NA,NA,NA,No,No,No,NA,60000,15000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",living room,None,None,None,Yes,TV,Does not play music,Monitor,For sale
20인치 탁상용 TV,LCD TV (20 in.),https://acnhcdn.com/latest/FtrIcon/FtrTV20inch_Remake_1_0.png,White,NA,NA,NA,No,No,No,NA,60000,15000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",living room,None,None,None,Yes,TV,Does not play music,Monitor,For sale
20인치 탁상용 TV,LCD TV (20 in.),https://acnhcdn.com/latest/FtrIcon/FtrTV20inch_Remake_2_0.png,Silver,NA,NA,NA,No,No,No,NA,60000,15000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",living room,None,None,None,Yes,TV,Does not play music,Monitor,For sale
20인치 탁상용 TV,LCD TV (20 in.),https://acnhcdn.com/latest/FtrIcon/FtrTV20inch_Remake_3_0.png,Red,NA,NA,NA,No,No,No,NA,60000,15000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",living room,None,None,None,Yes,TV,Does not play music,Monitor,For sale
20인치 탁상용 TV,LCD TV (20 in.),https://acnhcdn.com/latest/FtrIcon/FtrTV20inch_Remake_4_0.png,Yellow,NA,NA,NA,No,No,No,NA,60000,15000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",living room,None,None,None,Yes,TV,Does not play music,Monitor,For sale
20인치 탁상용 TV,LCD TV (20 in.),https://acnhcdn.com/latest/FtrIcon/FtrTV20inch_Remake_5_0.png,Blue,NA,NA,NA,No,No,No,NA,60000,15000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",living room,None,None,None,Yes,TV,Does not play music,Monitor,For sale
20인치 탁상용 TV,LCD TV (20 in.),https://acnhcdn.com/latest/FtrIcon/FtrTV20inch_Remake_6_0.png,Pink,NA,NA,NA,No,No,No,NA,60000,15000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",living room,None,None,None,Yes,TV,Does not play music,Monitor,For sale
20인치 탁상용 TV,LCD TV (20 in.),https://acnhcdn.com/latest/FtrIcon/FtrTV20inch_Remake_7_0.png,Light blue,NA,NA,NA,No,No,No,NA,60000,15000,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",living room,None,None,None,Yes,TV,Does not play music,Monitor,For sale
50인치 탁상용 TV,LCD TV (50 in.),https://acnhcdn.com/latest/FtrIcon/FtrTV50inch_Remake_0_0.png,Black,NA,NA,NA,No,No,No,NA,99000,24750,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",living room,None,None,None,Yes,TV,Does not play music,Monitor,For sale
50인치 탁상용 TV,LCD TV (50 in.),https://acnhcdn.com/latest/FtrIcon/FtrTV50inch_Remake_1_0.png,White,NA,NA,NA,No,No,No,NA,99000,24750,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",living room,None,None,None,Yes,TV,Does not play music,Monitor,For sale
50인치 탁상용 TV,LCD TV (50 in.),https://acnhcdn.com/latest/FtrIcon/FtrTV50inch_Remake_2_0.png,Silver,NA,NA,NA,No,No,No,NA,99000,24750,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",living room,None,None,None,Yes,TV,Does not play music,Monitor,For sale
50인치 탁상용 TV,LCD TV (50 in.),https://acnhcdn.com/latest/FtrIcon/FtrTV50inch_Remake_3_0.png,Red,NA,NA,NA,No,No,No,NA,99000,24750,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",living room,None,None,None,Yes,TV,Does not play music,Monitor,For sale
50인치 탁상용 TV,LCD TV (50 in.),https://acnhcdn.com/latest/FtrIcon/FtrTV50inch_Remake_4_0.png,Blue,NA,NA,NA,No,No,No,NA,99000,24750,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",living room,None,None,None,Yes,TV,Does not play music,Monitor,For sale
천칭자리 저울,Libra scale,https://acnhcdn.com/latest/FtrIcon/FtrZodiacLibra.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,21750,1x1,Crafting,,expensive,None,stars,None,Yes,Facility Decor,Does not play music,No lighting,Not for sale
튜브,life ring,https://acnhcdn.com/latest/FtrIcon/FtrLifebelt_Remake_0_0.png,Red,NA,NA,NA,No,No,No,NA,360,90,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",ocean,None,None,None,Yes,Chair,Does not play music,No lighting,For sale
튜브,life ring,https://acnhcdn.com/latest/FtrIcon/FtrLifebelt_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,360,90,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",ocean,None,None,None,Yes,Chair,Does not play music,No lighting,For sale
튜브,life ring,https://acnhcdn.com/latest/FtrIcon/FtrLifebelt_Remake_2_0.png,Yellow,NA,NA,NA,No,No,No,NA,360,90,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",ocean,None,None,None,Yes,Chair,Does not play music,No lighting,For sale
튜브,life ring,https://acnhcdn.com/latest/FtrIcon/FtrLifebelt_Remake_3_0.png,Orange,NA,NA,NA,No,No,No,NA,360,90,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",ocean,None,None,None,Yes,Chair,Does not play music,No lighting,For sale
미꾸라지 모형,loach model,https://acnhcdn.com/latest/FtrIcon/FtrFishDojouToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,1200,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale
방아깨비 모형,long locust model,https://acnhcdn.com/latest/FtrIcon/FtrInsectShoryobattaToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,600,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale
복고양이,lucky cat,https://acnhcdn.com/latest/FtrIcon/FtrManekineko_Remake_0_0.png,White,Variation,NA,NA,No,Yes,No,3,NFS,1675,1x1,Gulliver,,folk art,zen-style,None,None,No,Shop,Does not play music,No lighting,Not for sale
복고양이,lucky cat,https://acnhcdn.com/latest/FtrIcon/FtrManekineko_Remake_1_0.png,Black,Variation,NA,NA,No,Yes,No,3,NFS,1675,1x1,Gulliver,,folk art,zen-style,None,None,No,Shop,Does not play music,No lighting,Not for sale
금색 복고양이,lucky gold cat,https://acnhcdn.com/latest/FtrIcon/FtrManekinekoGold.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,21675,1x1,Crafting,,expensive,None,None,None,No,Shop,Does not play music,No lighting,Not for sale
마다가스카르비단제비나방 모형,M. sunset moth model,https://acnhcdn.com/latest/FtrIcon/FtrInsectNishikiohtsubamegaToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,7500,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale
잡지,magazine,https://acnhcdn.com/latest/FtrIcon/FtrMagagineOpened_Remake_0_0.png,NA,NA,Food,Feature,No,No,Yes,1,210,52,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,living room,child's room,None,None,No,Study,Does not play music,No lighting,For sale
잡지,magazine,https://acnhcdn.com/latest/FtrIcon/FtrMagagineOpened_Remake_0_1.png,NA,NA,Cars,Feature,No,No,Yes,1,210,52,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,living room,child's room,None,None,No,Study,Does not play music,No lighting,For sale
잡지,magazine,https://acnhcdn.com/latest/FtrIcon/FtrMagagineOpened_Remake_0_2.png,NA,NA,Fashion,Feature,No,No,Yes,1,210,52,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,living room,child's room,None,None,No,Study,Does not play music,No lighting,For sale
잡지,magazine,https://acnhcdn.com/latest/FtrIcon/FtrMagagineOpened_Remake_0_3.png,NA,NA,Outdoors,Feature,No,No,Yes,1,210,52,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,living room,child's room,None,None,No,Study,Does not play music,No lighting,For sale
잡지,magazine,https://acnhcdn.com/latest/FtrIcon/FtrMagagineOpened_Remake_0_4.png,NA,NA,Resorts,Feature,No,No,Yes,1,210,52,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,living room,child's room,None,None,No,Study,Does not play music,No lighting,For sale
잡지,magazine,https://acnhcdn.com/latest/FtrIcon/FtrMagagineOpened_Remake_0_5.png,NA,NA,Music,Feature,No,No,Yes,1,210,52,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,living room,child's room,None,None,No,Study,Does not play music,No lighting,For sale
잡지,magazine,https://acnhcdn.com/latest/FtrIcon/FtrMagagineOpened_Remake_0_6.png,NA,NA,Pop stars,Feature,No,No,Yes,1,210,52,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,living room,child's room,None,None,No,Study,Does not play music,No lighting,For sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_0_0.png,Natural,Body color,Caf?,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_0_1.png,Natural,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_0_2.png,Natural,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_0_3.png,Natural,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_0_4.png,Natural,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_0_5.png,Natural,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_0_6.png,Natural,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_1_0.png,Orange,Body color,Caf?,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_1_1.png,Orange,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_1_2.png,Orange,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_1_3.png,Orange,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_1_4.png,Orange,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_1_5.png,Orange,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_1_6.png,Orange,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_2_0.png,Brown,Body color,Caf?,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_2_1.png,Brown,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_2_2.png,Brown,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_2_3.png,Brown,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_2_4.png,Brown,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_2_5.png,Brown,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_2_6.png,Brown,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_3_0.png,White,Body color,Caf?,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_3_1.png,White,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_3_2.png,White,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_3_3.png,White,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_3_4.png,White,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_3_5.png,White,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_3_6.png,White,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_4_0.png,Black,Body color,Caf?,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_4_1.png,Black,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_4_2.png,Black,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_4_3.png,Black,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_4_4.png,Black,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_4_5.png,Black,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_4_6.png,Black,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_5_0.png,Yellow,Body color,Caf?,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_5_1.png,Yellow,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_5_2.png,Yellow,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_5_3.png,Yellow,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_5_4.png,Yellow,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_5_5.png,Yellow,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_5_6.png,Yellow,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_6_0.png,Green,Body color,Caf?,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_6_1.png,Green,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_6_2.png,Green,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_6_3.png,Green,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_6_4.png,Green,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_6_5.png,Green,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_6_6.png,Green,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_7_0.png,Red,Body color,Caf?,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_7_1.png,Red,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_7_2.png,Red,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_7_3.png,Red,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_7_4.png,Red,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_7_5.png,Red,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
잡지 꽂이,magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_7_6.png,Red,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,1x1,Crafting,,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale
마술 세트,magic kit,https://acnhcdn.com/latest/FtrIcon/FtrMagicset_Remake_0_0.png,Red,NA,NA,NA,No,No,No,NA,980,245,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,child's room,None,None,None,Yes,Toy,Does not play music,No lighting,For sale
마술 세트,magic kit,https://acnhcdn.com/latest/FtrIcon/FtrMagicset_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,980,245,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,child's room,None,None,None,Yes,Toy,Does not play music,No lighting,For sale
만새기 모형,mahi-mahi model,https://acnhcdn.com/latest/FtrIcon/FtrFishShiiraToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,18000,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale
