index,nameKor,nameJpn,nameEng,gender,birth,personality,species,phraseKor,phraseEng,coffeeBean,milkAmount,sugarCount,hobby,likeMusic,likeStyles,likeColors,wallPaper,floor,funitures,amiiboCardUrl,detailUrl,exteriorUrl,interiorUrl,iconUrl,posterUrl
344,찰스,チャス,Rudy,m,12월 20일,운동광,고양이,그러거나,mush,모카,살짝,1,Play,K.K.블루스,Active#Simple,Yellow#Beige,초록 놀이방 벽지,레드우드 마룻바닥,3205;4756;2605;4762;3122;2560;85;4123;7133;4758,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_344.png?alt=media&token=200cf85b-89ed-4db6-98b4-40375aae8e68,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_344_rudy.png?alt=media&token=c5dd6e74-8876-47bb-aeb2-61b1b0ab0b76,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_344_Rudy.png?alt=media&token=63090239-c174-4189-88dc-3acaf03e7936,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_344_Rudy.png?alt=media&token=dc03e61e-f168-4707-8f2f-c7dfbec08bf4,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_344.png?alt=media&token=752f8e3d-ed44-4c51-8254-e66bc6496793,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_344_Rudy.png?alt=media&token=3687660f-e3c0-42f5-95fe-b7de309fb6ee
345,화자,ハナコ,Naomi,f,02월 28일,성숙함,암소,메르시,moolah,킬리만자로,적당히,2,Fashion,K.K.밀롱가,Elegant#Gorgeous,Colorful#Purple,레드 아르데코풍 벽,로비 바닥,794;3957;3951;3956;3959;3950;2554;3954;3955;3953,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_345.png?alt=media&token=9cb0decc-4407-411f-b85e-d5fa22b4fef6,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_345_naomi.png?alt=media&token=74b29a42-148e-41ac-b1f2-78d68ccb2153,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_345_Naomi.png?alt=media&token=cbd381c9-d11d-49e0-8f21-f0abe0c03fc9,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_345_Naomi.png?alt=media&token=95cf6de5-81d9-426f-a050-b7df58c821a5,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_345.png?alt=media&token=d2c8eb11-dfea-41a6-a505-66034fcee391,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_345_Naomi.png?alt=media&token=d1fe1b5e-8078-4718-a3b2-93a353e5dea6
346,덤벨,ダンベル,Peewee,m,09월 11일,무뚝뚝,고릴라,겉멋,li'l dude,블렌드,살짝,1,Fitness,K.K.록,Active#Cool,Orange#Blue,철근 벽,콘크리트 바닥,1452;1803;4141;4138;3251;8417;4078;1241;9766;4441;7528;928;7324;7800;787,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_346.png?alt=media&token=f4aa3aec-7035-4fb2-9336-650f6adb7666,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_346_peewee.png?alt=media&token=b888656c-53b5-41e7-b584-814641704b28,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_346_Peewee.png?alt=media&token=e748845f-fc56-47b3-9c78-71c5c9f56590,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_346_Peewee.png?alt=media&token=72b7b800-0fec-49dd-b5f6-d0d7c028423f,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_346.png?alt=media&token=b66364aa-2771-4084-a8f5-59f27fbccf62,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_346_Peewee.png?alt=media&token=4279438d-01de-4d8f-8eda-92813f77acc7
347,아네사,アネッサ,Tammy,f,06월 23일,단순활발,아기곰,차라리,ya heard,블렌드,살짝,1,Play,유로 비트,Cool#Active,Red#Purple,노란 텍스타일 벽,기린 무늬 바닥,3998;4003;3624;3995;1288;7137;1032;3490;3428;4028;7541;9311,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_347.png?alt=media&token=9fe1c805-9893-4d7e-8f70-2384d4a0aa23,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_347_tammy.png?alt=media&token=50d79f5c-cb2d-45ff-88be-52e302674e35,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_347_Tammy.png?alt=media&token=9ea46f0c-ec1e-4afd-bbe4-c69a8a466ad3,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_347_Tammy.png?alt=media&token=3c023169-a3ca-4cbf-9705-40f4087d40ce,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_347.png?alt=media&token=87aab833-b5ea-4427-8323-4de827b1e2f9,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_347_Tammy.png?alt=media&token=9501a22c-9bd8-4439-b577-be9eae786ce2
348,안토니오,アントニオ,Olaf,m,05월 19일,느끼함,개미핥기,무쵸,whiffa,블렌드,없음,0,Education,K.K.밀롱가,Elegant#Gorgeous,Red#Black,검정 벽돌 벽,빨간 심플 카펫 바닥,3957;3951;7190;1840;4030;3950;3954;863;2554,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_348.png?alt=media&token=deb0ee74-8562-489b-8dd1-60f4c8a7986a,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_348_olaf.png?alt=media&token=0c1542d8-4409-4858-866b-18e6bde12f63,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_348_Olaf.png?alt=media&token=9a732a77-9679-4e89-b599-45157b55bac0,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_348_Olaf.png?alt=media&token=f916d8db-d2e2-4730-9894-11d1a11aaf34,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_348.png?alt=media&token=c9d20602-5af2-443b-915a-1f1f81a1e2dd,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_348_Olaf.png?alt=media&token=91d9484a-448a-4e51-96d6-3387ac88e21e
349,루시,ルーシー,Lucy,f,06월 02일,친절함,돼지,예예,snoooink,모카,없음,0,Music,K.K.소나타,Cute#Elegant,Pink#Red,극장 커튼 벽,옹이 무늬 마룻바닥,7348;7348;1875;7348;7348;3681;3958;794;7529;7529;7529;7529;1221;7527;7527,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_349.png?alt=media&token=b64a4909-e6b2-4c30-be96-6a73074ca92c,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_349_lucy.png?alt=media&token=48f6a874-9bd1-4c01-817a-1743ac8a41a6,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_349_Lucy.png?alt=media&token=395d3da1-1939-423a-9c3c-ee439eb12f3a,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_349_Lucy.png?alt=media&token=58dd4437-ff10-4f9a-ac40-4e2e6411843b,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_349.png?alt=media&token=40035357-0b59-47ed-8efe-2e73d5ef4c75,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_349_Lucy.png?alt=media&token=b6a1b89e-2e29-47ab-aaf3-71c288ec3e52
350,샤브렌,サブレ,Elmer,m,10월 05일,먹보,말,히히힝,tenderfoot,블렌드,듬뿍,3,Play,K.K.컨트리,Simple#Cool,Blue#White,뒷마당 벽,잔디밭 바닥,4038;5970;7142;3675;880;1631;5972;4043;3229;1708,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_350.png?alt=media&token=cb15b2e7-5dc1-476c-bfa2-e5e9987e0e23,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_350_elmer.png?alt=media&token=7e084807-277d-408f-826d-1577925919f5,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_350_Elmer.png?alt=media&token=17451287-2d2f-4033-ae96-d1120ace1549,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_350_Elmer.png?alt=media&token=471f3e4e-bb12-4610-925c-5783c3a92cc7,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_350.png?alt=media&token=08cdcd07-4df8-48b5-9abd-a7bb8a471e0d,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_350_Elmer.png?alt=media&token=c2fcf4a1-81fa-4436-bdae-4e0a8905c528
351,가위,チョキ,Puddles,f,01월 13일,아이돌,개구리,그랬쪄,splish,블루마운틴,적당히,2,Fashion,K.K.디스코,Cute#Gorgeous,Green#Pink,파란 메트로 타일 벽,민트 도트 카펫 바닥,937;1852;4129;1853;3962;1852;863;3428;941;1087,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_351.png?alt=media&token=e93fab30-e588-433d-a596-8d7439f3d3a7,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_351_puddles.png?alt=media&token=8429bb30-8b1f-4926-92c3-ff776c5e9610,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_351_Puddles.png?alt=media&token=880e60a9-1a02-4906-9d2a-2c9418318c66,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_351_Puddles.png?alt=media&token=fe33c9f4-f7c3-40cd-9c04-b5d05c6477aa,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_351.png?alt=media&token=c86c916c-2c05-4c75-bdcf-27af99a765b5,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_351_Puddles.png?alt=media&token=64093098-5195-4052-994c-74f3234069bb
352,아더,アーサー,Rory,m,08월 07일,운동광,사자,크릉,capital,모카,듬뿍,3,Music,혼저옵서예K.K.,Simple#Active,Blue#Red,맹그로브 벽,별빛 모래사장 바닥,7795;7795;3348;9584;4102;3468;3980;5150;1234,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_352.png?alt=media&token=61dfa26b-24d6-4441-bb0e-9234150749b1,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_352_rory.png?alt=media&token=ca77b2aa-efaa-44bc-93dc-1096d368516e,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_352_Rory.png?alt=media&token=0a192ce4-27ab-41b9-8ca9-1ee3d70b5a5a,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_352_Rory.png?alt=media&token=55b0cb1a-bb31-4213-98ce-5df366cf616e,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_352.png?alt=media&token=95b95048-9b4e-43af-aa80-da5a21d74739,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_352_Rory.png?alt=media&token=c29803d0-05db-4c15-b1cd-22b675116a34
353,몽자,モンこ,Elise,f,03월 21일,성숙함,원숭이,몽몽,puh-lease,블렌드,없음,0,Fashion,K.K.보사노바,Elegant#Gorgeous,Purple#Red,추상적인 벽지,보라 심플 카펫 바닥,3971;3957;4053;3615;4046;3784;4129;4027;3958;4015;3783;794;1211,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_353.png?alt=media&token=2ca611e3-7680-4798-9b23-b8686f9cd71e,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_353_elise.png?alt=media&token=9d14f636-ed12-42df-9f8a-5a3c3605c33b,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_353_Elise.png?alt=media&token=d97eba23-ca8b-4fb4-8c99-a0e7229502e5,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_353_Elise.png?alt=media&token=1f1fd2da-a5fb-4e65-bef6-a30d72fd8cae,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_353.png?alt=media&token=24588f65-b8a2-4070-964d-898229978442,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_353_Elise.png?alt=media&token=de094224-f4bb-467f-b31a-693a77cc63be
354,관록,カンロク,Walt,m,04월 24일,무뚝뚝,캥거루,어험,pockets,블루마운틴,살짝,1,Fitness,K.K.트로트,Cool#Cool,Black#Gray,대나무 숲 벽,이끼 낀 바닥,7452;3580;7393;4269;10743;677;710;2754,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_354.png?alt=media&token=7d27f5ca-f3a5-4283-af34-0a44512c6b85,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_354_walt.png?alt=media&token=8f1659a2-77fb-4be8-858e-87abe2301e96,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_354_Walt.png?alt=media&token=2d1c26fe-e756-413c-9f3d-510e86cd3fb4,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_354_Walt.png?alt=media&token=d5f1eaff-74ec-4459-a024-004e092c88f7,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_354.png?alt=media&token=d46f522e-acc0-4e5b-a857-08b457f5a813,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_354_Walt.png?alt=media&token=263ebbd9-cd7e-40a0-acfb-1a7ece48f28e
355,미랑,ミラコ,Mira,f,07월 06일,단순활발,토끼,거봐라,cottontail,킬리만자로,살짝,1,Fitness,가자! K.K.라이더,Active#Cool,Red#Yellow,극장 커튼 벽,옹이 무늬 마룻바닥,7529;7529;7529;531;1708;7524;533;533;530;533;531;4763;4763;7524;530;531;531;4763,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_355.png?alt=media&token=01294964-d5d3-4828-bc94-017566535fcd,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_355_mira.png?alt=media&token=42d6bd1a-0822-4bdb-bdba-72089e849998,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_355_Mira.png?alt=media&token=8dbaf2e8-d84d-4dfa-85b7-63a62b623a6e,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_355_Mira.png?alt=media&token=a8d22e60-5d8f-4c9a-a189-c47140819ff9,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_355.png?alt=media&token=26eea08f-7a59-4949-8908-16a77f05eaf1,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_355_Mira.png?alt=media&token=1c1ab216-6584-4863-9d83-e23df9755157
356,피엘,ジュペッティ,Pietro,m,04월 19일,느끼함,양,므흐흐,honk honk,블루마운틴,살짝,1,Music,K.K.퍼레이드,Gorgeous#Simple,Colorful#Red,구름 위 벽,구름 위,791;1112;1112;4379;4379;4412;6829;6829,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_356.png?alt=media&token=deec289a-d047-4b1c-bcce-0efe0b6956ad,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_356_pietro.png?alt=media&token=47125fee-6103-4b34-bc4b-eefad9d2ffbe,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_356_Pietro.png?alt=media&token=76a91627-8507-441e-a8f7-68389bf4e664,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_356_Pietro.png?alt=media&token=d8903884-68f1-4914-8fd8-0cdc76b47946,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_356.png?alt=media&token=8bbc4443-fa95-42f9-9088-400f3474d27f,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_356_Pietro.png?alt=media&token=77e700ff-6ace-45ae-af16-be14292d8990
357,오로라,オーロラ,Aurora,f,01월 27일,친절함,펭귄,랄라,b-b-baby,킬리만자로,적당히,2,Education,블루 삼각 김밥,Cute#Elegant,Pink#Red,아이스 벽,아이스 바닥,5956;5956;3498;4131;4131;3502;5959;3500;3500;4338;3340;5165;5165,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_357.png?alt=media&token=810dfd54-7b77-4e61-baf4-6f78a9ba8d9d,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_357_aurora.png?alt=media&token=46455b4d-4edd-49ac-89b1-c0aeb5b5eac9,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_357_Aurora.png?alt=media&token=3340d374-db0f-4da2-80f6-d164974b6e01,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_357_Aurora.png?alt=media&token=e8e16158-f70e-4e36-9c52-b186979e0395,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_357.png?alt=media&token=f62a5530-aef5-4d4e-a54a-216a6549728a,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_357_Aurora.png?alt=media&token=40cdcd66-038e-4c25-ba1b-ef3cba310059
358,마사마,オカッピ,Papi,m,01월 10일,먹보,말,그런가,haaay,블루마운틴,적당히,2,Nature,졸면서 꾸는 꿈,Simple#Simple,Orange#Light blue,컬러풀 퍼즐 벽지,체크 매트 바닥,4132;1557;5543;685;3208;1558;3205;1565;3206;83;1561,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_358.png?alt=media&token=73f8f210-6669-4621-b321-75ec95400001,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_358_papi.png?alt=media&token=d0b84d13-7a87-44b8-8436-ccddcc27d4cc,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_358_Papi.png?alt=media&token=a2490ac9-ed3c-44f6-af6e-6cbaba27bb00,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_358_Papi.png?alt=media&token=91acf2ec-8be2-4883-a43e-0e3ae6e52366,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_358.png?alt=media&token=6c0f8492-5339-448b-8edb-330eb0a36ea1,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_358_Papi.png?alt=media&token=bbc2be1e-754f-4b8c-84e6-4d3b704bac8d
359,애플,アップル,Apple,f,09월 24일,아이돌,햄스터,큐룽,cheekers,블렌드,적당히,2,Play,사랑해,Cute#Simple,Colorful#Red,사과 벽지,하얀 심플 카펫 바닥,1792;3251;3490;7134;3122;928;2560;1783;7327;4003;2605;4134;3996;2596;9766;3400,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_359.png?alt=media&token=b6b7b030-73af-482f-8366-3047f80ecbe5,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_359_apple.png?alt=media&token=02034bb6-0038-4597-ae76-de5aab4f7032,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_359_Apple.png?alt=media&token=96a63844-24ef-41b3-8d0b-1d3b83fad141,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_359_Apple.png?alt=media&token=eb93e1ff-0395-49d4-b932-6836d4221297,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_359.png?alt=media&token=7341bc24-b385-4ead-b07c-a940c81843d0,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_359_Apple.png?alt=media&token=df9ffed2-50a8-4e08-a2b5-1c2108a38027
360,쟝,ジャン,Rod,m,08월 14일,운동광,생쥐,무진장,ace,모카,없음,0,Fitness,K.K.행진곡,Active#Cool,Blue#Light blue,바다 벽,갑판 바닥,791;3468;863;3596;4102;7259,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_360.png?alt=media&token=531e638f-5205-4689-b85d-1ce95ff2465a,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_360_rod.png?alt=media&token=3c53a8f7-8830-431c-8919-94af15d1c4ad,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_360_Rod.png?alt=media&token=e2541100-48ae-4708-adc0-c29630952e61,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_360_Rod.png?alt=media&token=dcfeb6c7-148d-419d-9b95-e5e0ddd6fc87,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_360.png?alt=media&token=65251248-5f88-4b47-b34a-57d4d41433a5,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_360_Rod.png?alt=media&token=4521db7d-db53-4b6d-89f7-a84c11d70b2c
361,타마,たま,Purrl,f,05월 29일,성숙함,고양이,냠,kitten,킬리만자로,없음,0,Fashion,K.K.찬송가,Cool#Elegant,Gray#Blue,예쁜 창문 벽,다크 헤링본 바닥,3957;3954;3951;3956;2554;3958;3959;742;4338,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_361.png?alt=media&token=d7695bf4-7ada-4582-9490-94ac1c7ac30f,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_361_purrl.png?alt=media&token=e5a1950e-bad6-4caf-82ce-ae474f595cd3,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_361_Purrl.png?alt=media&token=1ed9a89f-70e5-4596-beea-7906c940be0e,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_361_Purrl.png?alt=media&token=dca65a33-36f4-43d4-a9dc-d5a9724076ca,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_361.png?alt=media&token=26c35a74-d761-4095-ba78-5248ea778d4e,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_361_Purrl.png?alt=media&token=aed3676b-36fe-45a8-b377-7c6d2e4c94f7
