Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Size,Source,Source Notes,Seasonal Availability,Version,Style,Label Themes,Type,Catalog
round tinted shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRound3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRound3.png,Green,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Simple,everyday; formal,AccessoryEye,For sale
rounded beard,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthBeardRoundBlack.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthBeardRoundBlack.png,Black,No,980,245,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cool,everyday; comfy; theatrical,AccessoryMouthEarJaw,For sale
shattered glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassCrackBlack.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCrackBlack.png,Black,No,NFS,10,1x1,Recycle bin,,All Year,1.0.0,Simple,goth,AccessoryEye,Not for sale
ski goggles,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassGogglesski0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGogglesski0.png,White,No,980,245,1x1,Able Sisters,Available from Able Sisters shop only,Winter,1.0.0,Active,outdoorsy; sporty,AccessoryEye,For sale
ski goggles,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassGogglesski1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGogglesski1.png,Yellow,No,980,245,1x1,Able Sisters,Available from Able Sisters shop only,Winter,1.0.0,Active,outdoorsy; sporty,AccessoryEye,For sale
ski goggles,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassGogglesski2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGogglesski2.png,Purple,No,980,245,1x1,Able Sisters,Available from Able Sisters shop only,Winter,1.0.0,Active,outdoorsy; sporty,AccessoryEye,For sale
ski goggles,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassGogglesski3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGogglesski3.png,Pink,No,980,245,1x1,Able Sisters,Available from Able Sisters shop only,Winter,1.0.0,Active,outdoorsy; sporty,AccessoryEye,For sale
ski goggles,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassGogglesski4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGogglesski4.png,Green,No,980,245,1x1,Able Sisters,Available from Able Sisters shop only,Winter,1.0.0,Active,outdoorsy; sporty,AccessoryEye,For sale
ski goggles,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassGogglesski5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGogglesski5.png,Orange,No,980,245,1x1,Able Sisters,Available from Able Sisters shop only,Winter,1.0.0,Active,outdoorsy; sporty,AccessoryEye,For sale
sporty shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSports0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSports0.png,Black,No,1300,325,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Active,outdoorsy; sporty,AccessoryEye,For sale
sporty shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSports1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSports1.png,White,No,1300,325,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Active,outdoorsy; sporty,AccessoryEye,For sale
sporty shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSports2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSports2.png,Pink,No,1300,325,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Active,outdoorsy; sporty,AccessoryEye,For sale
sporty shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSports3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSports3.png,Lime,No,1300,325,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Active,outdoorsy; sporty,AccessoryEye,For sale
sporty shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSports4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSports4.png,Light blue,No,1300,325,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Active,outdoorsy; sporty,AccessoryEye,For sale
square glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSquare0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSquare0.png,Brown,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Simple,everyday; formal; work,AccessoryEye,For sale
square glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSquare1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSquare1.png,Black,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Simple,everyday; formal; work,AccessoryEye,For sale
square glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSquare2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSquare2.png,Gray,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Simple,everyday; formal; work,AccessoryEye,For sale
square glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSquare3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSquare3.png,Blue,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Simple,everyday; formal; work,AccessoryEye,For sale
stache & glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthBeard0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthBeard0.png,Black,No,770,192,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cute,party; theatrical,AcceEyeMouth,For sale
stache & glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthBeard1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthBeard1.png,Red,No,770,192,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cute,party; theatrical,AcceEyeMouth,For sale
star shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassStar0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassStar0.png,Yellow,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cute,party; vacation,AccessoryEye,For sale
star shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassStar1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassStar1.png,Pink,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cute,party; vacation,AccessoryEye,For sale
star shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassStar2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassStar2.png,Blue,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cute,party; vacation,AccessoryEye,For sale
star shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassStar3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassStar3.png,Purple,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cute,party; vacation,AccessoryEye,For sale
star shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassStar4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassStar4.png,Green,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cute,party; vacation,AccessoryEye,For sale
steampunk glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSteampunk0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSteampunk0.png,Green,No,1300,325,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Gorgeous,fairy tale; theatrical,AccessoryEye,For sale
steampunk glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSteampunk1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSteampunk1.png,Purple,No,1300,325,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Gorgeous,fairy tale; theatrical,AccessoryEye,For sale
sticky rice,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthRice.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthRice.png,White,No,490,122,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Simple,comfy,AccessoryMouth,For sale
superhero mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassHeromaskBlack.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassHeromaskBlack.png,Black,No,1040,260,1x1,Able Sisters,Available from Able Sisters shop only,All Year,1.0.0,Cool,fairy tale; theatrical; work,AccessoryEye,For sale
tiny shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMini0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMini0.png,Gold,No,1100,275,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cool,fairy tale; formal,AccessoryEye,For sale
tiny shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMini1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMini1.png,Black,No,1100,275,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cool,fairy tale; formal,AccessoryEye,For sale
tiny shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMini2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMini2.png,Berry red,No,1100,275,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cool,fairy tale; formal,AccessoryEye,For sale
tortoise specs,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTortoiseshell0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTortoiseshell0.png,Brown,No,1040,260,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Simple,everyday; formal,AccessoryEye,For sale
tortoise specs,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTortoiseshell1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTortoiseshell1.png,Beige,No,1040,260,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Simple,everyday; formal,AccessoryEye,For sale
tortoise specs,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTortoiseshell2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTortoiseshell2.png,Black,No,1040,260,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Simple,everyday; formal,AccessoryEye,For sale
triangle shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTriangle0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTriangle0.png,Red,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cute,party; vacation,AccessoryEye,For sale
triangle shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTriangle1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTriangle1.png,Orange,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cute,party; vacation,AccessoryEye,For sale
triangle shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTriangle2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTriangle2.png,Blue,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cute,party; vacation,AccessoryEye,For sale
triangle shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTriangle3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTriangle3.png,Purple,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cute,party; vacation,AccessoryEye,For sale
triangle shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTriangle4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTriangle4.png,Green,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cute,party; vacation,AccessoryEye,For sale
triangle shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTriangle5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTriangle5.png,White,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cute,party; vacation,AccessoryEye,For sale
triangle shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTriangle6.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTriangle6.png,Black,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Cute,party; vacation,AccessoryEye,For sale
wooden-frame glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassWood0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassWood0.png,Brown,No,1560,390,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Simple,everyday; formal; work,AccessoryEye,For sale
wooden-frame glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassWood1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassWood1.png,Dark brown,No,1560,390,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,1.0.0,Simple,everyday; formal; work,AccessoryEye,For sale
